Ctgy,AUN,school_district,county,total_state_rev,bef,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Staff and Program Development 7180,Vocational Education 7220,Alternative Education 7230,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340",Sewage Treatment Operations / Environmental Subsidies 7350,School Safety and Security Grants 7361,Other Safe Schools Grants 7369,Vocational Training of the Unemployed 7400,PA Accountability Grants 7501,Ready to Learn Block Grant 7505,PAsmart Grants 7506,Supplemental Equipment Grants 7509,Revenue for the Support of Public Schools 7598,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990
1,124158503,Unionville-Chadds Ford SD,Chester,"$15,863,588.29","$3,293,401.26",,"$30,860.46",,,,,,,,"$1,811,775.49",,,,,,"$560,167.38","$121,660.00","$275,511.65","$78,873.70","$1,488,610.98",,"$73,400.00",,,,"$127,325.00",,,,,,"$1,427,671.89","$6,574,330.48",,,
1,124159002,West Chester Area SD,Chester,"$42,679,137.16","$8,421,638.14",,"$228,320.32",,,,,,,,"$6,128,947.02",,,,,"$2,780.68","$2,039,192.15","$1,274,735.00","$1,163,834.02","$255,330.28","$3,468,140.90",,,,,,"$399,095.00",,,,"$54,160.59",,"$3,415,379.88","$15,827,583.18",,,
1,106160303,Allegheny-Clarion Valley SD,Clarion,"$9,681,709.64","$5,912,081.25",,"$32,827.41",,,,,,,,"$674,108.18",,,,,,"$851,792.24","$16,555.00","$197,256.56","$12,183.29","$279,940.11",,"$25,000.00","$29,320.47",,,"$151,489.00","$12,352.92",,,"$129,686.00",,"$251,565.72","$1,105,551.49",,,
1,106161203,Clarion Area SD,Clarion,"$7,035,217.32","$3,066,104.05",,,,,,,,,,"$506,089.68",,,,,"$1,500,000.00","$377,810.53","$5,775.00",,"$16,017.90","$210,025.19",,"$25,425.20",,,,"$99,414.00",,,,,,"$275,181.19","$953,374.58",,,
1,106161703,Clarion-Limestone Area SD,Clarion,"$9,056,022.47","$5,314,570.80",,"$52,189.34",,,"$23,339.33",,,,,"$678,662.35",,,,,,"$702,676.58","$4,620.00","$124,758.23","$16,825.76","$330,415.74",,"$25,000.00",,,,"$158,575.00",,"$4,052.97",,,,"$291,468.50","$1,328,867.87",,,
1,106166503,Keystone SD,Clarion,"$11,139,167.32","$7,015,580.88",,"$14,994.34",,,,,,,,"$771,055.40",,,,,,"$829,936.98","$31,185.00","$102,148.68","$18,093.65","$279,563.99",,"$25,000.00","$9,339.21",,,"$194,891.00",,,,,,"$336,127.58","$1,511,250.61",,,
1,106167504,North Clarion County SD,Clarion,"$5,674,112.60","$3,434,651.03",,"$11,192.36",,,,,,,,"$392,133.19",,,,"$258,400.00",,"$371,362.82","$5,775.00",,"$11,147.54","$135,500.12",,"$25,000.00",,,,"$91,295.00","$14,408.45",,,"$32,630.00",,"$168,156.08","$722,461.01",,,
1,106168003,Redbank Valley SD,Clarion,"$13,072,804.65","$8,653,689.06",,"$24,979.20",,,,,,,,"$894,477.65",,,,,,"$1,059,214.03","$10,010.00",,"$19,454.75","$250,282.86",,"$25,000.00",,,,"$229,939.00",,,,,,"$364,336.41","$1,541,421.69",,,
1,106169003,Union SD,Clarion,"$8,488,450.70","$5,704,264.81",,,,,,,$105.00,,,"$589,396.59",,,,,,"$429,420.20",,,"$10,097.66","$140,822.12",,"$25,000.00",,,,"$157,782.00",,,,,,"$266,836.79","$1,164,725.53",,,
1,110171003,Clearfield Area SD,Clearfield,"$21,975,550.20","$12,722,775.86",,"$146,971.46",,,,,,,,"$1,786,874.21",,,,,"$7,096.08","$1,483,576.63","$11,935.00","$626,408.27","$43,602.92","$860,796.05",,"$25,000.00",,,,"$471,734.00",,,,,,"$657,693.60","$3,131,086.12",,,
1,110171803,Curwensville Area SD,Clearfield,"$12,173,027.85","$7,608,110.14",,"$201,565.37",,,"$8,235.28",,$700.00,,,"$749,468.42",,,,,,"$406,023.44","$13,090.00","$593,516.29","$18,368.72","$352,254.65",,"$69,000.00",,,,"$224,051.00",,,,,,"$348,066.43","$1,580,578.13",,-$0.02,
1,106172003,Dubois Area SD,Clearfield,"$30,332,960.71","$15,971,085.86",,"$63,055.09",,,"$8,235.28",,,,,"$3,043,409.91",,,,,,"$2,125,196.75","$105,875.00","$545,019.16","$73,773.02","$1,864,287.23",,"$44,614.38",,,,"$700,394.00",,,,,,"$993,600.65","$4,794,414.38",,,
1,110173003,Glendale SD,Clearfield,"$8,904,171.63","$5,687,350.02",,,,,,,,,,"$591,508.07",,,,,,"$572,001.83",,,"$14,736.76","$311,724.69",,"$25,000.00",,,,"$175,503.00",,,,,,"$273,499.24","$1,252,848.02",,,
1,110173504,Harmony Area SD,Clearfield,"$4,306,234.81","$2,755,111.30",,,,,"$22,720.16",,$245.00,,,"$266,110.59",,,,,,"$389,570.04","$20,405.00","$102,375.95","$4,863.61","$80,714.74",,"$17,379.09",,,,"$73,268.00",,,,,,"$99,365.88","$474,105.45",,,
1,110175003,Moshannon Valley SD,Clearfield,"$10,735,346.15","$6,964,926.75",,"$35,203.47",,,,,"$1,260.00",,,"$739,121.45",,,,,"$8,296.84","$662,480.86","$7,700.00","$268,925.33","$16,814.60","$327,314.27",,"$25,000.00",,,,"$216,577.00",,,,,,"$263,356.43","$1,198,369.15",,,
1,110177003,Philipsburg-Osceola Area SD,Clearfield,"$20,164,738.16","$11,810,410.64",,"$60,918.92",,,,,"$2,800.00",,,"$1,322,876.70",,,,,"$1,512.88","$917,487.68","$8,470.00","$1,408,474.39","$30,865.37","$781,142.93",,,,,,"$349,206.00","$45,000.00",,,,,"$1,494,309.24","$1,931,263.41",,,
1,110179003,West Branch Area SD,Clearfield,"$12,172,102.43","$7,470,410.23",,,,,"$8,235.28",,,,,"$817,363.50",,,,,"$2,333.19","$763,017.64","$5,775.00","$520,486.18","$18,690.15","$282,669.74",,"$40,000.00","$25,000.00",,,"$237,979.00",,,,"$13,620.31",,"$357,271.16","$1,609,251.05",,,
1,110183602,Keystone Central SD,Clinton,"$38,053,294.40","$20,553,394.02",,"$99,347.65",,,"$265,858.86",,,$310.00,,"$3,383,929.93",,,,,"$2,001.09","$3,146,688.92","$326,095.00","$329,786.96","$77,809.36","$2,157,758.26",,$200.00,,,"-$9,300.00","$770,674.00",,"$12,085.32",,,,"$1,291,563.73","$5,645,091.30",,,
1,116191004,Benton Area SD,Columbia,"$6,007,602.45","$3,376,485.92",,,,,"$42,410.85",,,,,"$462,643.41",,,,,,"$383,933.85","$9,063.00",,"$12,567.80","$352,017.13",,"$25,000.00","$37,614.82",,,"$112,285.00",,"$4,913.07",,,,"$215,520.39","$973,147.21",,,
1,116191103,Berwick Area SD,Columbia,"$25,068,882.81","$14,794,423.99",,"$50,137.44",,,"$8,227.04",,,,,"$2,275,935.00",,,,,,"$847,646.23","$37,730.00","$202,413.75","$53,350.07","$1,096,659.72",,"$25,000.00",,,,"$549,482.00","$26,772.96",,,"$3,025.11",,"$908,698.46","$4,189,381.04",,,
1,116191203,Bloomsburg Area SD,Columbia,"$10,560,835.65","$5,857,730.76",,"$94,116.61",,,,,"$1,680.00",,,"$993,320.31",,,,,,"$375,005.13","$25,025.00","$336,614.95","$31,847.17","$487,152.26",,"$25,000.00",,,,"$234,078.00",,,,,,"$361,409.21","$1,737,856.25",,,
1,116191503,Central Columbia SD,Columbia,"$12,141,972.02","$6,526,919.63",,"$43,402.10",,,"$75,826.02",,,,,"$1,191,268.71",,,,,,"$765,059.50","$43,890.00","$434,082.08","$33,986.76","$357,991.34",,"$25,000.00",,,,"$255,774.00",,,,"$1,320.04",,"$296,963.36","$2,090,488.48",,,
1,116195004,Millville Area SD,Columbia,"$6,933,225.00","$4,158,132.00",,,,,,,,,,"$511,595.00",,,,,,"$432,060.00","$12,705.00",,"$11,750.00","$284,958.00",,"$25,000.00",,,,"$115,997.00",,,,,,"$200,432.00","$1,180,596.00",,,
1,116197503,Southern Columbia Area SD,Columbia,"$9,142,981.05","$4,684,253.30",,"$25,366.92",,,,,,,,"$819,948.31",,,,,"$1,363.16","$664,107.24","$33,880.00","$400,189.25","$24,686.75","$290,948.67",,"$75,705.00",,,,"$197,956.00",,,,,,"$336,935.04","$1,587,070.93",,,$570.48
1,105201033,Conneaut SD,Crawford,"$20,854,810.70","$11,214,363.07",,"$55,124.12",,,"$46,789.15",,,,,"$1,738,703.90",,,,,,"$2,428,942.13","$79,695.00","$764,753.01","$43,602.47","$970,682.78",,"$45,000.00",,,,"$426,026.00",,,,,,"$542,947.59","$2,498,181.48",,,
1,105201352,Crawford Central SD,Crawford,"$31,430,864.12","$16,559,380.44",,"$147,421.84",,,,,,,,"$2,741,788.48",,,,,,"$1,738,688.53","$91,245.00","$1,905,874.58","$72,311.28","$1,453,320.86",,"$25,000.00","$60,000.00",,,"$665,681.00",,,,,,"$1,076,271.00","$4,893,881.11",,,
1,105204703,Penncrest SD,Crawford,"$31,783,636.13","$19,026,560.16",,"$236,508.59",,,,,,,,"$2,499,150.24",,,,,,"$2,553,002.25","$50,820.00","$102,367.57","$51,180.10","$1,272,145.34",,"$25,000.00",,,,"$619,569.00","$8,235.28",,,,,"$949,109.41","$4,389,988.19",,,
1,115210503,Big Spring SD,Cumberland,"$18,887,353.20","$9,449,787.76",,"$22,970.55",,,"$98,853.27",,,,,"$1,923,053.62",,,,,$394.01,"$1,528,945.16","$23,485.00","$641,205.59","$48,163.33","$770,717.46",,"$25,000.00",,,,"$401,851.00",,,,,,"$713,518.02","$3,239,408.43",,,
1,115211003,Camp Hill SD,Cumberland,"$4,971,136.44","$1,540,150.90",,,,,,,,,,"$506,119.80",,,,,,"$10,778.71",,"$232,682.28","$24,712.45","$268,918.48",,"$25,000.00",,,,"$99,838.00",,,,"$250,000.00",,"$360,856.39","$1,652,079.43",,,
1,115211103,Carlisle Area SD,Cumberland,"$26,750,857.63","$13,075,855.07",,"$15,800.52",,,"$289,515.70",,"$5,740.00",,,"$2,969,142.23",,,,,"$2,197.47","$1,068,998.49","$46,585.00","$983,108.00","$93,943.53","$1,108,184.26",,"$25,000.00",,,,"$589,782.00",,"$20,090.30",,,,"$1,147,240.37","$5,309,674.69",,,
1,115211603,Cumberland Valley SD,Cumberland,"$31,553,481.00","$11,272,081.00",,"$91,777.00",,,"$45,731.00",,,$160.00,,"$3,501,299.00",,,,,,"$2,481,386.00","$176,330.00","$826,036.00","$162,301.00","$929,124.00",,"$25,000.00",,,,"$526,437.00",,,,$450.00,,"$2,083,929.00","$9,431,440.00",,,
1,115212503,East Pennsboro Area SD,Cumberland,"$12,579,676.74","$6,244,972.45",,"$53,814.57",,,,,,$120.00,,"$1,379,377.96",,,,,,"$624,199.56","$78,155.00","$79,080.39","$54,030.99","$670,564.05",,"$25,000.00",,,,"$327,237.00",,,,,,"$542,452.83","$2,500,671.94",,,
1,115216503,Mechanicsburg Area SD,Cumberland,"$17,504,684.12","$6,713,258.10",,"$17,887.31",,,,,,,,"$1,760,024.90",,,,"$212,499.99","$1,057.57","$660,572.62","$98,560.00","$809,330.23","$91,619.23","$879,963.74",,"$25,000.00",,,,"$338,503.00",,,,,,"$1,092,053.85","$4,804,353.58",,,
1,115218003,Shippensburg Area SD,Cumberland,"$19,928,088.62","$9,698,910.92",,"$59,501.62",,,,,,$80.00,,"$1,860,877.57",,,,,,"$1,404,846.82","$27,335.00","$898,616.05","$68,114.56","$925,381.68",,"$19,104.89",,,,"$527,156.00",,,,,,"$790,473.07","$3,647,690.44",,,
1,115218303,South Middleton SD,Cumberland,"$10,511,546.23","$4,435,395.58",,,,,"$42,035.18",,,,,"$1,017,975.95",,,,,$754.15,"$613,491.32","$30,415.00","$852,943.03","$45,858.15","$540,213.02",,"$18,438.80",,,,"$208,431.00",,,,,,"$469,633.44","$2,235,961.61",,,
1,115221402,Central Dauphin SD,Dauphin,"$49,398,415.67","$18,269,017.67",,"$240,547.08",,,,,,$200.00,,"$5,671,220.58",,,,,,"$3,199,013.72","$674,135.00","$1,432,027.49","$253,154.87","$2,600,760.53",,"$25,000.00",,,,"$1,023,711.00",,,,$500.00,,"$2,855,957.09","$13,153,170.64",,,
1,115221753,Derry Township SD,Dauphin,"$11,734,780.48","$2,833,511.89",,"$41,138.16",,,,,,,,"$1,455,605.78",,,,,$172.49,"$402,773.24","$69,300.00","$245,796.06","$70,893.17","$668,677.23",,"$25,000.00",,,,"$225,559.00",,,,"$14,084.00",,"$1,019,682.77","$4,662,586.69",,,
1,115222504,Halifax Area SD,Dauphin,"$10,379,539.94","$5,619,517.39",,"$36,769.53",,,"$8,230.60",,"$1,225.00",,,"$800,476.22",,,,"$229,500.00",,"$831,351.39","$12,705.00","$338,340.63","$18,689.69","$433,154.16",,"$44,929.26",,,,"$192,577.00",,,,,,"$330,594.68","$1,481,479.39",,,
1,115222752,Harrisburg City SD,Dauphin,"$80,292,333.27","$52,433,784.24",,"$108,985.28",,,,,,$978.00,,"$5,996,091.26",,,,"$154,004.81","$1,014,152.43","$1,399,643.27","$334,950.00","$1,390,951.44","$98,725.18","$2,771,735.02",,,,,,"$1,807,251.00",,,,,,"$1,855,754.34","$10,925,327.00",,,
1,115224003,Lower Dauphin SD,Dauphin,"$21,584,504.52","$9,688,796.73",,"$14,065.36",,,,,,,,"$2,277,321.14",,,,,,"$1,466,738.24","$55,055.00","$787,958.46","$69,229.33","$1,347,619.28",,"$25,000.00",,,,"$441,906.00",,,,"$15,500.00",,"$963,659.79","$4,431,655.19",,,
1,115226003,Middletown Area SD,Dauphin,"$16,441,114.70","$8,144,056.29",,"$32,646.56",,,,,,$200.00,,"$1,683,295.31",,,,,$151.50,"$536,447.47","$46,970.00","$642,451.53","$48,552.99","$924,616.19",,"$23,500.00","$24,079.00",,,"$363,944.00",,,,"$59,816.00",,"$694,190.72","$3,216,197.14",,,
1,115226103,Millersburg Area SD,Dauphin,"$6,840,837.52","$4,036,194.75",,,,,,,$490.00,,,"$600,485.30",,,,,,"$151,238.27","$18,480.00","$200,863.74","$16,814.32","$251,049.30",,"$25,000.00","$24,971.00",,,"$127,733.00",,,,"$50,000.00",,"$245,135.82","$1,092,382.02",,,
1,115228003,Steelton-Highspire SD,Dauphin,"$14,712,754.17","$8,438,595.97",,"$6,847.00","$1,000,000.00",,"$8,235.00",,,,,"$1,083,131.75",,,"$2,235.00",,"$2,280.50","$285,116.35","$65,065.00","$547,862.18","$25,705.00","$395,018.00",,"$25,000.00",,,,"$352,679.00",,,,,,"$463,426.00","$2,011,557.42",,,
1,115228303,Susquehanna Township SD,Dauphin,"$11,163,919.27","$3,921,286.08",,"$127,454.53",,,,,,,,"$1,457,466.31",,,,,"$2,086.03","$672,475.48","$157,080.00","$64,216.52","$63,128.90","$456,911.66",,"$50,000.00","$36,967.26",,,"$261,665.00",,,,,,"$689,868.44","$3,203,313.06",,,
1,115229003,Upper Dauphin Area SD,Dauphin,"$10,202,065.85","$5,924,648.37",,,,,"$115,418.72",,,,,"$827,550.03",,,,,"$1,625.94","$757,677.32","$5,775.00","$7,004.00","$21,804.01","$418,538.99",,"$12,118.00",,,,"$202,061.00",,,,,,"$315,903.58","$1,591,940.89",,,
1,125231232,Chester-Upland SD,Delaware,"$100,585,175.54","$78,983,871.02",,"$56,497.89",,,"$146,735.03",,,,,"$5,880,046.08",,,,"$731,555.00","$26,201.35","$1,180,298.18","$1,024,344.00",,,"$2,753,155.00",,,,,,"$1,421,091.00",,,,,,"$1,753,386.51","$6,627,994.48",,,
1,125231303,Chichester SD,Delaware,"$25,530,267.53","$10,776,265.14",,"$143,386.25",,,,,,,,"$2,437,867.94",,,,,,"$663,590.00","$195,580.00","$1,823,648.12","$57,636.14","$1,797,837.05",,"$36,718.46",,,,"$541,395.00",,,,,,"$1,254,300.64","$5,802,042.79",,,
1,125234103,Garnet Valley SD,Delaware,"$20,157,012.00","$4,280,654.00",,"$17,746.00",,,,,,,,"$1,862,063.00",,,,,,"$603,551.00","$115,885.00","$1,129,218.00","$94,067.00","$1,467,526.00",,"$25,000.00",,,,"$327,809.00",,,,,,"$1,871,395.00","$8,362,098.00",,,
1,125234502,Haverford Township SD,Delaware,"$21,549,882.94","$3,477,722.31",,,,,,,,,,"$2,612,286.77",,,,,,"$813,791.89","$783,234.00","$56,872.04","$133,972.37","$2,103,915.13",,"$25,000.00",,,,"$192,476.00",,,,,,"$2,124,321.31","$9,226,291.12",,,
1,125235103,Interboro SD,Delaware,"$22,478,735.55","$9,037,531.67",,"$82,387.02",,,,,,,,"$2,244,805.49",,,,"$289,000.00","$1,946.84","$372,511.44","$73,150.00","$442,170.79","$60,323.90","$2,021,239.45",,,,,,"$554,903.00","$1,849.19",,,,,"$1,463,002.64","$5,833,914.12",,,
1,125235502,Marple Newtown SD,Delaware,"$14,776,944.55","$2,793,569.75",,,,,,,,,,"$1,609,008.06",,,,,$227.40,"$696,278.01","$724,955.00","$298,221.49","$125,690.88","$1,229,766.99",,,,,,"$115,566.00",,,,"$25,000.00",,"$1,312,376.50","$5,846,284.47",,,
1,125236903,Penn-Delco SD,Delaware,"$16,531,625.00","$6,325,514.00",,,,,,,,,,"$2,012,158.00",,,,,"$3,088.00","$397,229.00","$111,265.00","$563,085.00","$87,004.00","$1,345,089.00",,,,,,"$354,943.00",,,,,,"$977,767.00","$4,354,483.00",,,
1,125237603,Radnor Township SD,Delaware,"$15,127,251.58","$2,182,357.27",,"$65,764.25",,,,,,,,"$1,506,484.55",,,,,"$1,784.49","$402,991.11","$410,025.00","$108,424.31","$175,641.70","$1,453,154.16",,"$25,000.00",,,,"$113,925.00",,,,"$13,135.39",,"$1,572,433.58","$7,096,130.77",,,
1,125237702,Ridley SD,Delaware,"$32,316,353.78","$12,171,456.81",,$671.23,,,,,,,,"$3,462,893.58",,,,,"$4,923.50","$857,895.75","$58,905.00","$373,977.07","$118,936.19","$2,068,306.75",,"$21,440.00",,,,"$789,095.00",,,,,,"$2,262,174.88","$10,125,678.02",,,
1,125237903,Rose Tree Media SD,Delaware,"$16,534,014.88","$3,006,262.66",,,,,,,,,,"$1,952,212.86",,,,,"$13,704.53","$757,039.22","$311,080.00",,"$85,631.00","$1,633,157.35",,"$69,974.80",,,,"$140,258.00",,,,"$38,480.00",,"$1,562,192.45","$6,964,022.01",,,
1,125238402,Southeast Delco SD,Delaware,"$35,027,045.99","$16,684,393.31",,"$310,249.16",,,,,,,,"$2,811,071.63",,,,,"$11,677.31","$1,160,232.32","$321,121.86","$1,456,468.40","$77,622.75","$2,168,753.25",,"$55,000.00",,,,"$888,165.00",,,,,,"$1,586,982.00","$7,495,309.00",,,
1,125238502,Springfield SD,Delaware,"$13,333,846.59","$3,034,189.54",,"$12,413.23",,,,,,,,"$1,721,997.54",,,,,$193.25,"$470,004.78","$140,140.00","$149,364.63","$83,665.82","$1,219,202.62",,"$25,000.00",,,,"$239,989.00",,,,,,"$1,131,173.92","$5,106,512.26",,,
1,125239452,Upper Darby SD,Delaware,"$82,274,867.37","$38,696,282.88",,"$418,364.38",,,,,,,,"$8,179,063.71",,,,,"$17,319.74","$2,139,507.83","$311,465.00","$1,275,438.30","$278,202.76","$5,142,250.67",,"$25,000.00",,,,"$2,073,956.00",,,,"$872,380.24",,"$4,063,041.10","$18,782,594.76",,,
1,125239603,Wallingford-Swarthmore SD,Delaware,"$16,032,630.14","$3,550,635.72",,"$36,115.78",,,,,,,,"$2,082,596.11",,,,,,"$549,090.33","$90,475.00","$613,509.74","$74,962.37","$1,838,085.88",,"$25,000.00",,,,"$252,951.00",,,,,,"$1,248,708.85","$5,670,499.36",,,
1,125239652,William Penn SD,Delaware,"$46,719,216.00","$22,894,981.00",,"$1,002,721.00",,,,,,,,"$4,722,383.00",,,,,"$14,943.00","$1,536,385.00","$513,590.00","$773,794.00","$102,370.00","$3,404,253.00",,,,,,"$1,129,826.00",,,,"$725,000.00",,"$1,810,340.00","$8,088,630.00",,,
1,109243503,Johnsonburg Area SD,Elk,"$7,612,271.36","$5,129,929.90",,,,,"$43,908.27",,,,,"$492,588.97",,,,"$106,250.00",,"$276,775.87","$10,395.00",,"$10,301.73","$283,829.56",,"$25,000.00",,,,"$133,613.00",,,,,,"$201,179.06","$898,500.00",,,
1,109246003,Ridgway Area SD,Elk,"$8,181,447.11","$5,132,256.58",,,,,,,,,,"$651,453.31",,,,,,"$369,329.95","$50,050.00",,,"$352,376.58",,"$25,000.00",,,,"$159,261.00",,,,,,"$161,858.09","$1,279,861.60",,,
1,109248003,Saint Marys Area SD,Elk,"$12,287,837.97","$6,652,403.87",,"$1,913.12",,,"$29,753.00",,,,,"$1,309,950.62",,,,,,"$879,034.20","$180,565.00",,"$48,615.51","$348,434.41",,"$25,000.00",,,,"$306,366.00",,,,,,"$441,473.18","$2,064,329.06",,,
1,105251453,Corry Area SD,Erie,"$22,274,760.89","$13,147,905.00",,"$76,289.50",,,"$139,689.79",,"$1,610.00",,,"$1,597,147.00",,,,"$340,000.00","$1,007.65","$1,123,932.35","$52,745.00","$610,283.67","$37,612.37","$526,444.61",,"$25,000.00",,,,"$470,665.00",,"$8,852.15",,,,"$735,586.89","$3,379,989.91",,,
1,105252602,Erie City SD,Erie,"$128,587,689.00","$79,309,301.00",,"$28,322.00",,,"$1,038,637.00",,,$840.00,,"$10,929,648.00","$2,177,092.00",,,"$1,793,500.00","$21,647.00","$1,795,425.00","$616,770.00","$1,372,057.00","$525,953.00","$5,926,706.00",,"$25,000.00",,,,"$2,602,655.00",,"$45,295.00",,"$29,252.00",,"$3,442,966.00","$16,906,623.00",,,
1,105253303,Fairview SD,Erie,"$7,658,092.00","$3,242,309.00",,"$39,532.00",,,,,,,,"$933,433.00",,,,,,"$451,715.00","$47,355.00","$240,376.00","$31,471.00","$264,439.00",,"$25,000.00",,,,"$143,386.00","$34,999.00",,,$472.00,,"$399,699.00","$1,803,906.00",,,
1,105253553,Fort LeBoeuf SD,Erie,"$14,562,658.68","$7,040,647.65",,,,,,,,,,"$1,213,634.17",,,,,"$1,260.26","$738,132.04","$97,790.00","$1,258,710.47","$42,867.71","$713,504.24",,"$65,000.00",,,,"$281,428.00",,,,"$3,838.50",,"$568,971.03","$2,536,874.61",,,
1,105253903,General McLane SD,Erie,"$17,764,769.89","$10,619,171.50",,"$44,024.97",,,,,,,,"$1,504,997.42",,,,,,"$958,197.38","$21,560.00",,"$40,403.93","$518,608.40",,"$25,000.00",,,,"$329,440.00",,,,,,"$669,649.25","$3,033,717.04",,,
1,105254053,Girard SD,Erie,"$15,930,013.39","$8,915,699.85",,"$120,711.56",,,,,,,,"$1,186,442.65",,,,,,"$410,667.07","$15,015.00","$800,192.20","$29,986.62","$736,074.04",,"$14,410.62","$20,000.00",,,"$371,348.00","$23,629.40",,,,,"$583,110.44","$2,702,725.94",,,
1,105254353,Harbor Creek SD,Erie,"$16,088,228.59","$8,899,077.95",,"$53,564.46",,,,,,,,"$1,327,807.07",,,,,,"$987,044.69","$54,670.00","$702,138.48","$39,696.19","$458,580.89",,"$25,000.00","$54,474.53",,,"$283,075.00",,,,,,"$592,152.45","$2,610,946.88",,,
1,105256553,Iroquois SD,Erie,"$13,496,688.64","$8,585,411.20",,"$4,378.12",,,,,,,,"$845,131.26",,,,,,"$283,297.87","$29,645.00","$506,356.07","$46,335.64","$622,902.38",,"$25,000.00",,,,"$244,066.00",,,,,,"$437,043.57","$1,867,121.53",,,
1,105257602,Millcreek Township SD,Erie,"$30,750,214.44","$14,559,753.72",,"$79,658.35",,,,,,,,"$3,714,873.18",,,,,,"$1,516,238.73","$286,055.00","$83,089.62","$154,895.72","$935,257.86",,"$226,000.00",,,,"$753,736.00",,,,,,"$1,507,361.51","$6,933,294.75",,,
1,105258303,North East SD,Erie,"$14,513,640.20","$8,741,301.93",,"$17,810.97",,,,,"$1,435.00",,,"$1,182,258.24",,,,,,"$400,692.19","$21,175.00","$397,999.93","$32,237.15","$558,155.24",,"$25,000.00","$25,000.00",,,"$286,805.00",,,,,,"$517,271.51","$2,306,498.04",,,
1,105258503,Northwestern SD,Erie,"$14,579,903.43","$9,171,456.21",,"$66,803.14",,,"$83,705.42",,,,,"$1,199,174.10",,,,,,"$969,682.72","$3,080.00",,"$25,698.89","$394,055.81",,,,,,"$330,199.00",,"$6,462.29",,,,"$401,604.67","$1,927,981.18",,,
1,105259103,Union City Area SD,Erie,"$13,971,104.04","$9,461,647.55",,"$9,049.94",,,"$31,847.15",,"$1,645.00",,,"$922,506.52",,,,,,"$611,902.45","$4,235.00",,"$21,360.64","$334,426.61",,"$25,000.00","$19,244.00",,,"$283,155.00",,"$4,165.79",,,,"$398,672.21","$1,842,246.18",,,
1,105259703,Wattsburg Area SD,Erie,"$12,444,893.00","$6,792,466.00",,"$2,595.00",,,,,,,,"$999,711.00",,,,,,"$1,149,687.00","$86,240.00","$540,628.00","$24,598.00","$463,413.00",,"$25,000.00",,,,"$243,953.00","$8,235.00",,,,,"$386,261.00","$1,722,106.00",,,
1,101260303,Albert Gallatin Area SD,Fayette,"$37,388,135.65","$23,892,112.22",,"$191,852.75",,,,,,,,"$3,030,740.91",,,,,,"$2,221,524.30","$40,425.00","$558,879.37","$64,421.44","$820,873.97",,"$25,000.00","$25,000.00",,,"$821,655.00",,,,,,"$1,023,271.90","$4,672,378.79",,,
1,101260803,Brownsville Area SD,Fayette,"$19,410,430.83","$12,444,344.27",,"$24,367.82",,,,,,,,"$1,466,941.44",,,,,,"$1,227,795.01","$28,875.00","$359,846.43","$29,898.88","$335,357.77",,"$25,000.00",,,,"$412,719.00",,,,,,"$559,741.40","$2,495,543.81",,,
1,101261302,Connellsville Area SD,Fayette,"$50,923,785.15","$30,777,173.56",,"$67,135.82",,,"$8,235.28",,,,,"$4,782,368.75",,,,,,"$4,366,389.47","$85,855.00","$690,198.62","$86,921.48","$1,462,733.57",,"$25,000.00",,,,"$1,050,159.00",,,,,,"$1,283,036.08","$6,238,578.52",,,
1,101262903,Frazier SD,Fayette,"$11,253,906.52","$6,954,448.15",,"$20,228.00",,,,,,,,"$732,103.90",,,,"$89,250.00",,"$684,311.70","$3,080.00","$316,315.58","$20,605.86","$278,977.53",,"$7,851.34",,,,"$198,758.00",,,,$259.16,,"$335,928.23","$1,570,764.41","$41,024.66",,
1,101264003,Laurel Highlands SD,Fayette,"$24,967,650.08","$14,296,794.03",,"$56,149.68",,,,,,,,"$2,328,669.54",,,,,,"$1,214,276.55","$8,085.00","$527,680.27","$53,153.72","$1,015,496.75",,"$25,000.00",,,,"$608,349.00",,,,,,"$889,827.83","$3,944,167.71",,,
1,101268003,Uniontown Area SD,Fayette,"$27,003,052.26","$16,037,068.12",,"$66,124.00",,,,,,,,"$2,234,790.11",,,,"$170,000.00",,"$1,725,601.34","$25,795.00","$425,930.81","$54,647.01","$1,120,726.07",,"$25,000.00","$25,000.00",,,"$554,307.00",$160.54,,,"$3,905.82",,"$803,425.68","$3,730,570.76",,,
1,106272003,Forest Area SD,Forest,"$5,274,249.11","$2,758,787.75",,,,,,,,,,"$460,300.47",,,,"$115,426.00",,"$560,259.35","$15,785.90","$116,432.84","$7,652.16","$233,412.87",,"$49,993.44",,,,"$60,729.00",,,,,,"$162,644.46","$732,824.87",,,
