Cat,AUN,school_district,county,total_state_rev,bef,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Staff and Program Development 7180,Vocational Education 7220,Alternative Education 7230,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340",Sewage Treatment Operations / Environmental Subsidies 7350,Safe Schools 7360,Vocational Training of the Unemployed 7400,PA Accountability Grants 7501,Project 720 / High School Reform 7503,Ready to Learn Block Grant 7505,Supplemental Equipment Grants 7509,Revenue for the Support of Public Schools 7598,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990
1,114067002,Reading SD,Berks,"$186,440,476.59","$131,154,249.63",,"$214,912.97",,,,,,,,"$10,810,367.83",,"$196,677.80","$70,000.00",,,"$1,175,961.28","$333,025.00","$5,628,104.00","$380,930.82","$3,680,302.73",,,,,,"$4,785,693.00",,,,,"$5,380,614.85","$22,629,636.68",,,
1,114067503,Schuylkill Valley SD,Berks,"$8,586,793.12","$2,714,383.66",,"$42,308.91",,,,,,,,"$929,736.86",,,,,,"$783,602.62","$51,590.00","$196,580.87","$36,673.33","$588,554.28",,,,,,"$197,972.00",,,"$7,057.22",,"$598,980.46","$2,439,352.91",,,
1,114068003,Tulpehocken Area SD,Berks,"$9,840,772.19","$4,061,141.10",,"$232,667.28",,,"$24,845.57",,"$1,990.00",,,"$881,552.63",,,,,,"$934,565.12","$37,345.00","$436,151.16","$27,088.39","$645,753.52",,,,,,"$200,065.00","$5,138.95",,$968.28,,"$464,731.83","$1,886,768.36",,,
1,114068103,Twin Valley SD,Berks,"$16,352,485.00","$5,327,816.00",,"$177,957.00",,,,,,,,"$1,682,161.00",,,,,,"$1,867,436.00","$120,120.00","$1,407,226.00","$63,190.00","$1,025,711.00",,,,,,"$329,551.00",,,,,"$870,617.00","$3,480,700.00",,,
1,114069103,Wilson  SD,Berks,"$22,474,836.39","$7,683,264.39",,"$156,574.14",,,,,,,,"$2,317,445.98",,,,,,"$812,170.49","$96,250.00","$1,286,148.53","$116,358.33","$1,386,412.62",,,,,,"$579,495.00",,,,,"$1,600,646.62","$6,440,070.29",,,
1,114069353,Wyomissing Area SD,Berks,"$6,084,542.46","$1,523,978.56",,"$19,240.38",,,,,,$40.00,,"$803,956.24",,,,,,"$301,186.32","$34,265.00","$79,246.50","$38,294.51","$488,416.80",,,,,,"$139,739.00",,,,,"$523,343.08","$2,132,836.07",,,
1,108070502,Altoona Area SD,Blair,"$64,586,882.10","$38,936,560.50",,"$48,956.79",,,"$21,680.82",,"$1,820.00",,,"$5,302,709.52","$1,425,871.00","$199,781.00",,,,"$1,763,327.66","$159,005.00","$723,313.61","$163,173.79","$1,845,124.79",,"$20,000.00",,,,"$1,485,051.00","$4,796.72",,,,"$2,307,090.38","$10,178,619.52",,,
1,108071003,Bellwood-Antis SD,Blair,"$10,449,150.37","$6,869,128.66",,,,,"$42,241.88",,$840.00,,,"$766,953.44",,,,,,"$315,638.78","$5,390.00","$198,754.22","$21,963.92","$360,250.64",,,,,,"$245,373.00","$5,431.82",,,,"$332,995.75","$1,284,188.26",,,
1,108071504,Claysburg-Kimmel SD,Blair,"$8,135,099.79","$5,269,261.52",,,,,,,,,,"$582,486.20",,,,,,"$383,069.45","$3,080.00","$220,544.61","$15,782.64","$340,856.64",,,,,,"$205,072.00",,,,,"$216,584.31","$898,362.42",,,
1,108073503,Hollidaysburg Area SD,Blair,"$21,014,484.12","$11,828,615.69",,"$86,483.32",,,,,,,,"$2,126,997.52",,,,,,"$892,679.22","$80,850.00","$1,045,188.85","$68,565.88","$568,058.27",,"$13,297.00",,,,"$421,318.00",,,,,"$765,570.16","$3,116,860.21",,,
1,108077503,Spring Cove SD,Blair,"$13,011,647.58","$7,656,809.96",,"$87,272.86",,,"$49,085.04",,,$15.00,,"$1,110,819.60",,,,,,"$1,052,319.57","$18,095.00","$214,201.81","$77,399.27","$381,760.34",,"$44,672.56",,,,"$291,450.00","$6,292.79",,$801.32,,"$411,152.70","$1,609,499.76",,,
1,108078003,Tyrone Area SD,Blair,"$15,810,195.57","$9,184,760.90",,"$5,349.93",,,"$110,969.51",,"$2,520.00",,,"$1,477,181.42","$142,008.88",,,"$548,250.00",,"$787,605.53","$33,110.00",,,"$490,472.26",,,,"$89,500.00",,"$355,231.00","$11,097.39",,,,"$455,536.02","$2,111,576.05",,"$5,026.68",
1,108079004,Williamsburg Community SD,Blair,"$5,228,010.86","$3,312,995.57",,"$14,455.82",,,"$15,635.33",,,,,"$352,016.11",,,,,,"$196,900.61","$1,925.00","$264,100.42","$8,802.46","$204,164.14",,,,,,"$118,301.00","$3,878.17",,,,"$153,384.45","$581,451.78",,,
1,117080503,Athens Area SD,Bradford,"$20,027,938.07","$11,318,611.72",,"$29,319.53",,,"$44,986.22",,,$80.00,,"$1,534,137.80",,,,,,"$1,427,818.04","$32,725.00","$826,019.41","$38,454.37","$928,705.15",,,,,,"$418,272.00",,,,,"$719,016.92","$2,709,791.91",,,
1,117081003,Canton Area SD,Bradford,"$11,040,272.62","$6,930,607.68",,"$50,347.48",,,"$21,114.03",,,,,"$687,481.19",,,,,,"$590,126.71",,"$707,211.63",,"$298,689.84",,,,,,"$236,826.00",,,,,"$287,454.05","$1,230,414.01",,,
1,117083004,Northeast Bradford SD,Bradford,"$9,386,727.12","$5,883,407.18",,,,,,,,$438.00,,"$570,321.37",,,,,,"$885,019.75","$18,865.00","$306,435.96","$15,506.97","$99,416.57",,,,,,"$188,879.00",,,,,"$338,803.61","$1,079,633.71",,,
1,117086003,Sayre Area SD,Bradford,"$10,064,140.21","$5,956,448.74",,$222.01,,,,,"$2,100.00",,,"$855,032.63",,,,,,"$290,232.49","$5,005.00","$76,212.75","$21,086.04","$587,220.65",,,,,,"$235,250.00",,,,,"$400,776.17","$1,634,553.73",,,
1,117086503,Towanda Area SD,Bradford,"$12,620,149.32","$6,602,841.94",,"$23,271.73",,,,,,$40.00,,"$1,055,596.64",,,,,,"$860,161.44","$15,015.00","$731,371.42","$29,306.30","$751,453.45",,,,"$5,000.00",,"$341,849.00",,,,,"$432,668.99","$1,771,573.41",,,
1,117086653,Troy Area SD,Bradford,"$14,632,773.64","$9,125,266.35",,"$24,790.50",,,"$86,018.43",,,,,"$1,098,233.38",,,,,,"$1,048,860.38","$1,925.00","$630,448.53","$26,762.26","$340,733.86",,,,,,"$342,150.00",,,,,"$373,980.64","$1,533,604.31",,,
1,117089003,Wyalusing Area SD,Bradford,"$11,851,774.05","$6,844,951.19",,"$38,429.72",,,,,,,,"$900,826.98",,,,,,"$1,041,681.81","$18,480.00","$687,015.14",,"$298,116.18",,,,,,"$245,917.00",,,,,"$416,526.59","$1,359,829.44",,,
1,122091002,Bensalem Township SD,Bucks,"$32,523,087.10","$12,132,076.66",,"$246,718.26",,,,,,,,"$3,695,899.29",,,,,,"$1,045,735.00","$768,075.00","$427,337.03","$142,850.34","$2,270,629.03",,,,,,"$584,234.00",,,,,"$2,308,729.44","$8,900,803.05",,,
1,122091303,Bristol Borough SD,Bucks,"$10,911,506.12","$6,374,089.12",,"$203,796.43",,,,,,,,"$976,494.11",,,,,,"$80,353.22",,"$270,026.27","$27,499.75","$497,379.07",,,,,,"$214,151.00",,,,,"$457,124.05","$1,810,593.10",,,
1,122091352,Bristol Township SD,Bucks,"$43,191,829.65","$20,522,888.09",,"$111,698.60",,,,,,,,"$4,802,257.10",,,,"$792,664.98",,"$1,471,166.85","$459,690.00","$108,614.36","$131,450.08","$3,391,127.64",,"$17,784.00",,,,"$1,029,712.00",,,,,"$2,117,680.79","$8,235,095.16",,,
1,122092002,Centennial SD,Bucks,"$30,755,807.56","$12,211,373.56",,"$101,339.06",,,,,,,,"$2,961,193.37",,,,,,"$373,146.29","$381,920.00","$2,037,986.35","$132,442.46","$1,982,991.61",,,,,,"$380,367.00",,,"$64,007.81",,"$2,020,419.95","$8,108,620.10",,,
1,122092102,Central Bucks SD,Bucks,"$72,167,029.69","$17,700,577.52",,"$156,243.48",,,,,,,,"$7,285,710.78",,,,,"$2,395.29","$2,785,135.95","$657,965.00","$7,288,893.68","$364,290.08","$6,042,073.97",,,,,,"$1,228,276.00",,,"$96,141.28",,"$5,804,650.87","$22,754,675.79",,,
1,122092353,Council Rock SD,Bucks,"$51,025,581.39","$14,317,311.53",,"$54,344.72",,,,,,,,"$6,499,331.05",,,,,"$1,687.63","$1,309,185.75","$529,760.00","$2,083,826.73","$225,310.68","$5,471,102.51",,,,,,"$416,762.00",,,,,"$3,912,558.56","$16,204,400.23",,,
1,122097203,Morrisville Borough SD,Bucks,"$7,269,704.00","$3,119,828.00",,,,,,,,,,"$710,112.00",,,,"$472,500.00",,"$40,778.00",,"$19,823.00","$21,458.00","$386,693.00",,,,,,"$119,607.00",,,"$1,000,000.00",,"$272,244.00","$1,106,661.00",,,
1,122097502,Neshaminy SD,Bucks,"$42,343,847.26","$13,160,612.05",,"$565,780.22",,,,,,,,"$7,683,391.73",,,,"$289,000.00","$1,411.78","$1,357,773.96",,"$429,273.13","$176,077.01","$3,591,454.72",,"$16,217.00",,,,"$704,945.00",,,,,"$2,926,072.55","$11,441,838.11",,,
1,122097604,New Hope-Solebury SD,Bucks,"$6,337,851.81","$1,201,576.23",,$919.88,,,,,,,,"$631,265.53",,,,,,"$83,587.81","$32,725.00","$262,702.63","$27,706.20","$781,676.81",,,,,,"$49,442.00",,,,,"$654,549.31","$2,611,700.41",,,
1,122098003,Palisades SD,Bucks,"$9,498,499.40","$3,016,844.43",,"$82,623.16",,,,,,,,"$1,167,504.51",,,,,,"$411,044.01","$56,980.00","$299,836.55","$37,893.45","$910,859.87",,,,,,"$67,213.00",,,"$158,850.00",,"$642,648.27","$2,646,202.15",,,
1,122098103,Pennridge SD,Bucks,"$31,004,440.00","$10,600,601.00",,"$47,621.00",,,,,,,,"$3,455,255.00",,,,,,"$1,360,341.00","$250,635.00","$1,736,787.00","$138,523.00","$2,402,566.00",,,,,,"$697,762.00",,,,,"$2,126,217.00","$8,188,132.00",,,
1,122098202,Pennsbury SD,Bucks,"$47,143,124.86","$15,764,190.94",,"$144,674.32",,,,,,,,"$5,259,581.91","$5,221.00",,,"$433,500.00",,"$1,401,885.39","$564,795.00","$993,933.07","$209,067.68","$4,154,585.45",,,,,,"$783,733.00",,,"$20,052.46",,"$3,398,078.94","$14,009,825.70",,,
1,122098403,Quakertown Community SD,Bucks,"$26,945,414.02","$9,820,934.60",,"$160,320.21",,,,,,,,"$2,733,220.37",,,,"$286,917.06","$2,957.16","$1,049,542.40","$160,545.00","$2,152,395.16","$102,841.69","$2,053,574.19",,,,,,"$570,879.00",,,,,"$1,543,987.17","$6,307,300.01",,,
1,104101252,Butler Area SD,Butler,"$47,536,317.79","$25,238,190.75",,"$167,036.88",,,,,,,,"$4,394,646.17",,,,,,"$3,376,106.08","$240,625.00","$2,249,986.44","$132,799.09","$1,958,094.82",,,,,,"$1,147,945.00",,,,,"$1,706,548.57","$6,924,338.99",,,
1,104103603,Karns City Area SD,Butler,"$15,913,167.00","$9,639,410.47",,"$43,288.87",,,,,,,,"$1,156,858.19",,,,,,"$1,185,991.17","$10,395.00","$641,826.74",,"$593,804.51",,,,,,"$358,053.00",,,"$9,335.37",,"$509,728.89","$1,764,474.79",,,
1,104105003,Mars Area SD,Butler,"$13,179,338.64","$5,964,671.42",,"$27,432.78",,,,,,,,"$1,160,513.24",,,,,,"$802,738.55","$181,335.00","$888,278.33","$62,756.18","$332,765.82",,"$60,000.00",,,,"$241,656.00",,,,,"$706,975.47","$2,750,215.85",,,
1,104105353,Moniteau SD,Butler,"$13,783,655.06","$7,663,168.19",,"$43,265.80",,,"$24,185.48",,,,,"$1,049,325.96",,,,,,"$1,317,631.20","$5,775.00","$926,802.30","$1,492.07","$604,097.71",,,,,,"$284,091.00",,,,,"$388,151.75","$1,475,668.60",,,
1,104107903,Seneca Valley SD,Butler,"$34,860,249.78","$13,818,585.75",,"$80,030.07",,,,,,,,"$3,531,999.31",,,,,,"$3,032,456.11","$334,180.00","$2,479,512.20","$151,508.88","$1,217,621.68",,"$30,000.00",,,,"$684,267.00",,,"$3,576.65",,"$1,892,622.17","$7,603,889.96",,,
1,104107503,Slippery Rock Area SD,Butler,"$15,413,045.00","$8,393,503.00",,"$18,758.00",,,,,"$3,185.00",,,"$1,485,736.00",,,,,,"$1,518,092.00","$50,820.00","$113,737.00","$41,464.00","$655,683.00",,,,,,"$357,967.00",,,"$4,000.00",,"$499,484.00","$2,270,616.00",,,
1,104107803,South Butler County SD,Butler,"$14,489,172.19","$7,639,854.41",,"$19,452.15",,,,,,,,"$1,476,039.01",,,,,,"$1,535,668.50","$103,180.00","$623,642.78","$50,552.68","$594,903.22",,,,,,"$336,435.00",,,,,"$497,687.15","$1,611,757.29",,,
1,108110603,Blacklick Valley SD,Cambria,"$8,669,129.47","$5,172,625.87",,"$20,819.78",,,,,"$1,295.00",,,"$545,943.44",,,,,,"$530,121.63","$28,105.00","$1,010,934.65","$12,080.98","$169,119.44",,,,,,"$141,827.00",,,,,"$204,934.37","$831,322.31",,,
1,108111203,Cambria Heights SD,Cambria,"$15,236,405.90","$9,532,278.28",,"$5,964.01",,,,,,,,"$987,534.49",,,,"$132,458.33",,"$999,655.44","$40,810.00","$530,485.73",$192.36,"$506,931.80",,,,"$279,447.00",,,,,,,"$390,179.79","$1,830,468.67",,,
1,108111303,Central Cambria SD,Cambria,"$12,711,298.88","$7,310,644.21",,"$29,523.23",,,,,,,,"$1,079,345.17",,,,,,"$949,082.61","$56,595.00","$654,014.52","$43,677.59","$389,779.94",,,,,,"$261,606.00",,,,,"$378,033.80","$1,558,996.81",,,
1,108111403,Conemaugh Valley SD,Cambria,"$9,420,147.02","$5,851,615.30",,"$24,138.57",,,,,,,,"$567,206.40",,,,"$212,500.00",,"$431,985.33","$29,260.00","$709,058.16","$29,522.49","$272,572.95",,"$20,000.00",,,,"$171,026.00",,,,,"$220,198.05","$881,063.77",,,
1,108112003,Ferndale Area SD,Cambria,"$8,044,739.76","$5,318,531.59",,,,,,,$520.00,,,"$512,771.22",,,,,,"$456,895.78","$20,020.00",,"$13,025.29","$303,392.10",,,,,,"$158,485.00",,,,,"$255,563.34","$1,005,535.44",,,
1,108112203,Forest Hills SD,Cambria,"$20,195,512.41","$12,459,707.41",,"$53,624.72",,,,,"$2,555.00",,,"$1,437,184.93",,,,,,"$1,138,871.18","$26,180.00","$1,122,596.25","$35,480.29","$824,881.41",,,,,,"$397,738.00",,,"$24,322.00",,"$520,758.39","$2,151,612.83",,,
1,108112502,Greater Johnstown SD,Cambria,"$30,574,434.39","$18,093,785.79",,"$57,835.37",,,"$202,990.14",,,,,"$2,404,684.33",,,,"$357,000.00",,"$1,650,198.56",,"$970,569.46",,"$1,365,163.91",,,,,,"$674,415.00","$12,214.30",,,,"$949,184.42","$3,836,393.11",,,
1,108114503,Northern Cambria SD,Cambria,"$13,252,101.21","$8,687,279.80",,,,,,,,,,"$787,256.28",,,,"$93,500.00",,"$913,348.28","$56,595.00","$481,692.82","$20,073.82","$313,937.90",,"$42,823.86",,,,"$242,060.00",,,$386.48,,"$314,612.44","$1,298,534.53",,,
1,108116003,Penn Cambria SD,Cambria,"$16,246,521.54","$9,523,883.01",,"$6,577.03",,,,,,,,"$1,214,476.18",,,,"$144,500.00",,"$1,227,189.21","$114,345.00","$933,574.65","$33,993.00","$452,602.00",,,,,,"$313,302.00",,,,,"$446,377.17","$1,835,702.29",,,
1,108116303,Portage Area SD,Cambria,"$10,112,664.04","$6,697,306.42",,$592.14,,,,,"$1,190.00",,,"$612,854.44",,,,,,"$362,557.89","$13,860.00","$288,752.93","$16,320.33","$336,701.23",,,,,,,,,"$186,456.00",,"$334,495.85","$1,261,576.81",,,
1,108116503,Richland SD,Cambria,"$6,750,983.36","$3,299,032.67",,,,,,,,,,"$758,336.60",,,,,,"$331,786.34","$42,350.00","$283,744.95","$33,723.37","$230,048.50",,"$60,000.00",,,,"$138,845.00",,,,,"$342,004.14","$1,231,111.79",,,
1,108118503,Westmont Hilltop SD,Cambria,"$7,635,610.21","$3,984,431.69",,"$27,375.53",,,,,,,,"$814,953.99",,,,,,"$298,761.60","$65,835.00","$181,399.72","$31,404.35","$308,571.52",,,,,,"$177,493.00",,,,,"$389,566.84","$1,355,816.97",,,
1,109122703,Cameron County SD,Cameron,"$8,361,573.00","$5,388,401.00",,"$15,087.00",,,,,,,,"$742,071.00",,,,,,"$342,971.00","$3,850.00","$328,348.00","$20,977.00","$432,233.00",,,,,,"$161,988.00",,,,,"$196,304.00","$729,343.00",,,
1,121135003,Jim Thorpe Area SD,Carbon,"$9,329,997.00","$3,277,400.19",,"$266,554.26",,,,,,,,"$850,469.93",,,,"$170,000.00",,"$630,994.49","$25,795.00","$457,762.49","$41,926.92","$736,910.78",,,,,,"$219,928.00",,,"$47,500.00",,"$515,669.08","$2,089,085.86",,,
1,121135503,Lehighton Area SD,Carbon,"$16,273,254.39","$8,705,951.53",,"$158,923.26",,,,,,,,"$1,492,794.71",,,,,$47.05,"$530,332.13","$13,475.00","$343,185.43","$45,830.28","$1,196,447.62",,,,,,"$421,378.00",,,,,"$813,548.67","$2,551,340.71",,,
1,121136503,Palmerton Area SD,Carbon,"$11,727,257.46","$6,499,490.37",,"$17,561.13",,,,,,,,"$1,135,332.25",,,,,,"$424,092.70","$30,415.00","$194,090.18","$34,905.87","$749,770.83",,,,,,"$303,548.00",,,,,"$460,704.24","$1,877,346.89",,,
1,121136603,Panther Valley SD,Carbon,"$13,782,038.93","$8,396,501.80",,"$123,530.99",,,,,,,,"$1,048,512.04",,,,,,"$708,685.60","$49,280.00","$352,036.13",,"$739,809.24",,,,,,"$338,016.00",,,,,"$433,738.70","$1,591,928.43",,,
1,121139004,Weatherly Area SD,Carbon,"$5,803,297.88","$3,139,766.61",,"$108,166.15",,,,,,,,"$440,265.72",,,,,,"$330,144.46","$11,165.00","$298,798.78","$12,259.23","$364,295.68",,,,,,"$108,886.00",,,,,"$202,655.13","$786,895.12",,,
1,110141003,Bald Eagle Area SD,Centre,"$15,516,244.30","$8,103,461.72",,"$109,109.77",,,"$44,340.04",,,,,"$1,249,308.80",,,,,,"$1,204,439.02","$18,095.00","$1,285,351.21","$32,290.60","$732,511.71",,"$21,763.95",,,,"$310,813.00",,,,,"$486,423.95","$1,918,335.53",,,
1,110141103,Bellefonte Area SD,Centre,"$16,339,957.85","$8,357,527.20",,"$2,236.67",,,"$15,959.24",,,,,"$1,692,764.12",,,,,,"$517,029.39","$80,465.00","$683,546.15","$51,791.18","$1,173,470.42",,"$60,000.00",,,,"$408,961.00",,,"$69,976.87",,"$660,639.85","$2,565,590.76",,,
1,110147003,Penns Valley Area SD,Centre,"$10,408,065.83","$5,218,114.18",,"$58,128.76",,,$688.00,,,,,"$851,368.50",,,,,,"$922,261.94","$54,285.00","$886,081.00","$25,720.68","$560,944.52",,,,,,"$195,374.00",,,,,"$298,152.05","$1,336,947.20",,,
1,110148002,State College Area SD,Centre,"$28,210,749.00","$7,543,444.30",,"$134,739.22",,,"$154,017.17",,,,,"$3,270,066.74",,,,,,"$596,189.05","$316,470.00","$584,228.94","$142,902.04","$1,424,101.26",,,,,,"$310,013.00","$17,555.22",,"$2,000,000.00",,"$2,328,362.18","$9,388,659.88",,,
1,124150503,Avon Grove SD,Chester,"$30,203,440.90","$14,895,583.11",,,,,,,,"$1,721.00",,"$2,486,040.62",,,,,,"$1,430,413.01","$413,490.00","$1,144,337.75","$106,016.35","$2,673,804.98",,,,,,"$754,726.00",,,,,"$1,291,217.04","$5,006,091.04",,,
1,124151902,Coatesville Area SD,Chester,"$50,567,326.04","$24,776,273.22",,"$234,068.56",,,,,,,,"$4,894,169.69",,,,,,"$5,023,211.01","$1,153,075.00","$726,558.00","$129,754.60","$3,907,350.89",,,,,,"$1,103,925.00",,,"$5,800.00",,"$1,411,210.95","$7,201,929.12",,,
1,124152003,Downingtown Area SD,Chester,"$50,415,421.87","$14,346,521.95",,"$157,552.01",,,,,,,,"$5,849,908.41",,,,,,"$3,009,135.21","$828,905.00","$4,842,590.21","$288,748.25","$3,906,947.88",,,,,,"$874,969.00",,,,,"$3,218,330.74","$13,091,813.21",,,
1,124153503,Great Valley SD,Chester,"$14,306,073.23","$2,508,322.02",,"$79,777.58",,,,,,,,"$1,638,372.29",,,,,,"$957,522.29",,"$369,244.80","$91,494.01","$1,024,184.09",,,,,,"$136,602.00",,,,,"$1,495,771.96","$6,004,782.19",,,
1,124154003,Kennett Consolidated SD,Chester,"$16,734,074.53","$5,553,453.04",,"$22,898.78",,,,,,"$3,518.00",,"$1,812,010.96",,,,,,"$1,257,557.29","$246,015.00","$438,140.57","$85,538.12","$1,457,388.75",,,,,,"$400,617.00",,,,,"$1,082,919.01","$4,374,018.01",,,
1,124156503,Octorara Area SD,Chester,"$14,672,921.61","$6,169,603.41",,,,,"$61,920.48",,,$160.00,,"$1,329,190.93",,,,,,"$1,191,704.83","$90,090.00","$577,986.37","$55,327.53","$1,122,662.75",,,,,,"$318,487.00","$7,128.18",,,,"$700,318.22","$3,048,341.91",,,
1,124156603,Owen J Roberts SD,Chester,"$20,889,974.08","$5,789,381.75",,"$59,812.76",,,,,,,,"$2,005,827.64",,,,"$346,800.00",,"$2,091,166.34","$250,250.00","$542,464.98","$106,316.53","$1,508,611.09",,,,,,"$292,196.00",,,,,"$1,543,251.59","$6,353,895.40",,,
1,124156703,Oxford Area SD,Chester,"$24,282,546.32","$12,430,155.46",,"$51,699.73",,,,,,$969.00,,"$1,953,581.89",,,,,,"$1,318,124.22","$267,960.00","$1,202,968.35","$76,520.91","$1,564,939.06",,,,,,"$572,695.00",,,,,"$996,946.08","$3,845,986.62",,,
1,124157203,Phoenixville Area SD,Chester,"$16,678,870.84","$4,634,324.08",,"$92,709.21",,,,,,,,"$1,537,568.83",,,,,,"$1,296,978.03",,"$922,297.01","$75,829.17","$1,333,086.81",,,,,,"$127,795.00",,,,,"$1,348,387.20","$5,309,895.50",,,
1,124157802,Tredyffrin-Easttown SD,Chester,"$21,100,979.00","$3,468,926.00",,,,,,,,,,"$2,400,294.00",,,,,,"$1,569,667.00",,"$636,003.00","$155,135.00","$2,099,988.00",,,,,,"$199,614.00",,,,,"$2,100,401.00","$8,470,951.00",,,
1,124158503,Unionville-Chadds Ford SD,Chester,"$14,718,244.96","$3,198,155.27",,"$53,689.59",,,,,,,,"$1,784,016.89",,,,,,"$578,381.29","$145,915.00","$287,985.58","$80,685.40","$1,488,695.48",,,,,,"$131,062.00",,,,,"$1,354,924.50","$5,614,733.96",,,
1,124159002,West Chester Area SD,Chester,"$41,156,643.55","$8,012,194.27",,"$236,233.81",,,,,,,,"$5,902,935.31",,,,,,"$2,139,919.90","$1,534,225.00","$2,104,117.32","$256,426.45","$3,540,620.47",,,,,,"$399,095.00",,,,,"$3,450,589.45","$13,580,286.57",,,
1,106160303,Allegheny-Clarion Valley SD,Clarion,"$9,355,612.55","$5,841,652.47",,"$38,868.19",,,,,,,,"$673,118.58",,,,,,"$656,544.30","$5,775.00","$390,938.35","$12,228.01","$279,816.99",,,,,,"$172,530.00",,,"$118,511.17",,"$231,109.17","$934,520.32",,,
1,106161203,Clarion Area SD,Clarion,"$4,971,747.49","$2,827,318.18",,,,,,,,,,"$468,152.42",,,,,,"$283,918.92","$6,160.00","$18,912.86","$17,254.00","$209,962.73",,,,,,"$99,414.00",,,,,"$210,998.34","$829,656.04",,,
1,106161703,Clarion-Limestone Area SD,Clarion,"$8,583,822.26","$5,213,794.66",,"$22,478.57",,,"$20,139.84",,,,,"$653,220.47",,,,,,"$692,693.40","$5,005.00","$132,733.18","$17,667.52","$330,434.49",,"$19,426.20",,,,"$158,575.00","$4,100.62",,,,"$262,153.52","$1,051,399.79",,,
1,106166503,Keystone  SD,Clarion,"$10,712,736.11","$6,948,194.68",,,,,,,,,,"$749,993.13",,,,,,"$836,935.17","$23,870.00","$54,508.39","$19,075.24","$279,579.86",,,,,,"$194,891.00",,,,,"$321,001.20","$1,284,687.44",,,
1,106167504,North Clarion County SD,Clarion,"$5,755,186.47","$3,373,901.66",,"$9,938.78",,,,,,,,"$382,404.97",,,,"$224,400.00",,"$333,014.82","$12,320.00","$416,201.16","$11,462.51","$135,483.22",,,,,,"$105,187.00",,,,,"$152,368.88","$598,503.47",,,
1,106168003,Redbank Valley SD,Clarion,"$12,953,709.02","$8,551,963.58",,"$9,441.73",,,,,,,,"$870,588.51",,,,,,"$933,608.11","$8,855.00","$376,992.27",,"$250,506.09",,,,,,"$229,939.00",,,,,"$357,898.72","$1,363,916.01",,,
1,106169003,Union SD,Clarion,"$8,181,654.90","$5,609,873.88",,,,,,,$435.00,,,"$564,842.25",,,,,,"$424,844.78",$385.00,,"$10,586.16","$140,830.11",,,,,,"$178,789.00",,,,,"$241,467.99","$1,009,600.73",,,
1,110171003,Clearfield Area SD,Clearfield,"$22,967,263.73","$12,531,990.47",,"$53,224.07",,,"$1,442.07",,,,,"$1,719,737.49",,,,,,"$1,444,284.11","$11,550.00","$2,511,226.56","$45,051.95","$861,206.65",,,,,,"$471,734.00",,,,,"$624,908.40","$2,690,907.96",,,
1,110171803,Curwensville Area SD,Clearfield,"$12,620,634.50","$7,438,563.65",,"$47,976.69",,,,,,,,"$748,355.12",,,,,,"$673,636.58","$10,780.00","$1,389,931.49","$18,696.12","$352,116.81",,,,,,"$269,030.00",,,,,"$342,599.13","$1,328,948.91",,,
1,106172003,Dubois Area SD,Clearfield,"$29,273,983.96","$15,667,340.55",,"$50,545.38",,,,,,,,"$2,963,293.36",,,,,,"$1,942,611.90","$98,945.00","$304,063.55","$75,886.02","$1,863,927.05",,,,,,"$820,075.00",,,"$200,000.00",,"$1,036,400.28","$4,250,895.87",,,
1,110173003,Glendale SD,Clearfield,"$8,799,905.78","$5,602,699.76",,,,,,,,,,"$575,699.81",,,,,,"$682,573.11",,$0.01,"$15,257.40","$311,752.50",,,,,,"$175,503.00",,,,,"$273,971.99","$1,162,448.20",,,
1,110173504,Harmony Area SD,Clearfield,"$4,711,277.32","$2,731,203.79",,"$1,301.03",,,"$12,168.00",,$385.00,,,"$259,585.54",,,,"$119,000.00",,"$367,451.51","$11,165.00","$513,677.76","$5,427.19","$80,719.32",,,,,,"$77,268.00",,,,,"$100,160.91","$431,764.27",,,
1,110175003,Moshannon Valley SD,Clearfield,"$10,681,253.30","$6,872,830.91",,"$47,644.84",,,,,,,,"$717,386.84",,,,,,"$729,210.04","$4,235.00","$472,137.39","$16,610.47","$325,974.38",,,,,,"$243,245.00",,,"$19,305.70",,"$246,534.84","$986,137.89",,,
1,110177003,Philipsburg-Osceola Area SD,Clearfield,"$18,786,367.04","$11,621,607.57",,"$260,249.54",,,,,,,,"$1,340,194.18",,,,,,"$721,136.49","$8,470.00","$689,148.06","$21,359.80","$781,187.28",,,,,,"$393,379.00",,,,,"$569,238.24","$2,380,396.88",,,
