Cat,AUN,school_district,county,total_state_rev,bef,formula_funding,bef_soc_sec_2122,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Vocational Education 7220,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340",School Safety and Security Grants 7361,Other Safe Schools Grants 7369,Vocational Training of the Unemployed 7400,Project 720/High School Reform 7503,Ready to Learn Block Grant 7505,PAsmart Grants 7506,Supplemental Equipment Grants 7509,Continuity of Education and Equity Grants 7521,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990
1,124154003,Kennett Consolidated SD,Chester,"$18,511,531.81","$7,564,538.68","$6,362,412.80","$1,202,125.88",,,,,,"$3,079.00",,"$1,836,693.98",,,,,,"$933,073.00","$77,385.00","$526,802.68","$80,382.76","$1,476,813.28",,,,,"$400,617.00",,,,,,,"$5,612,146.43",,,
1,124156503,Octorara Area SD,Chester,"$15,812,918.60","$7,467,827.45","$6,757,188.48","$710,638.97",,,,"$116,722.00",,$298.00,,"$1,485,896.82",,,,,,"$1,241,998.85","$92,785.00","$483,337.92","$53,240.81","$1,146,004.65",,,,,"$318,487.00",,"$13,206.06",,"$15,940.37",,,"$3,377,173.67",,,
1,124156603,Owen J Roberts SD,Chester,"$26,113,356.68","$8,314,096.63","$6,594,276.78","$1,719,819.85",,"$39,373.48",,,,,,"$2,203,328.16",,,,"$437,500.00",,"$1,258,740.47","$169,400.00","$3,021,047.74","$103,910.76","$1,529,737.56","$292,363.92",,,,"$292,196.00","$7,980.00",,,,,,"$8,443,681.96",,,
1,124156703,Oxford Area SD,Chester,"$26,984,755.84","$14,721,080.34","$13,634,779.00","$1,086,301.34",,"$76,252.96",,,,,,"$2,391,147.64",,,,,,"$760,175.18","$199,045.00","$1,607,340.12","$64,878.90","$1,576,621.48",,,,,"$572,695.00",,,,,,,"$5,015,519.22",,,
1,124157203,Phoenixville Area SD,Chester,"$18,905,607.59","$6,864,416.79","$5,429,495.95","$1,434,920.84",,"$41,284.75",,,,,,"$1,819,833.59",,,,,,"$788,423.55","$158,235.00","$727,187.49","$74,746.32","$1,411,634.81",,,,,"$127,795.00",,,,$902.62,,,"$6,891,147.67",,,
1,124157802,Tredyffrin-Easttown SD,Chester,"$23,848,128.02","$6,426,377.69","$4,037,287.54","$2,389,090.15",,,,,,,,"$2,530,885.00",,,,,,"$887,588.56","$140,910.00",-$0.02,"$156,163.37","$2,099,919.78","$212,274.47",,,,"$199,614.00",,,,,,,"$11,194,395.17",,,
1,124158503,Unionville-Chadds Ford SD,Chester,"$16,835,618.81","$4,450,394.83","$3,515,630.31","$934,764.52",,"$16,106.28",,,,$120.00,,"$1,886,637.87",,,,,,"$454,970.75","$97,020.00","$279,024.07","$76,990.41","$1,488,647.19","$15,398.00",,,,"$127,325.00",,,,,,"$596,513.62","$7,346,470.79",,,
1,124159002,West Chester Area SD,Chester,"$46,937,782.62","$13,393,518.72","$9,575,706.04","$3,817,812.68",,"$103,877.73",,,,,,"$5,914,712.59",,,,,,"$2,244,105.59","$764,225.00","$1,596,511.28","$250,431.00","$3,596,194.12",,,,,"$399,095.00",,,,"$18,320.96",,,"$18,656,790.63",,,
1,106160303,Allegheny-Clarion Valley SD,Clarion,"$9,668,389.71","$6,244,133.30","$5,993,199.00","$250,934.30",,"$5,403.54",,,,,,"$709,634.81",,,,,,"$923,706.39","$17,325.00",,"$10,409.97","$279,807.91",,,,,"$151,489.00",,,,"$129,686.00",,,"$1,196,793.79",,,
1,106161203,Clarion Area SD,Clarion,"$7,358,627.62","$3,528,704.49","$3,297,378.73","$231,325.76",,"$6,558.90",,,,,,"$564,912.02",,,,,"$1,500,000.00","$247,030.00","$5,390.00","$101,289.22","$15,041.50","$210,087.23",,,,,"$99,414.00",,,,"$2,834.90",,,"$1,077,365.36",,,
1,106161703,Clarion-Limestone Area SD,Clarion,"$9,255,611.09","$5,570,077.25","$5,280,185.46","$289,891.79",,"$30,936.71",,"$47,876.00",,,,"$723,560.68",,,,,,"$664,044.72","$3,850.00","$139,940.34","$14,965.90","$330,599.10",,,,,"$158,575.00",,"$6,834.57",,,,,"$1,564,350.82",,,
1,106166503,Keystone SD,Clarion,"$11,360,957.66","$7,581,019.18","$7,250,173.12","$330,846.06",,"$34,158.54",,,,,,"$843,029.47",,,,,,"$812,439.31","$35,805.00",,"$16,902.98","$279,590.23",,,,,"$194,891.00",,,,,,,"$1,563,121.95",,,
1,106167504,North Clarion County SD,Clarion,"$5,869,706.30","$3,767,429.61","$3,589,296.09","$178,133.52",,,,,,,,"$410,767.27",,,,"$245,000.00",,"$366,168.47","$5,005.00","$13,720.38","$10,704.98","$135,681.83","$16,658.60",,,,"$91,295.00",,,,,,,"$807,275.16",,,
1,106168003,Redbank Valley SD,Clarion,"$13,714,237.58","$9,347,795.29","$8,935,063.06","$412,732.23",,"$22,386.19",,,,,,"$961,747.75",,,,,,"$940,153.38","$5,390.00",,"$19,768.15","$250,453.29",,,,,"$229,939.00",,,,,,,"$1,936,604.53",,,
1,106169003,Union SD,Clarion,"$9,138,144.98","$6,373,513.14","$6,084,223.46","$289,289.68",,,,,,,,"$669,764.91",,,,,,"$463,468.68","$9,625.00",,"$10,205.93","$141,032.21",,,,,"$157,782.00",,,,,,,"$1,312,753.11",,,
1,110171003,Clearfield Area SD,Clearfield,"$22,658,085.79","$13,909,217.03","$13,229,598.70","$679,618.33",,"$99,288.65",,,,,,"$1,941,752.23",,,,,,"$1,239,298.53","$14,630.00","$585,186.42","$42,893.73","$861,251.72",,"$30,000.00",,,"$471,734.00",,,,,,,"$3,462,833.48",,,
1,110171803,Curwensville Area SD,Clearfield,"$12,839,744.99","$8,278,387.80","$7,895,399.82","$382,987.98",,"$81,466.36",,,,,,"$823,976.20",,,,,,"$667,726.17","$12,705.00","$508,567.05","$18,741.03","$352,104.60","$30,000.00","$30,000.00",,,"$224,051.00",,,,,,,"$1,812,019.78",,,
1,106172003,DuBois Area SD,Clearfield,"$31,962,127.20","$17,815,557.82","$16,800,316.91","$1,015,240.91",,"$289,294.62",,,,,,"$3,276,572.53",,,,,,"$2,139,178.44","$95,480.00","$674,385.51","$71,918.26","$1,864,307.06","$64,601.70","$84,978.14",,,"$700,394.00",,,,,,,"$4,885,459.12",,,
1,110173003,Glendale SD,Clearfield,"$9,429,947.63","$6,305,155.34","$6,021,951.00","$283,204.34",,,,,$945.00,,,"$648,535.62",,,,,,"$581,041.10",,,"$13,616.08","$311,732.28","$32,785.93",,,,"$175,503.00",,,,,,,"$1,360,633.28",,,
1,110173504,Harmony Area SD,Clearfield,"$4,448,381.93","$2,946,543.61","$2,838,527.05","$108,016.56",,,,,$385.00,,,"$278,485.65",,,,,,"$341,490.21","$25,410.00","$169,900.62","$4,370.83","$80,716.70","$11,907.53",,,,"$73,268.00",,,,,,,"$515,903.78",,,
1,110175003,Moshannon Valley SD,Clearfield,"$11,207,162.00","$7,478,060.56","$7,208,073.81","$269,986.75",,"$43,992.43",,,"$1,120.00",,,"$815,348.54",,,,,,"$706,538.32","$6,545.00","$258,105.53","$15,428.72","$325,647.54",,,,,"$216,577.00",,,,,,,"$1,339,798.36",,,
1,110177003,Philipsburg-Osceola Area SD,Clearfield,"$20,005,633.79","$12,855,721.83","$12,267,152.84","$588,568.99",,"$36,597.92",,,"$1,750.00",,,"$1,501,053.89",,,,,,"$1,033,988.15","$4,235.00","$479,654.49","$41,358.86","$781,735.26","$3,752.68",,,,"$349,206.00",,,,,,,"$2,916,579.71",,,
1,110179003,West Branch Area SD,Clearfield,"$12,233,518.45","$8,050,777.98","$7,749,873.92","$300,904.06",,,,,$980.00,,,"$888,021.85",,,,,,"$742,016.43","$4,235.00","$268,803.67","$10,804.34","$282,676.62","$25,804.85",,,,"$237,979.00",,,,,,,"$1,721,418.71",,,
1,110183602,Keystone Central SD,Clinton,"$39,843,306.86","$22,617,580.35","$21,438,341.99","$1,179,238.36",,"$27,937.10",,"$577,727.00",,-$40.00,,"$3,753,356.83",,,,,,"$2,503,642.60","$317,240.00","$352,937.88","$137,585.74","$2,156,031.76",,,,,"$770,674.00","$74,699.02","$39,878.93",,,,,"$6,514,055.65",,,
1,116191004,Benton Area SD,Columbia,"$6,418,341.46","$3,610,174.10","$3,481,425.55","$128,748.55",,"$81,812.87",,"$98,127.00",,,,"$493,492.82",,,,,,"$425,537.96","$13,475.00","$123,458.25","$12,982.70","$353,212.83",,,,,"$112,285.00",,"$10,832.57",,,,,"$1,082,950.36",,,
1,116191103,Berwick Area SD,Columbia,"$24,559,923.47","$15,939,077.82","$15,281,508.46","$657,569.36",,"$54,859.81",,"$7,631.00",,$280.00,,"$2,375,385.41",,,,,,"$933,574.56","$18,095.00","$333,963.75","$48,479.61","$1,099,997.49",,,,,"$549,482.00",,,,,,,"$3,199,097.02",,,
1,116191203,Bloomsburg Area SD,Columbia,"$11,244,441.99","$6,833,328.08","$6,285,729.59","$547,598.49",,,,,,,,"$999,593.43",,,,,,"$527,535.98","$21,560.00","$360,092.50","$30,100.03","$488,160.40",,,,,"$234,078.00",,,,,,"-$147,313.93","$1,897,307.50",,,
1,116191503,Central Columbia SD,Columbia,"$12,171,394.85","$7,256,851.19","$6,929,664.03","$327,187.16",,"$41,507.98",,"$64,889.00",,,,"$1,240,929.37",,,,,,"$632,559.96","$28,490.00","$556,637.68","$34,231.22","$356,318.31",,,,,"$255,774.00",,"$9,469.62",,$116.68,,"-$11,511.37","$1,705,131.21",,,
1,116195004,Millville Area SD,Columbia,"$7,031,608.25","$4,497,459.05","$4,265,649.76","$231,809.29",,"$47,404.48",,,,,,"$542,041.95",,,,,,"$355,761.15","$11,550.00",,"$10,699.17","$283,517.76",,,,,"$115,997.00",,,,,,,"$1,167,177.69",,,
1,116197503,Southern Columbia Area SD,Columbia,"$8,747,590.71","$5,203,528.82","$4,869,730.83","$333,797.99",,"$73,718.45",,,,,,"$884,478.10",,,,,,"$695,321.70","$28,875.00",,"$22,546.96","$295,019.54","$127,837.50",,,,"$197,956.00",,,,,,"-$6,475.94","$1,224,784.58",,,
1,105201033,Conneaut SD,Crawford,"$21,124,842.52","$11,901,657.01","$11,430,534.15","$471,122.86",,"$5,063.02",,"$139,764.00",,,,"$1,846,196.49",,,,,,"$2,154,643.54","$99,330.00","$661,847.09","$37,088.62","$970,899.15","$32,500.00",,,,"$426,026.00",,,,"$50,000.00",,,"$2,799,827.60",,,
1,105201352,Crawford Central SD,Crawford,"$31,988,519.03","$17,975,375.44","$17,009,159.43","$966,216.01",,"$86,814.11",,,,,,"$2,991,293.07",,,,,,"$1,739,570.24","$85,855.00","$1,848,805.68","$64,751.81","$1,453,136.06","$5,874.22",,,,"$665,681.00",,,,,,,"$5,071,362.40",,,
1,105204703,Penncrest SD,Crawford,"$32,176,110.63","$19,918,593.66","$19,195,517.70","$723,075.96",,"$281,986.70",,,,,,"$2,647,334.90",,,,,,"$2,512,386.62","$39,655.00","$79,481.08","$49,013.22","$1,272,280.83",,,,,"$619,569.00",,"$50,000.00",,,,,"$4,705,809.62",,,
1,115210503,Big Spring SD,Cumberland,"$19,594,637.38","$10,769,768.88","$10,055,306.19","$714,462.69",,"$6,648.22",,"$73,328.00",,,,"$2,136,329.57",,,,,,"$1,409,191.05","$26,950.00","$504,607.85","$45,264.05","$776,579.27",,,,,"$401,851.00",,,,,,,"$3,444,119.49",,,
1,115211003,Camp Hill SD,Cumberland,"$5,262,320.06","$2,149,333.52","$1,710,314.03","$439,019.49",,,,,,,,"$556,250.62",,,,,,"$10,351.75",,"$166,797.29","$21,715.86","$263,825.62","$75,357.00",,,,"$99,838.00",,,,,,,"$1,918,850.40",,,
1,115211103,Carlisle Area SD,Cumberland,"$29,031,340.08","$15,392,646.55","$14,177,279.96","$1,215,366.59",,"$34,638.59",,"$558,060.00","$1,750.00",,,"$3,164,040.08",,,,,,"$1,042,894.57","$30,800.00","$989,741.52","$95,158.95","$1,101,869.14",,,,,"$589,782.00",,"$48,997.59",,,,,"$5,980,961.09",,,
1,115211603,Cumberland Valley SD,Cumberland,"$34,154,956.00","$14,736,221.00","$12,391,078.00","$2,345,143.00",,"$121,904.00",,"$80,624.00",,,,"$3,726,877.00",,,,,,"$1,905,935.00","$106,260.00","$673,626.00","$171,008.00","$935,656.00",,,,,"$526,437.00",,,,,,,"$11,170,408.00",,,
1,115212503,East Pennsboro Area SD,Cumberland,"$13,432,741.57","$7,270,206.64","$6,666,859.86","$603,346.78",,"$1,169.95",,,,,,"$1,548,784.58",,,,,,"$596,642.21","$63,910.00",,"$48,768.71","$672,546.30",,,,,"$327,237.00","-$6,723.69",,,,,,"$2,910,199.87",,,
1,115216503,Mechanicsburg Area SD,Cumberland,"$20,238,697.98","$8,822,734.30","$7,603,216.16","$1,219,518.14",,"$37,254.35",,,,,,"$2,009,469.10",,,,"$350,000.00",,"$779,406.75","$48,510.00","$923,028.72","$95,027.24","$890,674.81",,,,,"$338,503.00",,,,"$105,982.00",,,"$5,838,107.71",,,
1,115218003,Shippensburg Area SD,Cumberland,"$20,219,136.88","$11,271,409.67","$10,389,515.31","$881,894.36",,"$35,663.53",,,,$120.00,,"$2,031,449.75",,,,,,"$743,592.37","$28,875.00","$261,831.97","$67,276.56","$918,613.71",,,,,"$527,156.00",,,,,,,"$4,333,148.32",,,
1,115218303,South Middleton SD,Cumberland,"$10,953,054.98","$5,296,668.59","$4,752,119.45","$544,549.14",,"$30,933.75",,"$50,381.00",,,,"$1,215,437.58",,,,,,"$366,576.40","$21,945.00","$617,289.25","$35,546.60","$538,506.96",,,,,"$208,431.00",,,,,,,"$2,571,338.85",,,
1,115221402,Central Dauphin SD,Dauphin,"$53,647,975.65","$23,725,531.82","$20,746,567.27","$2,978,964.55",,"$303,287.56",,,,$640.00,,"$6,361,064.71",,,,,,"$3,008,794.94","$614,845.00","$958,113.18","$250,948.07","$2,629,780.98","$125,335.20",,,,"$1,023,711.00",,,,,,,"$14,645,923.19",,,
1,115221753,Derry Township SD,Dauphin,"$12,647,977.48","$4,270,184.97","$3,295,931.03","$974,253.94",,,,,,,,"$1,539,923.59",,,,,,"$451,691.25","$33,495.00","$178,209.14","$70,860.03","$672,467.76",,,,,"$225,559.00","$13,611.16",,,,,,"$5,191,975.58",,,
1,115222504,Halifax Area SD,Dauphin,"$10,696,187.82","$6,117,682.70","$5,795,096.08","$322,586.62",,"$23,760.80",,,,,,"$861,989.15",,,,"$175,000.00",,"$749,758.46","$6,930.00","$609,614.74","$16,653.53","$433,292.58",,,,,"$192,577.00",,,,,,,"$1,508,928.86",,,
1,115222752,Harrisburg City SD,Dauphin,"$91,419,529.55","$61,790,880.39","$59,301,897.93","$2,488,982.46",,"$54,177.85",,,,,,"$6,623,083.47",,,,"$148,750.00","$126,341.00","$1,053,693.29","$562,870.00","$2,929,159.69","$128,758.24","$2,776,272.46",,,,,"$2,307,251.00",,,,,,,"$12,918,292.16",,,
1,115224003,Lower Dauphin SD,Dauphin,"$22,627,303.66","$11,258,283.13","$10,263,395.72","$994,887.41",,"$50,790.03",,,,,,"$2,490,676.79",,,,,,"$1,375,134.26","$60,060.00","$702,959.75","$64,918.31","$1,351,361.64",,,,,"$441,906.00",,,,,,,"$4,831,213.75",,,
1,115226003,Middletown Area SD,Dauphin,"$17,515,488.81","$9,445,780.78","$8,726,297.87","$719,482.91",,"$10,159.86",,,,$240.00,,"$1,869,481.44",,,,,,"$472,066.31","$28,875.00","$490,801.86","$46,604.57","$930,262.21","$64,456.68",,,,"$363,944.00",,,,,,,"$3,792,816.10",,,
1,115226103,Millersburg Area SD,Dauphin,"$7,267,359.48","$4,463,519.05","$4,212,508.36","$251,010.69",,"$62,620.81",,,,,,"$668,910.48",,,,,,"$129,816.50","$16,555.00","$295,373.66","$9,868.93","$251,066.89",,,,,"$127,733.00",,,,"$73,000.00",,,"$1,168,895.16",,,
1,115228003,Steelton-Highspire SD,Dauphin,"$17,002,538.00","$10,585,022.00","$10,106,948.00","$478,074.00",,"$28,898.00","$1,000,000.00",,,,,"$1,344,343.00",,,,,"$15,000.00","$289,506.00","$52,745.00","$383,520.00","$26,242.00","$395,855.00",,,,,"$352,679.00",,,,,,,"$2,528,728.00",,,
1,115228303,Susquehanna Township SD,Dauphin,"$12,303,660.87","$5,258,705.06","$4,627,816.78","$630,888.28",,"$130,532.11",,,,,,"$1,745,318.28",,,,,,"$682,212.57","$138,985.00","$64,785.36","$62,060.11","$457,805.67","$1,635.00","$13,791.00",,,"$261,665.00",,,,,,,"$3,486,165.71",,,
1,115229003,Upper Dauphin Area SD,Dauphin,"$10,924,298.65","$6,462,299.73","$6,118,721.33","$343,578.40",,,,"$155,848.00",,,,"$812,064.67",,,,"$131,199.24",,"$842,773.56","$5,390.00","$38,307.81","$19,617.24","$418,483.93","$45,020.20",,,,"$202,061.00",,"$15,020.45",,,,,"$1,776,212.82",,,
1,125231232,Chester-Upland SD,Delaware,"$107,026,261.96","$85,772,872.40","$84,613,852.41","$1,159,019.99",,"$236,320.93",,"$312,596.00",,,,"$6,489,880.17",,,,"$875,000.00",,"$977,765.33",,"$3,617.34",,"$2,753,221.98","$201,286.61","$32,522.18",,,"$3,020,641.00",,,,,,,"$6,350,538.02",,,
1,125231303,Chichester SD,Delaware,"$27,568,834.05","$12,908,941.51","$11,489,047.25","$1,419,894.26",,"$112,168.95",,,,,,"$2,771,146.18",,,,,,"$601,246.44","$157,465.00","$1,838,045.76","$54,504.02","$1,797,880.79",,$0.09,,,"$541,395.00",,,,,,"-$22,406.00","$6,808,446.31",,,
1,125234103,Garnet Valley SD,Delaware,"$21,230,409.00","$6,585,230.00","$4,614,039.00","$1,971,191.00",,"$65,209.00",,,,,,"$2,062,361.00",,,,,,"$639,741.00","$108,955.00","$601,112.00","$89,759.00","$1,467,562.00","$121,701.00",$275.00,,,"$327,809.00",,,,,,,"$9,160,695.00",,,
1,125234502,Haverford Township SD,Delaware,"$23,827,991.80","$5,687,201.05","$3,976,606.35","$1,710,594.70",,,,,,,,"$2,691,651.56",,,,,,"$799,098.10","$244,668.00","$2,039,310.55",,"$2,103,966.01",,,,,,,,,,,,"$10,262,096.53",,,
1,125235103,Interboro SD,Delaware,"$25,186,183.08","$11,419,857.61","$9,916,641.04","$1,503,216.57",,"$30,907.44",,,,,,"$2,671,750.05",,,,"$595,000.00",,"$299,455.10","$30,415.00","$451,331.83","$58,817.79","$2,021,288.62","$139,317.35",,,,"$754,903.00",,,,"$8,184.52",,,"$6,704,954.77",,,
1,125235502,Marple Newtown SD,Delaware,"$15,918,647.87","$4,318,814.96","$2,899,033.26","$1,419,781.70",,"$12,880.88",,,,,,"$1,811,140.24",,,,,,"$658,262.66","$661,430.00","$282,570.17","$105,598.98","$1,229,796.91",,,,,"$115,566.00",,,,,,,"$6,722,587.07",,,
1,125236903,Penn-Delco SD,Delaware,"$17,979,427.00","$7,750,005.00","$6,742,591.00","$1,007,414.00",,"$4,931.00",,,,,,"$2,162,351.00",,,,,,"$421,156.00","$99,715.00","$931,533.00","$71,253.00","$1,403,558.00",,,,,"$354,943.00",,,,,,,"$4,779,982.00",,,
1,125237603,Radnor Township SD,Delaware,"$15,790,163.87","$4,114,330.08","$2,390,515.35","$1,723,814.73",,"$4,228.86",,,,,,"$1,334,928.79",,,,,,"$267,680.33","$110,495.00","$182,936.61","$125,152.74","$1,453,189.51",,,,,"$113,925.00",,,,"$10,993.02",,,"$8,072,303.93",,,
1,125237702,Ridley SD,Delaware,"$34,660,530.83","$15,247,801.01","$12,784,093.05","$2,463,707.96",,"$23,912.30",,,,,,"$4,009,148.34",,,,,,"$768,931.91","$57,365.00","$424,247.66","$112,415.37","$2,068,357.07",,,,,"$789,095.00",,,,,,,"$11,159,257.17",,,
1,125237903,Rose Tree Media SD,Delaware,"$19,116,665.51","$5,025,383.54","$3,260,148.50","$1,765,235.04",,,,,,,,"$1,854,313.44",,,,,,"$805,469.36","$165,165.00","$1,233,367.94","$86,490.49","$1,633,197.08","$93,413.42",,,,"$140,258.00",,,,"$2,000.00",,,"$8,077,607.24",,,
1,125238402,Southeast Delco SD,Delaware,"$39,054,922.00","$21,115,442.00","$19,300,306.00","$1,815,136.00",,"$370,120.00",,,,,,"$3,114,082.00",,,,,,"$470,837.00","$455,455.00","$1,640,431.00","$75,092.00","$2,168,806.00","$45,000.00",,,,"$888,165.00",,,,,,,"$8,711,492.00",,,
1,125238502,Springfield SD,Delaware,"$15,267,844.32","$4,666,784.20","$3,419,308.57","$1,247,475.63",,"$43,849.46",,,,,,"$1,926,112.93",,,,,,"$517,551.90","$146,685.00","$527,622.54","$86,804.38","$1,219,232.28","$10,852.48",,,,"$239,989.00",,,,,,,"$5,882,360.15",,,
1,125239452,Upper Darby SD,Delaware,"$87,273,616.15","$48,552,583.15","$44,832,245.56","$3,720,337.59",,"$574,979.15",,,,,,"$8,921,505.43",,,,,,"$1,466,731.46","$591,360.00","$324,926.62","$254,951.33","$5,143,900.32","$166,436.07","$45,000.00",,,"$2,073,956.00","$4,885.76",,,"$646,686.00",,,"$18,505,714.86",,,
1,125239603,Wallingford-Swarthmore SD,Delaware,"$16,847,688.96","$5,092,546.17","$3,777,608.21","$1,314,937.96",,,,,,,,"$2,312,877.94",,,,,,"$544,962.15","$36,575.00","$542,190.37","$73,673.03","$1,838,130.59",,,,,"$252,951.00",,,,"-$5,451.25",,,"$6,159,233.96",,,
1,125239652,William Penn SD,Delaware,"$50,074,038.78","$27,505,755.43","$25,495,145.87","$2,010,609.56",,"$738,693.49",,,,,,"$5,129,191.98",,,,,,"$1,514,106.41","$595,980.00","$454,967.65","$93,239.68","$3,404,335.45","$45,000.00",,,,"$1,129,826.00",,,,"$55,750.00",,,"$9,407,192.69",,,
1,109243503,Johnsonburg Area SD,Elk,"$7,911,773.02","$5,444,036.44","$5,210,956.80","$233,079.64",,,,"$34,114.00",,,,"$528,402.15",,,,"$131,250.00",,"$261,217.06","$10,395.00",,"$9,976.85","$283,836.47",$194.00,"$25,000.00",,,"$133,613.00",,,,,,,"$1,049,738.05",,,
1,109246003,Ridgway Area SD,Elk,"$8,938,269.64","$5,602,273.59","$5,313,878.43","$288,395.16",,,,"$2,316.00",,,,"$699,458.71",,,,,,"$420,261.15","$42,735.00",,"$16,264.80","$352,401.62",,,,,"$159,261.00","$23,333.36",,,,,,"$1,619,964.41",,,
1,109248003,Saint Marys Area SD,Elk,"$12,683,730.13","$7,276,742.57","$6,842,673.33","$434,069.24",,,,"$57,917.00",,,,"$1,385,281.47",,,,,,"$878,623.96","$76,615.00",,"$44,328.73","$349,348.07",,,,,"$306,366.00",,"$8,403.47",,"$50,000.00",,,"$2,250,103.86",,,
1,105251453,Corry Area SD,Erie,"$23,758,963.60","$14,608,320.89","$13,834,293.30","$774,027.59",,"$14,654.22",,"$200,988.00",$700.00,,,"$1,726,936.17",,,,"$525,000.00",,"$1,063,233.25","$48,125.00","$604,948.01","$34,876.12","$526,170.75","$28,700.00",,,,"$470,665.00",,"$17,130.99",,"$57,658.00",,,"$3,830,857.20",,,
1,105252602,Erie City SD,Erie,"$139,480,822.27","$92,120,344.00","$88,302,622.00","$3,817,722.00",,"$45,286.00",,"$468,129.00",,"$1,960.00",,"$11,783,835.00","$2,329,124.00",,,"$2,003,750.00",,"$371,573.27","$511,665.00","$1,300,404.00","$233,453.00","$5,925,506.00",,,,,"$2,602,655.00",,,,"$11,679.00",,,"$19,771,459.00",,,
1,105253303,Fairview SD,Erie,"$8,165,094.00","$3,871,413.00","$3,434,154.00","$437,259.00",,,,,,,,"$1,009,131.00",,,,,,"$434,940.00","$22,330.00","$334,314.00","$33,474.00","$264,511.00",,,,,"$143,386.00",,,,$402.00,,,"$2,051,193.00",,,
1,105253553,Fort LeBoeuf SD,Erie,"$15,097,982.89","$7,913,642.77","$7,321,219.16","$592,423.61",,"$49,483.84",,,,,,"$1,273,706.01",,,,,,"$618,236.49","$42,350.00","$1,042,306.83","$37,822.29","$714,345.30",,,,,"$281,428.00",,,,"$50,595.01",,"-$7,239.42","$3,081,305.77",,,
1,105253903,General McLane SD,Erie,"$17,870,228.02","$11,403,965.60","$10,701,076.36","$702,889.24",,"$18,295.81",,,,,,"$1,596,178.35",,,,,,"$641,112.95","$6,545.00",,"$39,517.90","$519,219.12",,,,,"$358,997.00",,,,,,,"$3,286,396.29",,,
1,105254053,Girard SD,Erie,"$16,776,090.12","$9,984,554.70","$9,429,171.21","$555,383.49",,"$24,783.54",,,,,,"$1,305,184.53",,,,,,"$346,730.38","$10,780.00","$766,027.43","$27,964.48","$735,605.62","$193,832.84","$20,000.00",,,"$371,348.00",,,,"$11,425.54",,,"$2,977,853.06",,,
1,105254353,Harbor Creek SD,Erie,"$16,093,030.23","$9,900,446.11","$9,282,873.74","$617,572.37",,"$39,627.55",,,,,,"$1,270,000.11",,,,,,"$661,564.82","$52,360.00","$428,027.70","$36,358.19","$458,609.71",,"$56,188.88",,,"$283,075.00",,,,,,,"$2,906,772.16",,,
1,105256553,Iroquois SD,Erie,"$14,210,895.37","$9,450,978.76","$8,983,452.66","$467,526.10",,"$10,741.39",,,,,,"$967,524.00",,,,,,"$255,437.84","$24,640.00","$505,578.19","$21,774.20","$622,917.54",,,,,"$244,066.00",$905.00,,,,,,"$2,106,332.45",,,
1,105257602,Millcreek Township SD,Erie,"$33,042,939.85","$16,861,258.91","$15,273,360.67","$1,587,898.24",,"$153,650.57",,,,,,"$3,943,096.49",,,,,,"$1,625,848.03","$160,930.00","$548,452.01","$143,454.45","$937,736.86",,,,,"$753,736.00","$44,590.69",,,,,,"$7,870,185.84",,,
1,105258303,North East SD,Erie,"$18,347,590.94","$9,573,752.75","$9,013,209.90","$560,542.85",,"$47,769.30",,,$315.00,,,"$1,269,817.91",,,,,,"$476,449.83","$17,325.00","$3,282,404.07","$31,341.05","$558,609.75","$109,970.00",,,,"$286,805.00",,,,,,,"$2,693,031.28",,,
1,105258503,Northwestern SD,Erie,"$15,347,851.62","$9,905,243.85","$9,508,650.18","$396,593.67",,"$61,104.27",,"$183,780.00",,,,"$1,279,165.95",,,,,,"$991,656.66","$7,700.00",,"$22,358.02","$394,145.65",,,,,"$330,199.00",,"$15,143.95",,"$4,265.98",,,"$2,153,088.29",,,
1,105259103,Union City Area SD,Erie,"$14,917,447.98","$10,118,247.16","$9,710,624.09","$407,623.07",,"$4,465.98",,"$40,228.20",$525.00,,,"$995,706.37",,,,,,"$593,215.27","$4,620.00","$504,211.72","$19,751.20","$334,325.20",,,,,"$283,155.00",,,,,,,"$2,018,996.88",,,
1,105259703,Wattsburg Area SD,Erie,"$12,238,919.78","$7,413,591.38","$7,011,101.38","$402,490.00",,"$52,077.89",,,,,,"$1,108,743.04",,,,,,"$466,094.10","$35,420.00","$527,274.61","$22,968.72","$463,424.04",,,,,"$243,953.00",,,,,,,"$1,905,373.00",,,
