Ctgy,AUN,school_district,county,total_state_rev,bef,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Staff and Program Development 7180,Vocational Education 7220,Alternative Education 7230,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340",Sewage Treatment Operations / Environmental Subsidies 7350,Safe Schools 7360,Vocational Training of the Unemployed 7400,PA Accountability Grants 7501,Project 720 / High School Reform 7503,Ready to Learn Block Grant 7505,Supplemental Equipment Grants 7509,Revenue for the Support of Public Schools 7598,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990
3,104435107,Mercer County Career Center,Mercer,"$1,025,231.65",,,,,,"$426,118.32",,,,,,,,,,,,,,,,,,,,,,"$17,670.79",,,,"$88,405.39","$493,037.15",,,
3,111444307,Mifflin County Academy of Science and Technology,Mifflin,"$670,718.00",,,,,,"$307,368.00",,,,,,,,,,,,,,,,,,,,,,"$13,845.00",,,,"$73,563.00","$275,942.00",,,
3,120454507,Monroe Career & Tech Inst,Monroe,"$2,241,075.46",,,,,,"$1,194,049.02",,,,"$18,497.76",,,,,,,,,,,,,"$19,453.00",,,,,"$36,441.58",,,,"$180,344.11","$792,289.99",,,
3,123460957,Central Montco Technical High School,Montgomery,"$1,069,050.38",,,,,,"$327,547.06",,,,,,,,,,,,,,,,,,,,,,"$20,911.79",,,,"$130,088.01","$590,503.52",,,
3,123463507,Eastern Center for Arts & Technology,Montgomery,"$1,292,204.00",,,,,,"$467,308.00",,,,,,,,,,,,,,,,,,,,,,,,"$19,903.00",,"$149,388.00","$655,605.00",,,
3,123465507,North Montco Tech Career Center,Montgomery,"$1,787,342.76",,,,,,"$628,371.30",,,,,,,,,,,,,,,,,,,,,,"$63,875.89",,,,"$194,905.19","$900,190.38",,,
3,123469007,Western Montgomery CTC,Montgomery,"$917,911.48",,,,,,"$357,396.06",,,,,,,,,,,,,,,,,,,,,,"$21,141.02",,,,"$96,857.09","$442,517.31",,,
3,120481107,Bethlehem AVTS,Northampton,"$1,864,240.88",,,,,,"$886,420.98",,,,,,,,,,,,,,,,,,,,,,"$44,022.16",,,,"$172,099.09","$761,698.65",,,
3,120483007,Career Institute of Technology,Northampton,"$1,308,712.40",,,,,,"$536,472.36",,,,,,,,,,,,,,,,,,,,,,"$26,054.72",,,,"$136,232.90","$609,952.42",,,
3,116495207,Northumberland County CTC,Northumberland,"$484,127.21",,,,,,"$219,177.88",,,,,,,,,,,,,,,,,,,,,,"$11,796.25",,,,"$45,353.19","$207,799.89",,,
3,126514007,Philadelphia AVTS,Philadelphia,"$9,851,419.00",,,,,,"$5,591,831.00",,,,,,,,,,,,,,,,,,,,,,"$167,169.00",,,,"$1,103,925.00","$2,988,494.00",,,
3,129546907,Schuylkill Technology Centers,Schuylkill,"$1,458,597.30",,,,,,"$697,639.72",,,,,,,,,,,,,,,,,,,,,,"$28,416.44",,,,"$134,261.57","$598,279.57",,,
3,108567807,Somerset County Technology Center,Somerset,"$1,072,366.47",,,,,,"$445,367.76",,,,,,,"$122,000.00",,,,,,,,,,,"$1,208.55",,,,"$17,857.18",,"$2,189.00",,"$88,654.61","$395,089.37",,,
3,119584707,Susquehanna County CTC,Susquehanna,"$963,484.56",,,,,,"$450,113.62",,,,,,,,,,"$4,318.00",,,,,,,,,,,,"$18,065.77",,,,"$94,228.76","$396,758.41",,,
3,116606707,SUN Area Technical Institute,Union,"$973,146.75",,,,,,"$349,836.91",,,,,,,,,,,,,,,,,,,,,,"$64,129.96",,,,"$106,581.23","$452,598.65",,,
3,106619107,Venango Technology Center,Venango,"$1,203,977.00",,,,,,"$634,750.46",,,,,,,,,,,,,,,,,,,,,,"$21,892.19",,,,"$104,955.32","$442,379.03",,,
3,101634207,Mon Valley CTC,Washington,"$666,306.57",,,,,,"$246,798.36",,,,,,,,,,,,,,,,,"$18,799.00",,,,,"$12,412.17",,,,"$69,517.68","$318,779.36",,,
3,101638907,Western Area CTC,Washington,"$884,677.51",,,,,,"$454,560.24",,,,,,,,,,,,,,,,,,,,,,"$19,012.56",,,,"$75,924.93","$335,179.78",,,
3,107651207,Central Westmoreland CTC,Westmoreland,"$1,587,387.00",,,,,,"$769,837.00",,,,,,,,,,,,,,,,,,,,,,"$57,418.00",,,,"$142,501.00","$617,631.00",,,
3,107652207,Eastern Westmoreland CTC,Westmoreland,"$755,959.00",,,,,,"$373,303.00",,,,,,,,,,,,,,,,,,,,,,"$18,841.00",,,,"$69,888.00","$293,927.00",,,
3,107656407,Northern Westmoreland CTC,Westmoreland,"$661,967.58",,,,,,"$357,873.48",,,,,,,,,,,,,,,,,,,,,,"$16,773.67",,,,"$52,656.47","$234,663.96",,,
3,112679107,York Co School of Technology,York,"$4,904,751.60",,,,,,"$1,846,925.60",,,,,,,"$234,575.83",,,,,,,"$28,569.25",,,,,,,,"$60,404.40",,,,"$514,854.09","$2,218,433.05",$989.38,,
4,197010542,Gettysburg Montessori Charter School,Adams,"$3,456.00",,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,456.00",,,,,,,,,
4,141019741,Vida Charter School,Adams,"$27,742.00",,,,,,,,,$200.00,,,,,,,,,,"$22,936.00","$4,606.00",,,,,,,,,,,,,,,,
4,102020001,City CHS,Allegheny,"$39,583.00",,,,,,,,,,,,,,,,,,,,"$10,760.00",,,,,,,"$28,823.00",,,,,,,,,
4,199025446,Environmental Charter School at Frick Park,Allegheny,"$53,220.00",,,,,,,,,,,,,,,,,,,"$16,196.00","$14,054.00",,,,,,,"$22,970.00",,,,,,,,,
4,102023217,Hill House Passport Academy Charter School,Allegheny,"$16,131.00",,,,,,,,,,,,,,,,,,,"$16,131.00",,,,,,,,,,,,,,,,,
4,102023030,Manchester Academic CS,Allegheny,"$53,451.00",,,,,,,,,,,,,,,,,,,"$22,497.00","$9,482.00",,,,,,,"$11,996.00",,,,"$9,476.00",,,,,
4,103022481,Penn Hills Charter School of Entrepreneurship,Allegheny,"$112,886.00",,,,,,,,,,,,,,,,,,,"$40,000.00","$6,251.00",,,"$44,099.00",,,,"$22,536.00",,,,,,,,,
4,115220003,Pennsylvania Distance Learning CS,Allegheny,"$22,223.00",,,,,,,,,,,,,,,,,,,,"$10,042.00",,,,,,,"$12,181.00",,,,,,,,,
4,103024952,Propel CS - Hazelwood,Allegheny,"$18,725.00",,,,,,,,,,,,,,,,,,,"$13,698.00","$5,027.00",,,,,,,,,,,,,,,,
4,160028259,Propel CS-Braddock Hills,Allegheny,"$165,153.00",,,,,,,,,,,,,,,,,,,"$112,044.00","$15,456.00",,,,,,,"$37,653.00",,,,,,,,,
4,103020005,Propel CS-East,Allegheny,"$70,883.00",,,,,,,,,,,,,,,,,,,"$36,277.00","$6,810.00",,,,,,,"$27,796.00",,,,,,,,,
4,103020002,Propel CS-Homestead,Allegheny,"$111,836.00",,,,,,,,,,,,,,,,,,,"$60,228.00","$10,071.00",,,,,,,"$41,537.00",,,,,,,,,
4,103020003,Propel CS-McKeesport,Allegheny,"$97,629.00",,,,,,,,,,,,,,,,,,,"$54,479.00","$7,224.00",,,,,,,"$35,926.00",,,,,,,,,
4,103020004,Propel CS-Montour,Allegheny,"$36,561.00",,,,,,,,,,,,,,,,,,,"$17,202.00","$7,501.00",,,,,,,"$11,858.00",,,,,,,,,
4,103028192,Propel CS-Northside,Allegheny,"$36,671.00",,,,,,,,,,,,,,,,,,,"$17,816.00","$7,153.00",,,,,,,"$11,702.00",,,,,,,,,
4,103024162,Propel CS-Pitcairn,Allegheny,"$29,035.00",,,,,,,,,,,,,,,,,,,"$10,324.00","$6,252.00",,,,,,,"$12,459.00",,,,,,,,,
4,102027560,Provident CS,Allegheny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,103023410,Spectrum CS,Allegheny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,102020003,The New Academy CS,Allegheny,"$28,213.00",,,,,,,,,,,,,,,,,,,,"$2,068.00",,,,,,,"$23,358.00",,,,"$2,787.00",,,,,
4,103023090,Urban Academy of Greater Pittsburgh CS,Allegheny,"$30,854.00",,,,,,,,,,,,,,,,,,,"$20,450.00",,,,,,,,"$10,404.00",,,,,,,,,
4,102023080,Urban Pathways 6-12 CS,Allegheny,"$51,614.00",,,,,,,,,,,,,,,,,,,"$23,500.00","$11,433.00",,,,,,,"$16,681.00",,,,,,,,,
4,103028246,Urban Pathways K-5 College Charter School,Allegheny,"$48,873.00",,,,,,,,,,,,,,,,,,,"$15,000.00","$23,648.00",,,,,,,"$10,225.00",,,,,,,,,
4,103028425,Westinghouse Arts Academy CS,Allegheny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,103020368,Young Scholars of McKeesport Charter School,Allegheny,"$53,245.00",,,,,,,,,,,,,,,,,,,"$31,654.00",,,,,,,,,,,"$21,591.00",,,,,,
4,103025206,Young Scholars of Western Pennsylvania CS,Allegheny,"$61,973.00",,,,,,,,,,,,,,,,,,,"$32,000.00","$5,167.00",,,,,,,"$24,806.00",,,,,,,,,
4,127046517,Baden Academy CS,Beaver,"$80,821.60",,,,,,,,,,,,,,,,,,,"$57,578.85","$9,518.75",,,,,,,"$13,724.00",,,,,,,,,
4,127040002,Lincoln Park Performing Arts CS,Beaver,"$199,303.00",,,,,,,,,,,,,,,,,,,"$134,858.00","$13,256.00",,,,,,,"$51,189.00",,,,,,,,,
4,127043430,Pennsylvania Cyber CS,Beaver,"$1,116,782.76",,,,,,,,,,,,,,,,,,,,"$180,271.76",,,,,,,"$936,511.00",,,,,,,,,
4,108057079,HOPE for Hyndman CS,Bedford,"$24,626.00",,,,,,,,,,,,,,,,,,,,"$4,241.00",,,,,,,"$20,385.00",,,,,,,,,
4,114060392,I-LEAD Charter School,Berks,"$138,109.00",,,,,,,,,$293.00,,,,,,,,,,"$91,891.00",$795.00,,,,,,,"$34,558.00",,,,"$10,572.00",,,,,
4,108070001,Central PA Digital Learning Foundation CS,Blair,"$14,056.16",,,,,,,,,,,,,,,,,,,,"$5,581.16",,,,,,,"$8,475.00",,,,,,,,,
4,122093460,Bucks County Montessori CS,Bucks,"$3,513.60",,,,,,,,,,,,,,,,,,,,"$3,513.60",,,,,,,,,,,,,,,,
4,122090001,Center for Student Learning CS at Pennsbury,Bucks,"$2,637.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,637.07",,,,,,
4,122093140,School Lane CS,Bucks,"$41,050.29",,,,,,,,,,,,,,,,,,,,"$22,076.29",,,,,,,"$18,974.00",,,,,,,,,
4,110143060,Centre Learning Community CS,Centre,"$1,796.00",,,,,,,,,,,,,,,,,,,,"$1,796.00",,,,,,,,,,,,,,,,
4,110143120,Nittany Valley CS,Centre,"$1,945.00",,,,,,,,,,,,,,,,,,,,$824.00,,,,,,,"$1,021.00",,,$100.00,,,,,,
4,110143310,Wonderland CS,Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,110140001,Young Scholars of Central PA CS,Centre,"$22,274.00",,,,,,,,,,,,,,,,,,,"$11,539.00","$6,385.00",,,,,,,"$4,350.00",,,,,,,,,
4,124150002,21st Century Cyber CS,Chester,"$41,774.45",,,,,,,,,,,,,,,,,,,,"$16,028.45",,,,,,,"$25,746.00",,,,,,,,,
4,125230001,Achievement House CS,Chester,"$64,173.00",,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,173.00",,,"$50,000.00",,,,,,
4,124150003,Avon Grove CS,Chester,"$122,528.00",,,,,,,,,,,,,,,,,,,,"$31,846.00",,,,,,,"$90,682.00",,,,,,,,,
4,124152880,Chester Co Family Academy CS,Chester,"$19,789.47",,,,,,,,,,,,,,,,,,,"$2,445.54","$3,003.93",,,,,,,$987.00,,,,"$13,353.00",,,,,
4,124153320,Collegium CS,Chester,"$82,450.00",,,,,,,,,,,,,,,,,,,,"$51,454.00",,,,,,,,,,,,,,,,"$30,996.00"
4,124152637,Insight PA Cyber CS,Chester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,124150004,Pennsylvania Leadership Charter School,Chester,"$41,465.00",,,,,,,,,,,,,,,,,,,,"$41,465.00",,,,,,,,,,,,,,,,
4,124153350,Renaissance Academy CS,Chester,"$33,497.00",,,,,,,,,,,,,,,,,,,,"$19,032.00",,,,,,,"$14,465.00",,,,,,,,,
4,101833400,Sugar Valley Rural CS,Clinton,"$8,914.22",,,,,,,,,,,,,,,,,,,,"$8,914.22",,,,,,,,,,,,,,,,
4,116493130,Susq-Cyber CS,Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,115227010,Capital Area School for the Arts Charter School,Dauphin,"$40,263.66",,,,,,,,,,,,,,,,,,,"$36,604.00","$3,659.66",,,,,,,,,,,,,,,,
4,115220002,Commonwealth Charter Academy CS,Dauphin,"$491,180.83",,,,,,,,,,,"$129,065.11",,,,,,,,,"$87,227.92",,,,,,,"$270,631.00",,,"$4,256.80",,,,,,
4,115220001,Infinity CS,Dauphin,"$2,761.00",,,,,,,,,,,,,,,,,,,,"$2,761.00",,,,,,,,,,,,,,,,
4,115222343,Premier Arts and Science Charter School,Dauphin,"$32,566.00",,,,,,,,,,,,,,,,,,,"$25,299.00","$7,267.00",,,,,,,,,,,,,,,,
4,115227871,Reach Cyber CS,Dauphin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,115223050,Sylvan Heights Science CS,Dauphin,"$19,614.00",,,,,,,,,,,,,,,,,,,,"$3,835.00",,,,,,,"$15,779.00",,,,,,,,,
4,125232950,Chester Community CS,Delaware,"$925,231.04",,,,,,,,,,,,,,,,,,,"$530,983.14","$72,323.45",,,"$15,374.45",,,,,,,,,,,,,"$306,550.00"
4,125236827,Chester CS for the Arts,Delaware,"$123,631.00",,,,,,,,,,,,,,,,,,,"$86,631.83","$6,681.17",,,,,,,"$30,318.00",,,,,,,,,
4,125233517,Vision Academy Charter School,Delaware,"$28,735.00",,,,,,,,,,,,,,,,,,,"$28,735.00",,,,,,,,,,,,,,,,,
4,125230002,Widener Partnership CS,Delaware,"$43,851.68",,,,,,,,,,,,,,,,,,,-$120.67,"$7,557.35",,,,,,,"$36,415.00",,,,,,,,,
4,105257512,Erie Rise Leadership Academy Charter School,Erie,"$110,306.00",,,,,,,,,,,,,,,,,,,"$48,797.00","$3,731.00",,,"$19,082.00",,,,"$23,143.00",,,,"$15,553.00",,,,,
4,105250004,Montessori Regional CS,Erie,"$52,760.00",,,,,,,,,,,,,,,,,,,"$20,000.00","$9,038.00",,,,,,,"$23,722.00",,,,,,,,,
4,105250001,Perseus House CS of Excellence,Erie,"$197,187.00",,,,,,,,,,"$32,128.00",,,,,,,,,"$105,475.00","$10,801.00",,,,,,,"$47,995.00",,,$788.00,,,,,,
4,105252920,Robert Benjamin Wiley Community CS,Erie,"$94,760.11",,,,,,,,,,,,,,,,,,,"$55,000.00","$6,929.11",,,,,,,"$32,831.00",,,,,,,,,
4,111440001,New Day Charter School,Huntingdon,"$13,929.97",,,,,,,,,,,,,,,,,,,,"$3,352.02",,,,,,,"$10,577.95",,,,,,,,,
4,111315438,Stone Valley Community CS,Huntingdon,"$10,738.22",,,,,,,,,,,,,,,,,,,,"$2,942.22",,,,,,,"$4,796.00",,,"$3,000.00",,,,,,
4,119350001,Fell CS,Lackawanna,"$18,497.00",,,,,,,,,,,,,,,,,,,,"$2,822.00",,,,,,,"$12,343.00",,,,"$3,332.00",,,,,
4,119355028,Howard Gardner Multiple Intelligence CS,Lackawanna,"$15,352.92",,,,,,,,,,,,,,,,,,,,"$8,103.92",,,,,,,"$7,249.00",,,,,,,,,
4,113362940,La Academia Partnership Charter School,Lancaster,"$54,837.03",,,,,,,,,,,,,,,,,,,"$32,280.45",,,,,,,,"$19,769.22",,,,"$2,787.36",,,,,
4,121395927,Arts Academy CS,Lehigh,"$37,123.00",,,,,,,,,,,,,,,,,,,"$20,869.00","$6,883.00",,,,,,,"$9,371.00",,,,,,,,,
4,121399898,Arts Academy Elementary Charter School,Lehigh,"$108,500.35",,,,,,,,,,,,,,,,,,,"$100,837.55","$7,662.80",,,,,,,,,,,,,,,,
4,121394017,Circle of Seasons Charter School,Lehigh,"$5,097.34",,,,,,,,,,,,,,,,,,,,"$5,097.34",,,,,,,,,,,,,,,,
4,121398065,Executive Education Academy Charter School,Lehigh,"$17,897.00",,,,,,,,,,,,,,,,,,,,"$17,897.00",,,,,,,,,,,,,,,,
4,121395526,Innovative Arts Academy CS,Lehigh,"$38,621.75",,,,,,,,,,,,,,,,,,,"$38,621.75",,,,,,,,,,,,,,,,,
4,175390169,Lincoln Leadership Academy Charter School,Lehigh,"$139,708.77",,,,,,,,,,,,,,,,,,,"$88,310.78","$10,242.99",,,,,,,"$41,155.00",,,,,,,,,
4,121393330,Roberto Clemente CS,Lehigh,"$120,608.10",,,,,,,,,,,,,,,,,,,"$83,106.00","$8,956.10",,,,,,,"$28,546.00",,,,,,,,,
4,188392660,Seven Generations Charter School,Lehigh,"$17,534.00",,,,,,,,,,,,,,,,,,,,"$4,281.00",,,,,,,"$13,253.00",,,,,,,,,
4,118400001,Bear Creek Community CS,Luzerne,"$89,012.55",,,,,,,,,,,,,,,,,,,"$51,640.10","$8,674.45",,,,,,,"$28,698.00",,,,,,,,,
4,104432830,Keystone Education Center CS,Mercer,"$20,167.01",,,,,,,,,,,,,,,,,,,,$318.01,,,,,,,"$19,849.00",,,,,,,,,
4,120450003,Evergreen Community CS,Monroe,"$42,867.21",,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,480.25",,,"$41,386.96",,,,,,
4,126510020,Agora Cyber CS,Montgomery,"$297,616.00",,,,,,,,,,,,,,,,,,,,"$123,783.00",,,,,,,"$173,833.00",,,,,,,,,
4,123460001,Pennsylvania Virtual CS,Montgomery,"$177,610.54",,,,,,,,,,,,,,,,,,,,"$41,271.54",,,,,,,"$136,339.00",,,,,,,,,
4,123463370,Souderton CS Collaborative,Montgomery,"$10,787.00",,,,,,,,,,,,,,,,,,,,"$3,996.00",,,,,,,,,,"$6,791.00",,,,,,
4,120486892,Easton Arts Academy Elementary CS,Northampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,120480002,Lehigh Valley Academy Regional CS,Northampton,"$79,155.00",,,,,,,,,,,,,,,,,,,,"$30,767.00",,,,,,,"$48,388.00",,,,,,,,,
4,120483170,Lehigh Valley Charter High School for the Arts,Northampton,"$32,237.85",,,,,,,,,,,,,,,,,,,,"$10,945.85",,,,,,,"$21,292.00",,,,,,,,,
4,139481451,Lehigh Valley Dual Language Charter School,Northampton,"$28,444.00",,,,,,,,,,,,,,,,,,,,"$8,253.00",,,,,,,"$20,191.00",,,,,,,,,
4,126514368,ACT Academy Cyber CS,Philadelphia,"$9,654.14",,,,,,,,,,,,,,,,,,,,"$1,347.14",,,,,,,"$8,307.00",,,,,,,,,
4,126510015,Ad Prima CS,Philadelphia,"$129,487.00",,,,,,,,,,,,,,,,,,,"$89,011.00","$6,000.00",,,,,,,"$34,476.00",,,,,,,,,
4,126512990,Alliance for Progress CS,Philadelphia,"$96,489.00",,,,,,,,,,,,,,,,,,,"$55,008.00","$8,173.00",,,,,,,"$33,308.00",,,,,,,,,
4,104510394,Antonia Pantoja Community Charter School,Philadelphia,"$35,734.00",,,,,,,,,,,,,,,,,,,,"$13,307.00",,,,,,,,,,,"$22,427.00",,,,,
4,181519176,ASPIRA Bilingual Cyber Charter School,Philadelphia,"$4,814.00",,,,,,,,,,,,,,,,,,,,"$4,814.00",,,,,,,,,,,,,,,,
4,126510010,Belmont Charter School,Philadelphia,"$150,320.05",,,,,,,,,,,,,,,,,,,"$84,623.41","$23,830.64",,,,,,,"$41,866.00",,,,,,,,,
4,185515523,Boys Latin of Philadelphia CS,Philadelphia,"$227,402.00",,,,,,,,,,,,,,,,,,,"$141,604.00","$29,618.00",,,,,,,"$38,932.00",,,,"$17,248.00",,,,,
4,126513190,Charter High School for Architecture and Design,Philadelphia,"$146,724.00",,,,,,,,,,,,,,,,,,,"$98,445.00",,,,,,,,"$48,279.00",,,,,,,,,
4,126513160,Christopher Columbus CS,Philadelphia,"$79,106.69",,,,,,,,,,,,,,,,,,,,"$15,730.69",,,,,,,"$63,376.00",,,,,,,,,
4,126512840,Community Academy of Philadelphia CS,Philadelphia,"$311,006.60",,,,,,,,,,,,,,,,,,,"$186,713.60","$21,996.00",,,,,,,"$102,297.00",,,,,,,,,
4,126510011,Discovery Charter School,Philadelphia,"$69,961.00",,,,,,,,,,,,,,,,,,,,"$13,880.00",,,,,,,"$56,081.00",,,,,,,,,
4,177518712,Eastern University Academy Charter School,Philadelphia,"$101,598.00",,,,,,,,,,,,,,,,,,,"$60,015.00","$6,200.00",,,,,,,"$31,682.00",,,,"$3,701.00",,,,,
4,126513440,Esperanza Academy Charter School,Philadelphia,"$403,750.00",,,,,,,,,,,,,,,,,,,"$264,843.00","$26,308.00",,,,,,,"$68,208.00",,,,"$44,391.00",,,,,
4,126511563,Esperanza Cyber CS,Philadelphia,"$10,386.00",,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,386.00",,,,,,,,,
4,126513100,Eugenio Maria De Hostos CS,Philadelphia,"$38,277.00",,,,,,,,,,,,,,,,,,,,"$9,278.00",,,,,,,,,,,"$28,999.00",,,,,
4,100510000,First Philadelphia Preparatory Charter School,Philadelphia,"$367,932.00",,,,,,,,,,,,,,,,,,,"$250,789.00","$37,400.00",,,,,,,"$79,743.00",,,,,,,,,
4,126510021,Folk Arts-Cultural Treasures CS,Philadelphia,"$118,455.00",,,,,,,,,,,,,,,,,,,"$68,679.00","$8,419.00",,,,,,,"$41,357.00",,,,,,,,,
4,147513703,Franklin Towne Charter Elementary School,Philadelphia,"$88,965.00",,,,,,,,,,,,,,,,,,,,"$16,992.00",,,,,,,"$71,973.00",,,,,,,,,
4,126513450,Franklin Towne CHS,Philadelphia,"$102,886.00",,,,,,,,,,,,,,,,,,,,"$22,889.00",,,,,,,"$79,997.00",,,,,,,,,
4,126518547,Frederick Douglass Mastery Charter School,Philadelphia,"$97,449.00",,,,,,,,,,,,,,,,,,,,"$14,000.00",,,,,,,"$66,001.00",,,,"$17,448.00",,,,,
4,126513270,Freire CS,Philadelphia,"$261,531.00",,,,,,,,,,,,,,,,,,,"$165,093.00","$20,380.00",,,,,,,"$76,058.00",,,,,,,,,
4,126513380,Global Leadership Academy CS,Philadelphia,"$102,382.00",,,,,,,,,,,,,,,,,,,,"$45,264.00",,,,,,,"$57,118.00",,,,,,,,,
4,126518004,Global Leadership Academy CS Southwest at Huey,Philadelphia,"$18,648.00",,,,,,,,,,,,,,,,,,,,"$18,648.00",,,,,,,,,,,,,,,,
4,126510005,Green Woods CS,Philadelphia,"$42,996.00",,,,,,,,,,,,,,,,,,,,"$13,024.00",,,,,,,"$29,972.00",,,,,,,,,
4,126512850,Harambee Institute of Science and Technology CS,Philadelphia,"$35,220.00",,,,,,,,,,,,,,,,,,,,,,,,,,,"$35,220.00",,,,,,,,,
4,126512980,Imhotep Institute CHS,Philadelphia,"$80,358.00",,,,,,,,,,,,,,,,,,,,"$20,989.00",,,,,,,"$59,369.00",,,,,,,,,
4,126513510,Independence CS,Philadelphia,"$168,151.00",,,,,,,,,,,,,,,,,,,"$97,047.00","$6,281.00",,,,,,,"$64,823.00",,,,,,,,,
4,126512039,Independence CS West,Philadelphia,"$53,958.00",,,,,,,,,,,,,,,,,,,"$48,843.00","$5,115.00",,,,,,,,,,,,,,,,
4,126513070,Inquiry Charter School,Philadelphia,"$10,144.00",,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,144.00",,,,,,,,,
4,133513315,John B Stetson Charter School,Philadelphia,"$41,869.00",,,,,,,,,,,,,,,,,,,,"$15,277.00",,,,,,,,,,,"$26,592.00",,,,,
4,182514568,Keystone Academy Charter School,Philadelphia,"$138,945.00",,,,,,,,,,,,,,,,,,,"$89,178.00","$13,655.00",,,,,,,"$36,112.00",,,,,,,,,
4,126510017,Khepera CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126514864,KIPP DuBois Charter School,Philadelphia,"$96,890.00",,,,,,,,,,,,,,,,,,,"$87,478.00","$9,412.00",,,,,,,,,,,,,,,,
4,126510013,KIPP Philadelphia Charter School,Philadelphia,"$92,048.00",,,,,,,,,,,,,,,,,,,$7.00,"$14,917.00",,,,,,,,,,"$77,124.00",,,,,,
4,126515492,KIPP West Philadelphia CS,Philadelphia,"$23,565.00",,,,,,,,,,,,,,,,,,,"$23,565.00",,,,,,,,,,,,,,,,,
4,172510793,KIPP West Philadelphia Preparatory Charter School,Philadelphia,"$86,931.00",,,,,,,,,,,,,,,,,,,"$52,462.00","$6,445.00",,,,,,,,,,"$28,024.00",,,,,,
4,126513110,Laboratory CS,Philadelphia,"$122,937.00",,,,,,,,,,,,,,,,,,,"$87,456.00",,,,,,,,"$35,481.00",,,,,,,,,
4,126519476,Lindley Academy CS at Birney,Philadelphia,"$66,271.00",,,,,,,,,,,,,,,,,,,,"$10,000.00",,,,,,,"$56,271.00",,,,,,,,,
4,126513480,Mariana Bracetti Academy CS,Philadelphia,"$308,722.00",,,,,,,,,,,,,,,,,,,"$179,934.00","$24,663.00",,,,,,,"$104,125.00",,,,,,,,,
4,126510014,Maritime Academy Charter School,Philadelphia,"$107,602.00",,,,,,,,,,,,,,,,,,,,"$18,565.00",,,,,,,"$64,878.00",,,,"$24,159.00",,,,,
4,126513150,MAST Community Charter School,Philadelphia,"$320,205.00",,,,,,,,,,,,,,,,,,,"$194,430.00","$25,041.00",,,,,,,"$100,734.00",,,,,,,,,
4,126513117,MaST Community CS II,Philadelphia,"$51,777.00",,,,,,,,,,,,,,,,,,,"$43,402.00","$8,375.00",,,,,,,,,,,,,,,,
4,126510002,Mastery CHS - Lenfest Campus,Philadelphia,"$50,151.00",,,,,,,,,,,,,,,,,,,,"$7,000.00",,,,,,,"$43,151.00",,,,,,,,,
4,126519644,Mastery CS - Cleveland Elementary,Philadelphia,"$91,729.00",,,,,,,,,,,,,,,,,,,,"$13,500.00",,,,,,,"$58,533.00",,,,"$19,696.00",,,,,
4,126518795,Mastery CS - Francis D. Pastorius Elementary,Philadelphia,"$23,998.00",,,,,,,,,,,,,,,,,,,,"$11,000.00",,,,,,,,,,,"$12,998.00",,,,,
4,126513290,Mastery CS - Hardy Williams,Philadelphia,"$292,333.00",,,,,,,,,,,,,,,,,,,"$189,881.00","$23,000.00",,,,,,,"$79,452.00",,,,,,,,,
4,126518118,Mastery CS John Wister Elementary,Philadelphia,"$10,000.00",,,,,,,,,,,,,,,,,,,,"$10,000.00",,,,,,,,,,,,,,,,
4,126511748,Mastery CS-Clymer Elementary,Philadelphia,"$55,131.00",,,,,,,,,,,,,,,,,,,,"$10,000.00",,,,,,,"$45,131.00",,,,,,,,,
4,126513734,Mastery CS-Gratz Campus,Philadelphia,"$160,565.00",,,,,,,,,,,,,,,,,,,,"$27,000.00",,,,,,,"$93,565.00",,,"$40,000.00",,,,,,
