Cat,AUN,school_district,county,total_state_rev,bef,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Staff and Program Development 7180,Vocational Education 7220,Alternative Education 7230,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340",Sewage Treatment Operations / Environmental Subsidies 7350,Safe Schools 7360,Vocational Training of the Unemployed 7400,PA Accountability Grants 7501,Project 720 / High School Reform 7503,Ready to Learn Block Grant 7505,Supplemental Equipment Grants 7509,Revenue for the Support of Public Schools 7598,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990
1,113380303,Annville-Cleona SD,Lebanon,"$8,017,102.88","$4,481,721.38",,"$83,851.38",,,,,,,,"$841,549.88",,,,,,"$362,802.55","$9,727.87","$204,082.04","$26,780.90","$258,624.82",,,,,,"$189,420.00",,,,,"$357,069.29","$1,201,472.77",,,
1,113381303,Cornwall-Lebanon SD,Lebanon,"$21,548,694.93","$9,779,211.96",,"$255,755.11",,,"$37,605.31",,,$40.00,,"$2,420,768.51",,,,,,"$1,271,177.63","$78,155.00","$537,043.07","$94,813.94","$1,262,136.35",,"$41,194.77",,,,"$528,189.00","$5,675.67",,,,"$1,139,514.98","$4,097,413.63",,,
1,113382303,Eastern Lebanon County SD,Lebanon,"$10,163,686.31","$4,759,091.50",,"$9,638.09",,,"$16,174.36",,,,,"$1,115,943.40",,,,,,"$956,298.26","$28,367.52",,"$45,081.02","$465,170.84",,,,,,"$227,065.00",,,,,"$553,382.85","$1,987,473.47",,,
1,113384603,Lebanon SD,Lebanon,"$42,268,657.22","$26,992,112.43",,"$32,043.04",,,,,"$2,555.00","$2,938.00",,"$2,850,729.66",,,,,,"$623,963.99","$22,715.00","$1,505,590.36","$94,096.81","$1,767,781.30",,"$36,889.36",,,,"$1,130,791.00",,,,,"$1,509,477.71","$5,696,973.56",,,
1,113385003,Northern Lebanon SD,Lebanon,"$13,660,917.53","$7,443,929.05",,"$94,000.04",,,"$88,323.21",,,$40.00,,"$1,235,270.82",,,,,,"$1,292,287.49","$56,595.00","$269,144.32","$43,191.70","$648,917.50",,,,,,"$305,011.00",,,,,"$477,941.64","$1,706,265.76",,,
1,113385303,Palmyra Area SD,Lebanon,"$12,763,074.74","$6,107,976.92",,"$15,163.52",,,,,,,,"$1,361,959.47",,,,,,"$575,622.59","$57,750.00","$741,911.31","$63,777.43","$342,742.08",,"$9,461.18",,,,"$361,796.00",,,,,"$698,767.83","$2,426,146.41",,,
1,121390302,Allentown City SD,Lehigh,"$153,735,977.00","$103,095,385.00",,"$363,391.00",,,,,,"$5,060.00",,"$9,139,225.00",,,,,,"$2,569,771.00","$885,968.00","$3,869,217.00","$364,817.00","$9,639,281.00",,,,,,"$3,899,955.00",,,"$184,412.00",,"$4,684,728.00","$15,034,767.00",,,
1,121391303,Catasauqua Area SD,Lehigh,"$8,515,539.97","$4,034,916.31",,"$45,437.09",,,,,,,,"$914,468.63",,,,,,"$187,607.15",,"$351,023.63","$30,523.23","$681,600.49",,,,,,"$206,861.00",,,,,"$466,758.42","$1,596,344.02",,,
1,121392303,East Penn SD,Lehigh,"$30,547,341.71","$11,066,006.61",,"$118,678.87",,,,,,,,"$3,263,269.81",,,,,,"$1,913,542.07","$373,065.00","$1,508,525.30","$147,285.82","$1,812,324.97",,"$34,929.00",,,,"$705,924.00",,,,,"$2,272,532.24","$7,331,258.02",,,
1,121394503,Northern Lehigh SD,Lehigh,"$12,556,987.90","$6,812,428.81",,"$87,696.90",,,,,,,,"$1,170,974.63",,,,,,"$468,709.34","$28,105.00","$431,160.15","$31,032.16","$951,678.49",,"$40,000.00",,,,"$298,608.00",,,,,"$487,832.79","$1,748,761.63",,,
1,121394603,Northwestern Lehigh SD,Lehigh,"$12,185,810.55","$5,504,641.49",,"$32,858.70",,,,,,,,"$1,326,334.14",,,,,,"$1,087,518.06","$79,695.00","$297,289.65","$39,767.64","$676,227.81",,,,,,"$230,490.00",,,,,"$647,419.35","$2,263,568.71",,,
1,121395103,Parkland SD,Lehigh,"$28,206,499.00","$7,075,441.00",,"$188,286.00",,,,,,$80.00,,"$3,511,660.00",,,,,,"$1,154,837.00","$332,215.00","$1,277,245.00","$178,631.00","$1,757,206.00",,,,,,"$477,903.00",,,,,"$2,764,618.00","$9,488,377.00",,,
1,121395603,Salisbury Township SD,Lehigh,"$6,979,502.39","$2,254,202.19",,"$12,717.62",,,,,,,,"$938,052.54",,,,,,"$497,383.43",,"$114,503.86","$50,537.43","$626,050.77",,"$15,700.00",,,,"$103,127.00",,,,,"$529,839.98","$1,837,387.57",,,
1,121395703,Southern Lehigh SD,Lehigh,"$12,954,223.48","$4,382,621.86",,"$82,599.44",,,,,"$6,470.00",,,"$1,315,383.37",,,,,,"$1,600,971.31",,"$649,850.97","$63,598.03","$658,987.31",,,,,,"$147,449.00",,,,,"$920,840.73","$3,125,451.46",,,
1,121397803,Whitehall-Coplay SD,Lehigh,"$16,725,820.97","$7,320,062.86",,"$61,259.40",,,,,,$80.00,,"$1,891,576.18",,,,,,"$697,418.32","$155,305.50",,"$88,179.77","$1,177,325.48",,,,,,"$514,816.00",,,"$33,892.76",,"$1,085,330.14","$3,700,574.56",,,
1,118401403,Crestwood SD,Luzerne,"$14,325,003.17","$7,071,897.37",,"$16,705.30",,,,,,,,"$1,628,110.61",,,,,,"$1,881,856.15","$144,097.93","$137,296.44","$54,305.28","$421,736.57",,,,,,"$293,152.00",,,,,"$562,088.07","$2,113,757.45",,,
1,118401603,Dallas SD,Luzerne,"$11,114,423.07","$5,705,536.88",,"$109,423.01",,,,,,,,"$1,159,010.20",,,,,,"$732,550.08",,"$289,496.89","$98,770.51","$432,082.72",,"$30,000.00",,,,,,,"$151,953.64",,"$557,986.80","$1,847,612.34",,,
1,118402603,Greater Nanticoke Area SD,Luzerne,"$16,891,694.82","$10,613,980.62",,"$45,273.03",,,,,,,,"$1,357,817.64",,,,"$161,499.80",,"$793,639.49","$26,132.01","$256,893.81","$41,686.36","$705,991.79",,"$19,320.00",,,,"$370,183.00",,,"$1,581.28",,"$587,770.17","$1,909,925.82",,,
1,118403003,Hanover Area SD,Luzerne,"$12,974,484.55","$7,232,380.95",,"$46,720.32",,,,,,,,"$1,283,184.94",,,,,,"$905,858.40",,"$206,244.70","$38,701.08","$887,644.73",,,,,,,,,,,"$573,473.04","$1,800,276.39",,,
1,118403302,Hazleton Area SD,Luzerne,"$67,583,332.93","$35,449,358.31",,"$196,197.65",,,"$667,527.26",,,"$3,067.00","$29,336.00","$4,859,265.68","$3,261,140.00",,,"$1,260,625.00",,"$2,299,529.12","$163,285.75","$2,281,165.83","$222,551.41","$2,687,657.10",,"$24,694.35",,,,"$1,336,937.00","$39,620.58",,,,"$2,758,852.61","$10,042,522.28",,,
1,118403903,Lake-Lehman SD,Luzerne,"$12,277,365.64","$6,686,152.52",,"$30,253.88",,,,,,,,"$1,158,207.83",,,,,,"$1,444,546.62","$86,285.94",,"$70,481.58","$462,886.97",,,,,,"$247,948.00",,,,,"$458,372.81","$1,632,229.49",,,
1,118406003,Northwest Area SD,Luzerne,"$11,599,437.59","$7,049,939.49",,"$24,083.86",,,"$39,346.18",,,,,"$864,481.95",,,,"$144,750.00",,"$1,478,765.11",,,"$36,223.34","$491,909.90",,,,"$195,973.92",,,,,,,"$278,919.69","$995,044.15",,,
1,118406602,Pittston Area SD,Luzerne,"$18,836,716.11","$9,363,358.35",,"$120,627.71",,,,,,$40.00,,"$1,634,669.17",,,,,,"$1,499,618.34","$108,268.09","$835,045.73","$68,629.53","$841,907.13",,,,,,"$495,591.00",,,"$88,875.78",,"$855,198.29","$2,924,886.99",,,
1,118408852,Wilkes-Barre Area SD,Luzerne,"$45,528,909.71","$25,208,461.96",,"$80,546.96",,,,,,,,"$4,306,505.18",,,,,,"$1,231,409.18",,"$242,411.15","$149,765.83","$2,882,962.19",,"$77,681.00",,,,"$1,125,250.00",,,,,"$2,168,849.77","$8,051,511.70",,,"$3,554.79"
1,118409203,Wyoming Area SD,Luzerne,"$14,340,622.84","$7,594,860.14",,"$27,506.55",,,,,,,,"$1,446,380.16",,,,,,"$1,180,555.43",,"$225,534.28","$48,557.44","$466,756.29",,,,,,"$357,527.00",,,"$2,013.41",,"$718,315.19","$2,272,616.95",,,
1,118409302,Wyoming Valley West SD,Luzerne,"$32,475,629.22","$18,994,562.82",,"$82,057.05",,,,,,,,"$3,078,831.75",,,,,,"$1,091,538.82","$122,032.31",,"$105,035.37","$1,564,694.17",,,,,,"$755,497.00",,,"$5,111.52",,"$1,406,682.25","$5,269,586.16",,,
1,117412003,East Lycoming SD,Lycoming,"$13,371,398.64","$8,062,049.93",,"$12,366.15",,,,,,,,"$1,032,505.51",,,,"$212,500.00",,"$772,167.21","$1,176.29","$539,745.52","$29,074.71","$532,712.33",,,,,,"$267,638.00",,,,,"$409,114.00","$1,500,348.99",,,
1,117414003,Jersey Shore Area SD,Lycoming,"$21,575,478.55","$12,736,649.70",,"$32,900.01",,,"$89,998.62",,,,,"$1,748,004.83",,,,"$98,034.71",,"$1,207,137.78","$98,560.00","$617,997.28","$46,107.72","$1,142,563.44",,"$38,752.75",,,,"$461,726.00","$8,181.21",,,,"$689,844.20","$2,559,020.30",,,
1,117414203,Loyalsock Township SD,Lycoming,"$5,812,377.44","$2,897,956.83",,"$36,197.15",,,,,,,,"$716,348.59",,,,,,"$144,742.14",,,"$26,604.88","$393,642.27",,,,,,"$115,192.00",,,,,"$324,314.89","$1,157,378.69",,,
1,117415004,Montgomery Area SD,Lycoming,"$8,052,645.20","$5,076,837.18",,"$35,658.00",,,"$62,285.78",,,,,"$584,224.26",,,,"$425,000.00",,"$229,954.39","$23,715.58",,"$15,280.41","$318,760.35",,,,,,"$136,406.00",,,,,"$255,731.25","$888,792.00",,,
1,117415103,Montoursville Area SD,Lycoming,"$11,881,476.37","$6,787,923.00",,"$64,895.00",,,,,,,,"$1,229,002.00",,,,,,"$477,465.00",,"$440,031.00","$35,270.00","$511,247.37",,,,,,"$220,365.00",,,,,"$480,050.00","$1,635,228.00",,,
1,117415303,Muncy SD,Lycoming,"$6,633,101.43","$3,766,664.95",,"$180,877.41",,,,,"$1,295.00",,,"$627,727.28",,,,,,"$194,660.47","$3,892.57","$152,286.41","$19,057.38","$333,988.16",,"$59,999.00",,,,"$134,126.00",,,,,"$260,329.65","$898,197.15",,,
1,117416103,South Williamsport Area SD,Lycoming,"$9,869,852.99","$5,878,222.34",,"$11,001.99",,,,,,,,"$831,520.68",,,,,,"$207,504.44","$2,695.00","$523,628.17","$25,899.80","$560,554.61",,,,,,"$228,011.00",,,,,"$350,971.17","$1,249,843.79",,,
1,117417202,Williamsport Area SD,Lycoming,"$45,204,296.53","$24,714,421.20",,"$393,908.54",,,"$342,171.05",,,,,"$4,558,107.83",,,,,,"$962,233.54","$11,550.00","$2,686,796.00","$98,884.81","$2,438,367.50",,,,,,"$989,521.00","$23,512.42",,"$390,390.49",,"$1,500,399.26","$6,094,032.89",,,
1,109420803,Bradford Area SD,McKean,"$22,737,966.11","$12,675,293.17",,"$136,174.33",,,"$203,285.87",,,,,"$1,888,282.29",,,,"$240,300.00",,"$946,638.50","$50,168.75","$804,812.59","$52,618.94","$1,521,817.75",,,,,,"$425,116.00","$14,313.31",,,,"$787,927.45","$2,991,217.16",,,
1,109422303,Kane Area SD,McKean,"$11,949,732.62","$8,015,233.82",,"$17,653.62",,,,,"$3,990.00",,,"$804,722.81",,,,,,"$370,933.43",,"$298,684.97","$20,829.93","$339,454.97",,,,,,"$246,106.00",,,,,"$394,899.48","$1,437,223.59",,,
1,109426003,Otto-Eldred SD,McKean,"$8,449,817.37","$5,520,909.65",,"$54,591.75",,,,,,,,"$554,288.46",,,,,,"$522,766.54","$2,334.82","$307,506.50","$12,698.49","$188,936.09",,,,,,"$135,621.00",,,"$24,630.00",,"$236,217.48","$889,316.59",,,
1,109426303,Port Allegany SD,McKean,"$10,349,119.89","$7,114,243.11",,"$34,778.49",,,,,"$1,155.00",,,"$698,167.46",,,,,,"$377,091.78","$3,504.01","$427,789.18","$15,776.38","$328,447.02",,"$14,587.00",,,,"$181,149.00",,,,,"$237,401.10","$915,030.36",,,
1,109427503,Smethport Area SD,McKean,"$10,094,357.28","$6,337,522.94",,"$136,740.85",,,,,$945.00,,,"$636,986.81",,,,"$468,500.00",,"$465,241.43","$1,155.00","$296,153.82","$16,220.01","$315,846.05",,,,,,"$161,719.00",,,,,"$289,751.52","$967,574.85",,,
1,104431304,Commodore Perry SD,Mercer,"$5,978,304.60","$3,765,758.90",,"$28,389.69",,,,,,,,"$394,126.35",,,,,,"$510,667.86","$37,730.00","$253,340.94","$9,165.36","$180,350.32",,,,"$100,565.00",,,,,,,"$150,327.12","$547,883.06",,,
1,104432503,Farrell Area SD,Mercer,"$11,189,927.00","$7,025,652.00",,"$48,253.00",,,,,,,,"$801,497.00",,,,,,"$133,784.00",,"$631,408.00","$13,114.00","$265,877.00",,"$30,000.00",,,,"$211,969.00",,,,,"$372,611.00","$1,655,762.00",,,
1,104432803,Greenville Area SD,Mercer,"$11,112,265.79","$6,692,585.11",,"$47,381.36",,,,,"$4,790.00",,,"$976,901.01",,,,,,"$313,089.85","$44,660.00","$328,081.42","$26,106.32","$537,935.09",,,,,,"$264,567.00",,,"$5,000.00",,"$395,962.51","$1,475,206.12",,,
1,104432903,Grove City Area SD,Mercer,"$15,848,916.80","$8,096,409.42",,"$1,390,073.74",,,"$71,588.27",,"$6,020.00",,,"$1,317,796.89",,,,,,"$864,195.00","-$21,560.00","$50,853.88","$40,991.31","$501,890.62",,,,,,"$340,539.00",,,,,"$678,285.59","$2,511,833.08",,,
1,104433303,Hermitage SD,Mercer,"$10,988,628.86","$5,784,743.50",,,,,,,,$40.00,,"$1,138,130.92",,,,,,"$437,413.38","$17,325.00","$571,630.78","$45,743.46","$459,850.49",,"$25,000.00",,,,"$267,203.00",,,,,"$529,242.81","$1,712,305.52",,,
1,104433604,Jamestown Area SD,Mercer,"$5,215,740.15","$2,989,797.38",,"$44,108.94",,,,,,,,"$416,677.89",,,,,,"$446,226.77","$23,100.00","$157,986.78","$9,340.66","$276,233.11",,"$39,999.96",,,,"$95,731.00",,,,,"$159,955.78","$556,581.88",,,
1,104433903,Lakeview SD,Mercer,"$10,477,267.15","$6,562,434.09",,"$30,971.58",,,,,,,,"$752,224.98",,,,,,"$798,938.29",,"$408,993.30",,"$363,890.82",,,,,,"$221,294.00",,,"$22,521.81",,"$295,165.20","$1,020,833.08",,,
1,104435003,Mercer Area SD,Mercer,"$9,260,796.20","$5,288,549.68",,,,,,,$480.00,,,"$848,085.60",,,,,,"$567,910.42",,"$460,421.21","$22,233.55","$406,043.30",,,,,,"$190,721.00",,,,,"$250,280.99","$1,226,070.45",,,
1,104435303,Reynolds SD,Mercer,"$12,231,001.85","$7,842,718.99",,"$89,744.36",,,,,,,,"$989,255.05",,,,,,"$799,682.88",,,"$19,947.96","$493,867.72",,,,,,"$238,412.00",,,,,"$399,963.60","$1,357,409.29",,,
1,104435603,Sharon City SD,Mercer,"$20,581,439.94","$14,089,064.66",,"$2,808.70",,,,,,,,"$1,569,276.13",,,,,,"$155,498.05",,"$610,108.84","$39,297.40","$753,895.21",,"$14,310.78",,,,"$493,812.00",,,"$4,676.89",,"$671,858.97","$2,176,832.31",,,
1,104435703,Sharpsville Area SD,Mercer,"$9,868,248.16","$6,136,423.57",,"$20,956.03",,,,,,,,"$706,922.11",,,,,,"$338,979.42","$20,992.20","$362,973.06","$24,868.43","$450,350.20",,,,,,"$239,259.00",,,,,"$346,567.18","$1,219,956.96",,,
1,104437503,West Middlesex Area SD,Mercer,"$8,489,071.40","$5,332,927.00",,"$9,464.57",,,,,,,,"$673,490.46",,,,,,"$236,389.68",,"$323,668.69","$35,716.18","$400,671.01",,"$25,600.00",,,,"$185,880.00",,,-$12.66,,"$277,533.93","$987,742.54",,,
1,111444602,Mifflin County SD,Mifflin,"$36,292,230.08","$20,270,489.75",,"$153,619.32",,,,,,,,"$3,309,166.76",,,,,,"$3,324,036.25",,"$797,081.82","$104,832.99","$1,919,590.17",,,,,,"$968,914.00",,,,,"$1,101,012.66","$4,343,486.36",,,
1,120452003,East Stroudsburg Area SD,Monroe,"$38,582,963.39","$13,975,282.98",,"$917,617.36",,,,,"$13,265.00",,,"$3,919,614.95",,,,,,"$3,094,820.37",,"$144,304.85",,"$4,342,452.91",,,,,,"$1,248,758.00",,,,,"$2,459,862.71","$8,466,984.26",,,
1,120455203,Pleasant Valley SD,Monroe,"$43,199,380.94","$21,835,180.66",,"$364,801.60",,,,,,,,"$3,406,250.15",,,,,,"$2,666,552.71","$68,915.00","$1,239,242.23","$89,287.05","$4,069,921.61",,,,,,"$1,021,256.00",,,,,"$1,726,141.32","$6,711,832.61",,,
1,120455403,Pocono Mountain SD,Monroe,"$57,288,417.30","$25,184,803.51",,"$866,070.59",,,,,,,,"$5,370,235.86",,,,,,"$2,086,697.42","$155,925.00","$1,070,398.38","$189,055.99","$6,196,996.87",,"$85,000.00",,,,"$1,534,068.00",,,,,"$3,238,060.19","$11,311,105.49",,,
1,120456003,Stroudsburg Area SD,Monroe,"$28,946,042.04","$13,139,594.65",,"$160,659.98",,,,,,,,"$2,716,443.81",,,,,,"$1,479,045.51","$94,325.00","$1,409.56","$88,661.66","$2,654,609.44",,,,,,"$776,707.00",,,,,"$1,688,650.26","$6,145,935.17",,,
1,123460302,Abington SD,Montgomery,"$29,176,042.62","$6,100,721.33",,"$411,830.28",,,,,,,,"$3,258,100.04",,,,,,"$613,986.23","$483,560.00","$187,327.75","$175,885.41","$5,020,571.04",,"$60,000.00",,,,"$361,255.00",,,,,"$2,777,962.88","$9,724,842.66",,,
1,123460504,Bryn Athyn SD,Montgomery,"$48,496.00","$36,575.00",,,,,,,,,,"$11,921.00",,,,,,,,,,,,,,,,,,,,,,,,,
1,123461302,Cheltenham SD,Montgomery,"$21,097,274.52","$4,506,569.41",,"$261,239.46",,,,,,,,"$2,334,443.27",,,,,,"$1,416,456.32",,"$689,902.91","$96,101.68","$3,609,813.90",,,,,,"$315,706.00",,,,,"$1,677,777.03","$6,189,264.54",,,
1,123461602,Colonial SD,Montgomery,"$17,938,579.24","$2,978,867.31",,"$87,305.50",,,,,,,,"$2,076,428.49",,,,,,"$869,762.17","$332,640.00","$114,492.29","$118,020.39","$2,916,945.06",,,,"$59,270.00",,"$110,646.00",,,"$18,563.69",,"$1,797,944.69","$6,457,693.65",,,
1,123463603,Hatboro-Horsham SD,Montgomery,"$17,662,595.78","$4,586,988.61",,"$132,140.37",,,,,,,,"$2,406,584.65",,,,,,"$389,732.85","$262,955.00",,"$89,794.82","$2,354,887.15",,,,,,"$270,230.00",,,,,"$1,611,523.63","$5,557,758.70",,,
1,123463803,Jenkintown SD,Montgomery,"$2,765,166.00","$820,981.00",,,,,,,,,,"$264,591.00",,,,,,"$3,027.00",,,"$11,608.00","$527,535.00",,,,,,"$20,293.00",,,,,"$250,716.00","$866,415.00",,,
1,123464502,Lower Merion SD,Montgomery,"$32,328,017.50","$3,627,855.24",,"$56,756.09",,,,,,,,"$3,087,178.55",,,,,,"$1,390,769.07","$1,011,780.00","$84,966.38","$240,743.19","$3,473,652.40",,,,,,"$204,502.00",,,,,"$4,347,788.38","$14,802,026.20",,,
1,123464603,Lower Moreland Township SD,Montgomery,"$7,810,130.61","$2,002,198.57",,,,,,,,,,"$850,638.26",,,,,,"$298,945.37","$111,965.55",,"$50,318.81","$1,455,248.10",,,,,,"$75,809.00",,,,,"$704,182.89","$2,260,824.06",,,
1,123465303,Methacton SD,Montgomery,"$20,256,584.31","$6,526,696.45",,"$40,279.74",,,,,,,,"$2,545,129.91",,,,,,"$1,363,324.20","$362,670.00","$161,538.42","$89,886.04","$1,946,884.12",,,,,,"$238,330.00",,,,,"$1,514,935.13","$5,466,910.30",,,
1,123465602,Norristown Area SD,Montgomery,"$33,095,717.67","$11,172,970.84",,"$248,543.62",,,,,,$200.00,,"$4,353,172.21",,"$81,756.99",,,,"$1,423,722.56","$681,835.00","$1,170,192.76","$156,573.33","$2,847,671.78",,"$84,981.00",,,,"$787,066.00",,,$860.00,,"$2,006,479.02","$8,079,692.56",,,
1,123465702,North Penn SD,Montgomery,"$44,579,098.86","$9,369,587.26",,"$195,401.22",,,,,,,,"$6,545,567.21",,,,,,"$2,051,855.35","$753,173.39","$430,509.08","$276,461.32","$4,949,846.26",,,,,,"$577,539.00",,,,,"$4,136,124.17","$15,293,034.60",,,
1,123466103,Perkiomen Valley SD,Montgomery,"$19,844,062.68","$6,017,039.12",,,,,,,,,,"$2,255,749.64",,,,,,"$1,790,064.28","$299,915.00","$106,367.32","$122,671.12","$1,997,544.25",,,,,,"$506,099.00",,,,,"$1,484,826.82","$5,263,786.13",,,
1,123466303,Pottsgrove SD,Montgomery,"$18,027,849.00","$7,849,315.00",,"$109,039.00",,,,,,,,"$1,844,552.00",,,,,,"$875,912.00","$147,840.00","$748,969.00","$64,495.00","$1,530,649.00",,,,,,"$422,968.00",,,,,"$978,729.00","$3,455,381.00",,,
1,123466403,Pottstown SD,Montgomery,"$21,490,475.48","$9,749,997.17",,"$17,436.51",,,"$213,984.83",,,,,"$2,179,882.03",,,,"$1,431,300.00",,"$458,013.02","$4,731.48","$429,511.05","$65,878.82","$1,617,132.69",,,,,,"$559,007.00","$14,381.41",,"$77,853.47",,"$825,244.06","$3,846,121.94",,,
1,123467103,Souderton Area SD,Montgomery,"$25,919,681.69","$8,930,878.14",,"$95,005.83",,,,,,$280.00,,"$3,120,376.33",,,,,,"$1,833,137.70","$401,170.00","$172,162.52","$127,575.39","$2,166,619.53",,"$64,575.60",,,,"$524,477.00",,,,,"$1,788,568.02","$6,694,855.63",,,
1,123467203,Springfield Township SD,Montgomery,"$8,627,895.82","$1,295,121.05",,"$42,397.02",,,,,,,,"$902,387.81",,,,,,"$432,266.24","$186,343.00",,"$84,748.33","$1,715,301.32",,,,,,"$76,424.00",,,,,"$844,411.08","$3,048,495.97",,,
1,123467303,Spring-Ford Area SD,Montgomery,"$27,198,095.30","$9,089,423.85",,"$110,174.87",,,,,,,,"$2,575,419.27",,,,,,"$1,534,653.38","$390,672.89","$960,000.00","$171,915.42","$2,385,484.94",,,,,,"$442,498.00",,,,,"$2,037,378.29","$7,500,474.39",,,
1,123468303,Upper Dublin SD,Montgomery,"$15,310,141.64","$2,695,869.52",,"$293,697.32",,,,,,,,"$2,351,255.15",,,,,,"$313,680.23","$153,615.00",,"$92,741.40","$2,353,930.79",,,,,,"$142,657.00",,,,,"$1,522,415.81","$5,390,279.42",,,
1,123468402,Upper Merion Area SD,Montgomery,"$12,542,239.73","$2,167,223.73",,"$42,475.74",,,,,,,,"$1,415,540.01",,,,,,"$567,180.42","$258,084.26","$270,439.51","$84,612.15","$611,358.66",,,,,,"$137,074.00",,,,,"$1,566,974.94","$5,421,276.31",,,
1,123468503,Upper Moreland Township SD,Montgomery,"$11,496,421.57","$3,331,882.59",,"$44,379.79",,,,,,,,"$1,489,614.09",,,,,,"$532,646.42",,,"$64,346.60","$1,259,745.99",,,,,,"$187,164.00",,,"$71,146.00",,"$973,207.94","$3,542,288.15",,,
1,123468603,Upper Perkiomen SD,Montgomery,"$17,334,610.73","$8,473,528.70",,"$145,594.54",,,,,,,,"$1,703,806.03",,,,,,"$1,485,971.96","$115,500.00",,"$46,291.82","$1,132,846.98",,,,,,"$378,374.00",,,,,"$849,978.98","$3,002,717.72",,,
1,123469303,Wissahickon SD,Montgomery,"$17,301,817.78","$2,442,642.22",,"$96,775.69",,,,,,,,"$2,062,084.09",,,,,,"$625,408.55","$641,025.00","$234,092.66","$103,443.17","$3,028,809.01",,"$30,000.00",,,,"$137,010.00",,,,,"$1,695,763.66","$6,204,763.73",,,
1,116471803,Danville Area SD,Montour,"$13,731,256.22","$7,029,501.35",,"$75,980.45",,,"$18,277.34",,,,,"$1,417,673.62",,,,"$144,500.00",,"$1,263,875.92","$91,630.00",,"$46,630.93","$553,175.36",,,,,,"$279,308.00",,,,,"$641,582.05","$2,169,121.20",,,
1,120480803,Bangor Area SD,Northampton,"$19,288,176.18","$9,236,260.52",,"$53,736.98",,,,,,,,"$1,926,051.85",,,,,,"$1,238,375.24","$50,050.00","$489,409.39","$57,577.76","$1,719,512.81",,,,,,"$511,151.00",,,,,"$929,014.41","$3,077,036.22",,,
1,120481002,Bethlehem Area SD,Northampton,"$63,944,944.35","$29,220,357.42",,"$280,696.70",,,,,,"$1,200.00",,"$6,969,585.86",,,,"$646,000.00",,"$1,360,637.18","$910,525.00","$1,739,537.35","$331,620.64","$4,741,858.27",,"$24,996.00",,,,"$1,797,733.00",,,"$139,454.00",,"$3,450,566.84","$12,330,176.09",,,
1,120483302,Easton Area SD,Northampton,"$43,265,796.84","$19,634,028.04",,"$257,062.05",,,"$130,969.36",,,,,"$4,222,495.42",,,,"$66,975.00",,"$1,337,302.13","$454,274.26","$1,704,484.30",,"$3,298,711.83",,,,,,"$1,289,684.00","$13,928.84",,"$258,932.75",,"$2,277,849.17","$8,319,099.69",,,
1,120484803,Nazareth Area SD,Northampton,"$19,911,647.90","$8,530,331.15",,"$76,066.58",,,,,,,,"$1,983,292.14",,,,,,"$834,195.82","$150,150.00","$388,021.11","$88,623.98","$1,597,976.23",,,,,,"$476,529.00",,,,,"$1,355,170.97","$4,431,290.92",,,
1,120484903,Northampton Area SD,Northampton,"$28,532,030.09","$13,218,179.79",,"$275,488.19",,,,,,,,"$2,761,179.99",,,,,,"$2,563,374.40","$230,615.00","$938,793.81","$116,698.29","$1,465,992.28",,"$24,999.90",,,,"$617,222.00",,,,,"$1,504,890.81","$4,814,595.63",,,
1,120485603,Pen Argyl Area SD,Northampton,"$9,165,079.06","$4,658,634.45",,"$83,449.94",,,,,,,,"$974,587.91",,,,,,"$456,775.12","$48,510.00",,"$32,505.01","$695,176.45",,,,,,"$256,790.00",,,,,"$419,903.48","$1,538,746.70",,,
1,120486003,Saucon Valley SD,Northampton,"$9,016,450.56","$2,951,999.03",,"$65,958.25",,,,,,,,"$953,845.30",,,,,,"$237,081.39","$133,980.00","$181,904.80","$42,859.29","$931,206.85",,,,,,"$142,538.00",,,,,"$750,189.50","$2,624,888.15",,,
1,120488603,Wilson Area SD,Northampton,"$11,774,963.24","$5,279,402.00",,"$115,768.35",,,,,,,,"$1,497,531.30",,,,,,"$317,929.83","$67,169.05","$556,227.10","$52,247.88","$981,402.21",,,,,,"$292,809.00",,,$27.48,,"$566,183.40","$2,048,265.64",,,
1,116493503,Line Mountain SD,Northumberland,"$10,302,526.03","$6,108,894.40",,"$131,692.22",,,,,,$200.00,,"$756,697.95",,,,,,"$1,366,762.19","$48,155.05",,"$23,163.31","$343,915.68",,,,,,"$177,019.00",,,,,"$295,441.40","$1,050,584.83",,,
