Ctgy,AUN,school_district,county,total_local_rev,real_estate_revenue,Interim Real Estate Taxes 6112,Public Utility Realty Tax 6113,Payment in Lieu State & Local 6114,Payment in Lieu Federal 6115,"Per Capita, Section 679 6120",Current Act 1 Earned Income Tax 6131,Current Act 511 Per Capita Taxes 6141,Current Act 511 Occupation Taxes-Flat Rate 6142,Current Act 511 Local Services Taxes 6143,Current Act 511 Business Privilege Taxes-Flat Rate 6145,Current Act 511 Mechanical Device Taxes-Flat Rate 6146,Current Act 511 Taxes-Other Flat Rate Assessments 6149,Current Act 511 Earned Income Taxes 6151,Current Act 511 Occupation Taxes 6152,Current Act 511 Real Estate Transfer Taxes 6153,Current Act 511 Amusement Taxes 6154,Current Act 511 Business Privilege Taxes 6155,Current Act 511 Mechanical Device Taxes-Percentage 6156,Current Act 511 Mercantile Taxes 6157,Current Act 511 Taxes-Other Proportional Assessments 6159,Earned Income Tax 6161,Liquor Sales Tax 6162,Cigarette Tax 6163,Sales and Use Tax 6164,General Business Taxes 6165,Business Use & Occupancy Tax 6166,Non-Business Income Tax 6167,Real Estate Transfer Tax 6168,Current Mercantile Taxes 6169,Delinquent Taxes 6400,Earnings on Investments 6500,Food Service Revenue 6600,Revenue from District Activities 6700,Revenue from Local Gov't Units 6810,State Revenue from Other Public Schools 6821,State Revenue from Intermediate Sources 6829,Federal Revenue from Other PA Public Schools  6831,Federal IDEA Revenue Received as Pass Through 6832,ARRA - IDEA Revenue received as Pass Through 6833,ARRA - WIA Revenue received as Pass Through 6834,ARRA - Title I Revenue Received as Pass Through 6835,ARRA - Race to the Top Revenue Received as Pass Through 6836,Federal Revenue from Intermediate Sources 6839,Other Revenue from Intermediate Sources 6890,Rentals 6910,Contributions from Private Sources 6920,Regular Day School Tuition 6941,Summer School Tuition 6942,Adult Education Tuition 6943,Receipts from Other LEAs in PA - Education 6944,Receipts from Out-of-State LEAs 6945,Receipts From Member Districts – AVTS / Special Program Jointure Only 6946,Other Tuition from Patrons 6949,Transportation Services Provided Other PA LEAs 6961,All Other Services Provided Other PA LEAs 6962,All Other Services Provided Other Govt's and LEAs Not Specified Elsewhere 6969,Services Provided Other Funds 6970,Revenue from Community Services Activities 6980,Refunds of a Prior Year Expenditure 6991,Energy Efficiency Revenues and Incentives 6992,Other Revenues Not Specified Elsewhere 6999
1,118408852,Wilkes-Barre Area SD,Luzerne,"$64,386,573.39","$48,910,068.23",,"$57,487.11","$118,395.19",,,,"$93,000.04",,"$204,405.70",,,,"$5,100,738.37",,"$751,467.73",,"$1,162,167.99",,"$1,394,491.89",,,,,,,,,,,"$4,929,748.22","$138,523.81",,"$46,000.00",,,,,"$889,087.00",,,,,,,"$67,875.17","$1,000.00","$135,301.40",,,"$168,661.64",,,,,,,,,,,"$218,153.90"
1,118409203,Wyoming Area SD,Luzerne,"$18,619,503.89","$14,430,084.14",,"$17,560.04","$29,214.04",,,,"$70,379.80",,"$26,798.46",,,,"$2,075,568.40",,"$197,857.24",,,,,,,,,,,,,,,"$1,346,640.99","$38,075.20",,,,,,"$8,623.58","$270,509.00",,,,,,,"$1,015.00","$17,178.28",,"$1,530.00",,"$13,897.60",,,"$2,430.00",,,,,,"$14,089.20",,"$58,052.92"
1,118409302,Wyoming Valley West SD,Luzerne,"$36,366,801.71","$26,725,508.61","$9,404.58","$34,444.34","$63,616.27",,"$59,695.05",,"$59,695.05",,"$88,506.82",,,,"$4,093,344.82",,"$373,527.13",,"$1,289,086.45",,,,,,,,,,,,,"$2,486,822.53","$61,187.11",,"$40,711.50",,,,,"$699,919.00",,,,,,,"$34,789.35",,,,,"$45,219.84",,,,,,,"$150,000.00",,,,"$51,323.26"
1,117412003,East Lycoming SD,Lycoming,"$10,501,374.49","$6,310,685.89","$28,911.16","$9,097.78",$906.00,,,,,,,,,,"$2,545,236.04",,"$128,577.70",,,,,,,,,,,,,,,"$458,090.53","$117,939.57",,"$42,325.83","$15,694.15","$85,790.86",,,"$256,853.00",,,,,,,"$253,364.00","$63,510.42",,$350.00,"$7,000.00","$12,021.41",,,"$1,080.00",,,"$42,100.00",,,"$17,032.46","$99,133.41","$5,674.28"
1,117414003,Jersey Shore Area SD,Lycoming,"$17,739,297.51","$11,836,352.76","$30,506.25","$16,168.18","$238,814.84",,,,,,,,,,"$3,818,681.26",,"$217,957.88",,,,,,,,,,,,,,,"$800,466.28","$112,349.97",,"$65,460.00",,,,,"$492,934.21",,,,,,,"$14,625.35","$12,985.00","$3,272.37",$75.00,,,,,,,,,,,"$38,051.54",,"$40,596.62"
1,117414203,Loyalsock Township SD,Lycoming,"$15,401,453.23","$10,161,961.62","$55,739.91","$14,834.20","$124,286.25",,,,,,"$32,942.51",,,,"$3,147,238.50",,"$500,939.51",,"$364,996.22",,,,,,,,,,,,,"$288,983.67","$90,879.11",,"$47,650.20","$32,000.00","$23,237.51",,,"$251,129.00",,,,,,,"$161,874.12","$25,086.27",,"$3,200.00",,"$28,316.41",,,,,,,,,"$8,150.36",,"$38,007.86"
1,117415004,Montgomery Area SD,Lycoming,"$6,517,540.83","$3,820,728.79","$9,836.18","$5,385.32","$68,858.19",,,,,,"$11,348.90",,"$4,875.00",,"$1,479,543.94",,"$143,228.27",,,,,,,,,,,,,,,"$265,044.49","$117,099.18",,"$33,404.24",,,,"$1,140.00","$125,601.95",,,,,,,,"$66,432.00",,,,"$321,563.23",,,,,,,,"$1,066.00","$1,219.42",,"$41,165.73"
1,117415103,Montoursville Area SD,Lycoming,"$16,130,440.69","$11,034,933.97","$46,915.02","$15,112.13","$45,447.25",,,,,,,,,,"$3,570,606.88",,"$240,534.67",,,,,,,,,,,,,,,"$524,294.03","$100,191.87",,"$49,353.26",,,,"$4,180.00","$304,119.00",,,,,,,"$2,237.25","$2,245.90",,"$7,000.00",,"$54,120.80",,,"$29,700.00",,,,,,"$54,568.29",$197.01,"$44,683.36"
1,117415303,Muncy SD,Lycoming,"$10,022,066.59","$7,134,657.60","$52,161.10","$9,238.34","$6,265.92",,,,,,"$35,120.60",,,,"$1,834,349.37",,"$170,758.45",,,,,,,,,,,,,,,"$246,211.87","$75,341.30",,"$45,755.87",,"$63,938.38",,"$3,040.00","$180,527.00",,,,,,,,"$83,733.90",,$120.00,,"$8,708.36",,,,,,"$5,000.00",,,"$55,076.01",,"$12,062.52"
1,117416103,South Williamsport Area SD,Lycoming,"$7,874,991.01","$5,023,739.91",,"$7,542.20","$22,095.02",,,,,,,,,,"$2,095,143.65",,"$133,654.06",,,,,,,,,,,,,,,"$331,472.23","$20,428.97",,"$33,489.22",,,,,"$160,145.00",,,,,,"$15,000.00","$2,500.00","$10,307.35",$360.00,,,"$16,404.60",,,,,,,,,,"$1,948.00",$760.80
1,117417202,Williamsport Area SD,Lycoming,"$35,404,605.00","$20,828,828.00","$45,769.00","$32,998.00","$115,657.00",,,"$7,319,264.00",,,,,,,"$2,439,755.00",,"$471,570.00",,,,,,,,,,,,,,,"$2,020,402.00","$222,362.00",,"$107,775.00",,,,,"$823,673.00",,,,,,,"$131,892.00","$21,700.00","$11,222.00","$9,325.00",,"$336,965.00",,,"$2,840.00","$24,776.00",,,,,"$163,714.00","$8,746.00","$265,372.00"
1,109420803,Bradford Area SD,McKean,"$12,683,440.50","$8,917,537.80",,"$12,092.60","$45,517.83",,,,,,,,,,"$1,565,585.38",,"$148,100.68",,,,,,,,,,,,,,,"$1,107,418.74","$153,586.41",,"$18,348.85",,,,,"$359,068.09",,,,"$5,993.30","$115,927.90",,"$4,525.00","$1,569.88",,$700.00,,"$86,000.58",,,,,,,,"$85,541.71","$25,956.55",,"$29,969.20"
1,109422303,Kane Area SD,McKean,"$4,787,127.20","$2,829,937.38",$629.77,"$4,184.29","$15,266.21","$177,566.96","$18,283.24","$252,648.85","$18,283.24",,,,,,"$639,231.80","$21,586.66","$47,994.55",,,,,,,,,,,,,,,"$300,760.63","$87,555.75",,"$31,482.75",,,,,"$211,624.00",,,,,,"$95,452.50","$10,056.00","$4,998.78",,$345.00,,"$2,564.10",,,,,,,,,"$4,545.84","$3,946.16","$8,182.74"
1,109426003,Otto-Eldred SD,McKean,"$1,982,451.52","$1,269,026.46",,"$1,813.65","$2,503.31",,,,,,,,,,"$277,014.00",,"$22,278.33",,,,,,,,,,,,,,,"$238,886.11","$10,826.85",,"$26,690.51",,,,,"$96,861.00",,,,,,,$310.00,"$8,349.30","$1,682.51",$890.00,,,,,,,,,,,"$1,731.60","$11,580.83","$12,007.06"
1,109426303,Port Allegany SD,McKean,"$3,464,518.65","$2,133,798.36",,"$3,081.39","$33,519.32",,"$11,134.10",,"$11,173.50",,,,,,"$441,521.01",,"$108,515.89",,,,,,,,,,,,,,,"$287,527.11","$93,147.45",,"$22,871.00",,"$135,830.20",,,"$141,361.00",,,,,,,,"$4,055.64",,,,,,,,,,,,,$376.59,,"$36,606.09"
1,109427503,Smethport Area SD,McKean,"$4,523,834.81","$2,866,142.57",,"$3,760.41","$105,020.21","$22,159.44","$12,009.40",,"$12,009.40",,,,,,"$482,728.28",,"$130,614.70",,,,,,,,,,,,,,,"$349,240.52","$49,092.31",,"$17,605.47",,"$336,940.00",,,"$135,276.25",,,,,,,,,,,,,,,$720.00,,,,,,,,$515.85
1,104431304,Commodore Perry SD,Mercer,"$2,724,700.89","$1,730,457.02",,"$2,306.85","$2,818.83",,"$11,770.60",,"$11,770.60",,"$11,438.23",,,,"$348,531.31",,,,,,,,,,,,,,,,,"$171,172.07","$59,605.66",,"$8,610.00",,,,"$251,795.98","$99,847.00",,,,,,,,,,,,,,,,,,,,,,,"$14,576.74"
1,104432503,Farrell Area SD,Mercer,"$4,461,790.00","$2,919,272.00",,"$3,317.00","$45,210.00",,"$3,386.00",,"$2,169.00","$2,675.00","$14,623.00",,,,"$289,034.00",,,,,,,,,,,,,,,,,"$160,573.00","$29,284.00",,,,,,"$551,941.00","$167,276.00",,,,,,"$58,006.00","$2,636.00",,"$1,500.00",,,"$106,905.00",,,,,,,,,,,"$103,983.00"
1,104432803,Greenville Area SD,Mercer,"$7,577,636.95","$5,166,005.12",,"$6,582.76",,,"$17,711.30",,"$17,711.30","$24,462.40",,,,,"$805,538.71",,"$76,003.00",,,,,,,,,,,,,,,"$419,739.79","$50,340.30",,"$33,800.00",,,"$242,578.52","$39,447.22","$229,798.00",,,,,"$82,128.00",,"$1,629.00","$66,233.00","$202,076.00",,,"$57,594.20",,,"$8,300.00",,,,,,$456.26,,"$29,502.07"
1,104432903,Grove City Area SD,Mercer,"$21,679,781.51","$10,500,122.71",,"$13,576.29","$1,744.95",,"$43,744.71",,"$43,744.72",,"$53,800.95",,,,"$1,633,336.08",,"$223,034.53",,,,,,,,,,,,,,,"$524,165.00","$102,895.88",,"$49,649.75","$1,852.87",,,"$1,930.00","$362,140.00",,,,,,,"$14,174.53","$10,029.76","$41,171.19",,,"$6,458,574.57","$1,261,832.84",,,,,,,,"$322,184.00",,"$16,076.18"
1,104433303,Hermitage SD,Mercer,"$18,686,903.63","$15,247,580.13",,"$17,973.91",,,"$41,988.00",,"$41,988.00",,"$59,971.59",,,,"$1,721,345.45",,"$245,156.30",,,,,,,,,,,,,,,"$628,433.98","$138,430.63",,"$27,613.00",,,,,"$348,309.00",,,,,,,"$2,698.70","$1,005.85","$38,128.56","$1,500.00",,,,,"$35,373.50",,,,,,"$77,975.07","$9,372.32","$2,059.64"
1,104433604,Jamestown Area SD,Mercer,"$3,551,768.55","$2,551,692.29",,"$3,240.11","$37,983.48",,"$10,135.70",,"$10,135.70",,,,,,"$295,691.81",,"$46,525.62",,,,,,,,,,,,,,,"$330,561.29","$39,561.08",,"$7,461.24",,,"$40,000.00",,"$100,508.00",,,,,,,,,,,,,,,,"$20,188.55",,,,,"$3,249.43",,"$54,834.25"
1,104433903,Lakeview SD,Mercer,"$5,264,687.21","$3,448,657.47",,"$9,134.66",,,"$21,793.30",,"$21,697.90","$2,600.68",,,,,"$773,329.55",,"$91,676.29",,,,,,,,,,,,,,,"$237,592.26","$91,680.55",,"$43,726.91",,,,$20.00,"$244,228.02",,,,,"$2,234.00",,"$1,175.00",$500.00,,,,"$157,187.96",,,,,"$10,356.85",,,,"$7,081.47",,"$100,014.34"
1,104435003,Mercer Area SD,Mercer,"$7,804,403.45","$5,261,328.43",,"$6,763.50",$856.78,,"$23,976.10",,"$23,976.10",,"$20,477.54",,,,"$896,145.08",,"$103,784.07",,,,,,,,,,,,,,,"$366,904.34","$22,047.05",,"$26,808.17",,,,,"$290,566.00",,,,,"$364,905.58","$62,523.99",$250.51,"$56,367.45",,,,"$68,918.32",,,"$55,600.57",,,,,,"$94,284.33",,"$57,919.54"
1,104435303,Reynolds SD,Mercer,"$6,535,050.82","$4,542,187.88",,"$5,976.73",$440.36,,"$21,715.28",,"$21,715.28",,"$21,002.08",,,,"$739,306.96",,"$85,268.09",,,,,,,,,,,,,,,"$358,561.66","$33,503.07",,"$22,551.69",,,,"$473,320.26","$154,888.00",,,,,,,$265.19,"$5,570.29",,,,"$45,014.48",,,,,,,,,"$1,099.23",,"$2,664.29"
1,104435603,Sharon City SD,Mercer,"$9,996,898.55","$6,188,722.78",,"$7,886.40","$15,310.96",,"$17,225.06",,"$34,972.10",,"$25,307.01",,,,"$811,849.05",,"$129,162.07",,,,,,,,,,,,,,,"$1,017,247.17","$3,690.59",,,,,,"$88,843.49","$483,986.00",,,"$896,707.21",,"$24,913.98",,"$67,714.63","$41,764.22","$15,573.02",,,,,,"$69,863.12",,,,,"$5,225.00","$7,146.44",,"$43,788.25"
1,104435703,Sharpsville Area SD,Mercer,"$6,337,355.96","$4,287,277.65",,"$5,267.86","$5,278.55",,"$18,384.40",,"$18,384.40","$23,925.60",,,,,"$740,069.84",,"$51,669.48",,,,,,,,,,,,,,,"$241,590.94","$20,885.67",,"$36,588.65",,,,"$316,854.00","$167,276.00",,,,,,,"$13,100.00",$450.00,"$59,885.75","$2,250.00",,"$312,461.01",,,,,"$1,736.43",,,,,"$1,674.95","$12,344.78"
1,104437503,West Middlesex Area SD,Mercer,"$5,611,262.48","$4,099,088.98",,"$5,172.26",,,"$16,287.40",,"$17,355.60",,"$16,582.83",,,,"$678,791.00",,,,,,,,,,,,,,,,,"$315,198.30","$49,785.96",,"$30,277.00",,,,,"$158,799.00",,,,,,,"$3,600.00","$12,534.87","$42,182.53",,,"$18,684.12",,,,,,,,,"$88,556.20",,"$58,366.43"
1,111444602,Mifflin County SD,Mifflin,"$34,352,661.19","$23,063,886.54","$101,822.75","$32,507.44","$301,065.83",,"$107,562.00",,"$107,562.00",,"$64,651.03",,,,"$6,641,795.10",,"$389,245.42",,,,,,,,,,,,,,,"$1,989,262.10","$170,154.94",,"$90,215.35",,,,"$13,454.00","$760,037.00",,,,,,,"$15,310.00","$298,765.56",,,,"$45,416.53",,,,,,"$102,799.00",,,"$1,323.00",,"$55,825.60"
1,120452003,East Stroudsburg Area SD,Monroe,"$106,445,153.44","$89,272,901.98","$152,832.22","$105,566.28","$108,685.24",,,,,,"$79,846.74",,,,"$3,689,640.48",,"$1,169,570.83",,,,,,,,,,,,,,,"$9,485,602.52","$933,713.35",,"$31,260.84",,,,"$4,620.00","$1,072,542.73",,,,,,,"$109,037.84",,"$38,164.17","$18,964.00",,,,,,"$8,674.90",,,,,"$13,764.91",,"$149,764.41"
1,120455203,Pleasant Valley SD,Monroe,"$51,562,992.49","$42,446,560.01","$52,697.36","$50,563.22","$6,753.69",,,,,,,,,,"$3,078,104.03",,"$510,434.66",,,,,,,,,,,,,,,"$3,269,037.50","$438,683.57",,"$55,394.90",,,,,"$636,010.50",,,,,,,"$132,444.75","$21,337.35",,"$25,425.00",,"$216,794.82",,,"$7,970.00","$23,661.06",,,"$433,600.02",,"$120,154.17",,"$37,365.88"
1,120455403,Pocono Mountain SD,Monroe,"$141,634,807.47","$120,426,644.63","$280,650.11","$145,149.77","$200,119.52",,,,,,,,,,"$5,472,165.04",,"$2,338,429.87",,,,,,,,,,,,,,,"$9,749,258.25","$833,930.24",,"$46,389.78",,,,,"$1,634,074.35",,,,,"$20,166.86",,"$19,669.69","$86,013.00",,,,"$88,503.88",,,"$4,125.00",,"$10,760.52",,,,"$243,458.43","$16,765.33","$18,533.20"
1,120456003,Stroudsburg Area SD,Monroe,"$73,476,345.24","$62,335,300.95","$254,877.02","$70,864.26","$42,243.49",,,,,,"$80,290.62",,,,"$3,398,529.79",,"$747,740.60",,,,,,,,,,,,,,,"$4,783,460.92","$521,530.95",,"$67,941.48",,,,,"$676,222.23",,,,,,,"$23,291.28","$64,451.40",,"$7,220.00",,"$34,800.72",,,,,,,,,"$337,479.80","$3,825.75","$26,273.98"
1,123460302,Abington SD,Montgomery,"$117,839,974.19","$105,282,664.02","$94,446.61","$110,461.89","$75,569.56",,,,,,,,,,"$7,186,685.81",,"$1,578,393.06",,,,,,,,,,,,,,,"$1,716,539.28","$511,714.40",,,,,,,"$1,165,216.09",,,,,,,"$78,753.22","$12,789.72","$4,052.84","$18,925.00",,,,,,,,,,,,"$3,762.69",
1,123460504,Bryn Athyn SD,Montgomery,"$172,722.00",,,,,,,,,,,,,,"$163,392.00",,,,,,,,,,,,,,,,,,"$9,330.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,123461302,Cheltenham SD,Montgomery,"$90,725,016.00","$80,907,729.00","$133,194.00","$86,445.00",,,,,,,"$59,212.00",,,,"$3,582,372.00",,"$968,288.00",,,,"$341,188.00",,,,,,,,,,,"$1,861,899.00","$528,905.00",,"$71,689.00",,,,,"$860,870.00",,,,,,,"$27,244.00","$132,000.00",,"$15,375.00",,,,,,,,,,"$1,104,048.00","$6,924.00",,"$37,634.00"
1,123461602,Colonial SD,Montgomery,"$100,755,131.30","$83,125,903.27","$791,293.65","$92,323.41","$66,731.10",,,,,,,,,,"$7,474,617.47",,"$2,837,175.96","$47,069.37",,,,,,,,,,,,,,"$1,058,060.57","$858,219.01",,"$6,727.34",,,,,"$904,537.58",,,,,,,"$324,812.80","$112,644.76",,"$25,777.81","$44,690.00","$1,599,549.46",,,,"$1,217,628.61",,,,,,,"$167,369.13"
1,123463603,Hatboro-Horsham SD,Montgomery,"$80,962,458.14","$69,104,471.36","$1,132,140.21","$77,063.24","$2,156.00",,,,,,,,,,"$6,067,455.81",,"$1,339,172.80",,,,,,,,,,,,,,,"$1,111,198.21","$488,647.90",,"$36,929.00",,,,,"$935,498.27",,,,,,,"$431,146.00","$22,459.03",,,,"$195,097.21",,,,"$4,420.00",,,,,,,"$14,603.10"
1,123463803,Jenkintown SD,Montgomery,"$12,883,138.00","$10,786,830.00","$1,395.00","$11,981.00",,,,,,,"$31,688.00",,,,"$1,403,176.00",,"$148,243.00",,,,"$85,681.00",,,,,,,,,,,"$145,075.00","$52,144.00",,"$28,914.00",,,,,"$92,499.00",,,,,,,"$7,900.00","$43,376.00",,,,,,,,,,,,,,,"$44,236.00"
1,123464502,Lower Merion SD,Montgomery,"$226,766,061.12","$211,977,240.40","$1,767,943.86","$210,164.74",,,,,,,"$214,682.55",,,,,,"$4,874,398.85",,,,,,,,,,,,,,,"$3,907,109.13","$2,029,117.14",,"$22,966.00",,,,"$37,556.41","$1,254,848.67",,,,,,,"$20,920.00","$13,107.50",,"$176,640.17",,,,,,,,,,"$53,815.00","$204,622.46",,$928.24
1,123464603,Lower Moreland Township SD,Montgomery,"$38,854,853.58","$34,738,067.32","$15,229.31","$36,878.18",,,,,,,,,,,"$1,886,338.32",,"$456,296.96",,,,,,,,,,,,,,,"$688,675.91","$224,584.90",,,,,,,"$357,285.71",,,,,,,"$54,687.07",,,,"$24,895.00","$43,254.48",,,"$286,260.30",,,,,,"$36,201.59","$4,752.75","$1,445.78"
1,123465303,Methacton SD,Montgomery,"$83,464,989.68","$71,389,124.78","$420,115.73","$78,381.86","$58,460.80",,"$93,690.63",,"$93,690.64","$109,268.28",,,,,"$7,064,440.90",,"$904,402.07","$46,537.94",,,,,,,,,,,,,,"$1,164,030.03","$422,091.49",,"$214,474.45",,,,"$11,071.87","$853,511.92",,,,,,,"$106,209.75",$446.09,,"$42,199.84","$220,884.60",$950.00,,,,,,,,,"$107,722.64","$38,679.52","$24,603.85"
1,123465602,Norristown Area SD,Montgomery,"$108,874,118.57","$92,504,910.09","$80,402.24","$102,713.74","$11,800.00",,"$64,518.94",,"$64,518.91",,,,,,"$7,063,186.65",,"$1,156,695.09",,,,,,,,,,,,,,,"$5,167,457.01","$464,882.77",,"$20,366.00",,"$5,000.00",,,"$1,708,919.87",,,,,"$322,991.54",,"$39,367.25",,,,,"$69,331.72",,,,,,,,,,,"$27,056.75"
1,123465702,North Penn SD,Montgomery,"$198,901,175.78","$169,642,686.87","$624,326.96","$187,784.43",$349.35,,,,,,,,,,"$16,752,715.85",,"$3,749,991.17",,,,,,,,,,,,,,,"$2,126,301.53","$1,634,250.47",,"$287,850.72",,,,,"$2,344,496.58",,,,,,,"$102,278.15",,"$14,471.00","$53,662.58",,"$378,085.62",,,$730.00,,,,,,"$562,730.58","$16,791.04","$421,672.88"
1,123466103,Perkiomen Valley SD,Montgomery,"$81,908,776.05","$63,986,381.05","$494,900.00","$77,401.00","$234,904.00",,,,,,,,,,"$12,194,733.00",,"$1,081,925.00",,,,,,,,,,,,,,,"$1,380,667.00","$456,667.00",,"$406,257.00",,,,,"$888,674.00",,,,,,,"$96,070.00",,,"$4,000.00","$421,110.00",,,,,,,,,,"$130,834.00","$5,305.00","$48,948.00"
1,123466303,Pottsgrove SD,Montgomery,"$44,233,514.00","$37,373,196.00","$27,532.00","$44,035.00",,,"$47,559.00",,"$47,559.00",,"$30,624.00",,,,"$3,025,987.00",,"$533,922.00",,,,"$421,767.00",,,,,,,,,,,"$1,165,978.00","$419,831.00",,"$35,498.00",,,,,"$644,623.00",,,,,"$20,833.00",,"$43,707.00","$47,923.00",,"$8,180.00",,"$3,400.00",,,,"$93,900.00",,,,,"$96,829.00",,"$100,631.00"
1,123466403,Pottstown SD,Montgomery,"$34,568,235.48","$28,236,934.62","$50,567.93","$33,846.32","$43,754.30",,"$29,103.74",,"$29,103.74",,"$45,160.43",,,,"$2,135,962.80","$123,753.08","$592,243.58",,,,,,,,,,,,,,,"$1,220,562.98","$253,789.62",,"$37,504.00",,"$4,000.00",,"$16,000.00","$641,947.81",,,,,"$3,717.00",,"$218,363.26","$402,654.39",,,,"$5,130.30",,,,"$13,340.99",,,,,"$59,582.18",,"$371,212.41"
1,123467103,Souderton Area SD,Montgomery,"$93,671,014.09","$77,582,831.22","$500,040.60","$89,899.49","$288,707.08",,"$139,483.29",,"$139,483.29",,,,,,"$7,950,533.30",,"$1,303,242.98",,,,,,,,,,,,,,,"$1,274,083.54","$354,345.14",,"$555,532.98",,"$2,500.00",,,"$1,233,539.09",,,,,"$176,337.38","$5,000.00","$174,101.82","$14,145.11","$4,353.36",$927.65,"$144,415.00","$279,402.49","$23,407.93",,,"$85,803.64","$26,156.25","$97,236.33",,"$446,133.89","$29,140.67","$38,345.64","$711,884.93"
1,123467203,Springfield Township SD,Montgomery,"$44,865,349.75","$39,143,696.66","$62,236.13","$43,205.33",,,,,,,,,,,"$2,958,181.15",,"$667,850.24",,,,,,,,,,,,,,,"$645,661.29","$484,400.10",,"$7,634.00",,,,,"$378,117.17",,,,,,,"$294,191.17","$6,050.00","$1,421.55",,,,,,,"$45,150.00",,,,"$29,549.30","$49,158.14","$24,100.80","$24,746.72"
1,123467303,Spring-Ford Area SD,Montgomery,"$118,608,789.82","$98,237,558.00","$873,584.63","$111,574.14","$1,715,202.57",,,,,,"$169,185.72",,,,"$10,508,996.27",,"$2,241,341.44",,,,,,,,,,,,,,,"$1,420,778.80","$823,161.17",,"$366,517.36","$64,000.00",,,"$5,809.50","$1,468,989.00",,,,,,,"$283,370.50","$1,727.47",,"$3,180.00",,"$38,728.36",,,,,,,,,"$67,681.45","$23,258.69","$184,144.75"
1,123468303,Upper Dublin SD,Montgomery,"$80,463,909.11","$70,373,380.66","$371,712.30","$75,941.46","$75,776.05",,,,,,,,,,"$5,423,810.47",,"$1,267,696.10",,,,,,,,,,,,,,,"$742,427.95","$511,280.00",,"$249,058.51",,,,"$2,498.00","$504,155.82",,,,,,,"$156,963.19","$27,153.84",,"$38,657.00","$10,910.00","$3,118.29",,,,,,"$22,000.00",,"$252,210.69","$114,114.32",,"$241,044.46"
1,123468402,Upper Merion Area SD,Montgomery,"$82,958,055.97","$74,581,828.88","$1,758,470.48","$78,161.93","$109,728.30",,,,,,"$255,792.22",,,,,,"$2,859,518.59","$235,252.43",,,,,,,,,,,,,,"$681,473.81","$489,286.57",,"$19,229.00",,,,,"$533,491.14",,,,,,,"$505,323.83",,,"$1,770.00",,,,,"$8,175.00",,,,,,"$483,759.08","$7,004.25","$349,790.46"
1,123468503,Upper Moreland Township SD,Montgomery,"$49,456,805.81","$42,977,748.26","$490,895.17","$45,133.86",,,,,,,,,,,"$3,163,183.87",,"$808,547.97",,,,,,,,,,,,,,,"$767,619.00","$271,439.23",,"$101,213.50",,,,,"$523,458.03",,,,,,,"$89,563.35",,"$79,194.30",,,,,,,,,,,,"$5,743.19","$3,612.33","$129,453.75"
1,123468603,Upper Perkiomen SD,Montgomery,"$40,160,964.18","$33,845,379.82","$209,147.49","$36,864.41",$27.48,,"$62,894.30",,"$62,894.30",,,,,,"$3,341,174.36",,"$604,059.60",,,,,,,,,,,,,,,"$790,813.63","$381,109.35",,"$102,317.98",,,,"$8,675.42","$548,302.99",,,,"$10,000.00",,,"$39,583.00","$20,020.51","$1,590.00",,,,,,,"$44,005.27",,,,,"$14,288.46","$12,286.66","$25,529.15"
1,123469303,Wissahickon SD,Montgomery,"$80,456,531.56","$66,898,421.74","$288,786.89","$74,975.32",,,,,,,,,,,"$8,742,366.84",,"$1,648,714.77",,,,,,,,,,,,,,,"$1,022,411.96","$488,336.64",,"$131,314.84",,,,"$30,293.45","$904,919.58",,,,,,,"$131,471.80",,"$17,016.72","$22,170.00",,"$50,434.71",,,,,,,,"$2,000.00","$2,896.30",,
1,116471803,Danville Area SD,Montour,"$23,377,456.78","$13,251,302.85","$88,701.31","$21,131.34","$15,553.72",,,,,,,,,,"$6,930,832.60",,"$389,843.42",,,,,,,,,,,,,,,"$576,885.34","$77,111.99",,"$70,718.79",,,,,"$458,545.51",,,,,,,"$83,829.00","$1,218,839.33",,"$3,615.00",,"$54,521.54",,,,,,,,,"$6,865.46","$7,144.57","$122,015.01"
1,120480803,Bangor Area SD,Northampton,"$34,106,023.18","$27,593,337.62","$68,580.35","$33,235.17",$57.92,,,,,,"$23,095.75",,,,"$3,595,530.77",,"$362,965.29",,,,,,,,,,,,,,,"$1,636,109.57","$211,573.11",,"$50,637.56",,,,"$422,126.56","$1,320.00",,,,,,,"$1,500.00","$12,395.50",,"$1,171.00",,,,,,,,,,,"$70,422.06",,"$21,964.95"
1,120481002,Bethlehem Area SD,Northampton,"$191,890,871.77","$155,729,518.00","$2,742,695.51","$177,110.45","$335,866.30",,"$240,967.53",,"$240,967.53",,"$352,079.26",,,,"$14,553,351.53",,"$3,092,362.09",,,,"$3,975,892.43",,,,,,,,,,,"$5,239,047.70","$1,276,731.00",,"$212,043.02","$50,250.00",,,,"$2,069,442.43",,,,,,,"$147,260.96","$520,564.45",,"$45,805.00",,"$283,077.23",,,,,,,"$350,444.00","$3,750.00","$99,689.02","$2,624.31","$149,332.02"
