Cat,AUN,school_district,county,total_local_rev,real_estate_revenue,Interim Real Estate Taxes 6112,Public Utility Realty Tax 6113,Payment in Lieu State & Local 6114,Payment in Lieu Federal 6115,"Per Capita, Section 679 6120",Current Act 1 Earned Income Tax 6131,Current Act 511 Per Capita Taxes 6141,Current Act 511 Occupation Taxes-Flat Rate 6142,Current Act 511 Local Services Taxes 6143,Current Act 511 Business Privilege Taxes-Flat Rate 6145,Current Act 511 Mechanical Device Taxes-Flat Rate 6146,Current Act 511 Taxes-Other Flat Rate Assessments 6149,Current Act 511 Earned Income Taxes 6151,Current Act 511 Occupation Taxes 6152,Current Act 511 Real Estate Transfer Taxes 6153,Current Act 511 Amusement Taxes 6154,Current Act 511 Business Privilege Taxes 6155,Current Act 511 Mechanical Device Taxes-Percentage 6156,Current Act 511 Mercantile Taxes 6157,Current Act 511 Taxes-Other Proportional Assessments 6159,Earned Income Tax 6161,Liquor Sales Tax 6162,Cigarette Tax 6163,Sales and Use Tax 6164,General Business Taxes 6165,Business Use & Occupancy Tax 6166,Non-Business Income Tax 6167,Real Estate Transfer Tax 6168,Current Mercantile Taxes 6169,Delinquent Taxes 6400,Earnings on Investments 6500,Food Service Revenue 6600,Revenue from District Activities 6700,Revenue from Local Gov't Units 6810,State Revenue from Other Public Schools 6821,State Revenue from Intermediate Sources 6829,Federal Revenue from Other PA Public Schools  6831,Federal IDEA Revenue Received as Pass Through 6832,ARRA - IDEA Revenue received as Pass Through 6833,ARRA - WIA Revenue received as Pass Through 6834,ARRA - Title I Revenue Received as Pass Through 6835,ARRA - Race to the Top received as Pass Through 6836,Federal Revenue from Intermediate Sources 6839,Other Revenue from Intermediate Sources 6890,Rentals 6910,Contributions from Private Sources 6920,Regular Day School Tuition 6941,Summer School Tuition 6942,Adult Education Tuition 6943,Receipts from Other LEAs in PA - Education 6944,Receipts from Out-of-State LEAs 6945,Receipts From Member Districts – AVTS / Special Program Jointure Only 6946,Other Tuition from Patrons 6949,Transportation Services Provided Other PA LEAs 6961,All Other Services Provided Other PA LEAs 6962,All Other Services Provided Other Govt's and LEAs Not Specified Elsewhere 6969,Services Provided Other Funds 6970,Revenue from Community Services Activities 6980,Refunds of a Prior Year Expenditure 6991,Energy Efficiency Revenues and Incentives 6992,Other Revenues Not Specified Elsewhere 6999
1,118406003,Northwest Area SD,Luzerne,"$7,183,055.00","$5,091,437.00",,"$6,185.00","$7,794.00",,"$16,419.00",,"$16,419.00","$23,110.00",,,,,"$928,827.00",,"$106,391.00",,,,,,,,,,,,,,,"$540,601.00","$51,077.00",,"$21,786.00",,,,"$1,285.00","$140,828.00",,,,,,,,,"$103,197.00",,,"$11,148.00",,,,,,,,,"$80,729.00",,"$35,822.00"
1,118406602,Pittston Area SD,Luzerne,"$30,838,984.42","$24,000,601.87",,"$25,895.86","$94,546.12",,,,,,"$90,064.85",,,,"$3,156,573.53",,"$558,095.73",,,,,,,,,,,,,,,"$2,051,589.07","$110,833.18",,,,,,,"$368,277.44",,,,,,,"$2,954.78",,"$33,766.09",,,,,,,,,,,,"$11,375.55",,"$334,410.35"
1,118408852,Wilkes-Barre Area SD,Luzerne,"$67,247,996.46","$51,054,622.39","$349,643.42","$57,531.34","$228,093.52",,,,"$131,664.60",,"$212,649.95",,,,"$5,226,294.73",,"$682,372.48",,"$1,112,187.47",,"$1,203,842.51",,,,,,,,,,,"$5,376,843.74","$307,013.27",,"$24,730.00",,,,,"$904,482.00",,,,,,,"$41,776.60","$70,000.00","$79,414.82",,,,,,,,,,,,"$11,392.29",,"$173,441.33"
1,118409203,Wyoming Area SD,Luzerne,"$19,692,963.78","$15,162,652.30",,"$16,692.33","$28,358.22",,,,"$72,173.40",,"$27,971.99",,,,"$2,142,945.69",,"$189,633.74",,,,,,,,,,,,,,,"$1,409,169.03","$69,343.80",,,,,,,"$289,316.00",,,,,,,$397.50,"$12,599.00","$7,345.56","$1,559.00",,"$9,074.61",,,$720.00,,,,,,"$172,928.05",,"$80,083.56"
1,118409302,Wyoming Valley West SD,Luzerne,"$38,187,912.82","$28,531,249.30","$12,392.02","$32,355.87","$66,284.31",,"$50,557.09",,"$50,557.05",,"$65,183.58",,,,"$4,273,047.05",,"$452,432.72",,"$1,101,143.74",,,,,,,,,,,,,"$2,515,157.74","$90,670.06",,"$38,140.48",,,,,"$709,444.00",,,,,,,"$28,180.02","$1,000.00",,,,,,,,,,,"$150,000.00",,"$1,921.21",,"$18,196.58"
1,117412003,East Lycoming SD,Lycoming,"$11,220,599.92","$6,815,932.53","$34,493.74","$8,712.11",$906.00,,,,,,,,,,"$2,842,024.45",,"$124,846.83",,,,,,,,,,,,,,,"$488,292.58","$112,965.33",,"$46,764.00","$34,987.13","$96,322.68",,,"$275,234.88",,,,,,,"$264,903.59","$11,519.77",,,"$2,905.00","$10,267.83",,,$450.00,,,"$46,000.00",,,$0.10,,"$3,071.37"
1,117414003,Jersey Shore Area SD,Lycoming,"$18,596,071.68","$12,743,400.30","$27,570.93","$15,364.67","$238,830.42",,,,,,,,,,"$3,779,460.32",,"$202,310.78",,,,,,,,,,,,,,,"$752,207.06","$205,520.76",,"$65,231.08",,,,,"$463,741.11",,,,,,,"$4,268.50","$54,144.61","$10,943.18",,,,,,,,,,,,"$5,523.41",,"$27,554.55"
1,117414203,Loyalsock Township SD,Lycoming,"$16,046,220.95","$10,399,970.39","$34,591.98","$13,500.33","$126,453.73",,,,,,"$34,241.41",,,,"$3,289,122.72",,"$652,776.64",,"$303,656.16",,,,,,,,,,,,,"$296,720.92","$170,152.53",,"$72,977.11","$55,000.00","$27,703.52",,,"$266,881.47",,,,,,,"$169,456.38","$14,078.61",,"$3,150.00",,"$39,903.88",,,,,,,,,"$16,899.48","$12,144.00","$46,839.69"
1,117415004,Montgomery Area SD,Lycoming,"$6,841,713.72","$4,215,559.37","$5,215.62","$5,274.82","$66,129.07",,,,,,"$14,931.76",,"$2,000.00",,"$1,494,148.89",,"$73,661.26",,,,,,,,,,,,,,,"$287,558.56","$98,015.06",,"$27,957.27",,,,,"$142,523.86",,,,,,,,"$107,252.28",,,,"$282,120.02",,,,,,,,"$2,543.00","$13,445.22",,"$3,377.66"
1,117415103,Montoursville Area SD,Lycoming,"$16,931,589.83","$11,739,187.06","$9,787.76","$14,181.18","$45,447.25",,,,,,,,,,"$3,496,599.49",,"$231,779.42",,,,,,,,,,,,,,,"$532,881.63","$133,278.09",,"$71,519.36",,,,,"$325,722.15",,,,,,,"$2,038.08","$114,717.08",,"$9,540.00",,"$81,516.81",,,"$33,145.00",,,,,,"$65,522.10",,"$24,727.37"
1,117415303,Muncy SD,Lycoming,"$10,987,534.39","$7,986,968.99","$18,376.64","$8,713.72","$23,275.92",,,,,,"$18,815.65",,,,"$1,857,968.72",,"$157,995.44",,,,,,,,,,,,,,,"$314,150.63","$111,063.92",,"$34,128.50",,"$67,106.37",,"$1,915.00","$207,686.50",,,,,,,,"$129,867.15",,,,,,,,,,"$5,000.00",,,"$34,896.39",,"$9,604.85"
1,117416103,South Williamsport Area SD,Lycoming,"$8,578,631.41","$5,595,691.31",,"$6,975.95","$22,095.02",,,,,,,,,,"$2,113,354.65",,"$138,242.24",,,,,,,,,,,,,,,"$395,532.30","$39,151.71",,"$38,191.87",,,,,"$193,260.54",,,,,,,"$1,809.00","$7,945.02","$1,792.84",,,"$11,500.86",,,,,,,,,,"$11,003.49","$2,084.61"
1,117417202,Williamsport Area SD,Lycoming,"$36,697,827.00","$21,956,053.00","$18,533.00","$30,470.00","$207,505.00",,,,,,,,,,"$9,758,906.00",,"$474,336.00",,,,,,,,,,,,,,,"$1,929,987.00","$340,896.00",,"$98,798.00",,,,,"$848,322.00",,,,,,,"$95,672.00","$46,647.00","$12,004.00","$12,640.00",,"$409,097.00",,,"$2,510.00","$80,011.00",,,,,"$296,925.00","$10,189.00","$68,326.00"
1,109420803,Bradford Area SD,McKean,"$12,708,294.04","$8,878,509.21",,"$10,797.48","$49,392.94",,,,,,,,,,"$1,554,193.62",,"$151,316.36",,,,,,,,,,,,,,,"$1,203,126.88","$260,096.83",,"$24,563.00",,,,,"$377,306.22",,,,,"$122,543.90",,"$5,300.00",,,,,"$29,201.90",,,,,,,,$481.40,"$12,331.42",,"$29,132.88"
1,109422303,Kane Area SD,McKean,"$4,772,792.70","$2,862,481.70",$150.23,"$3,798.28","$15,768.21","$187,718.30","$17,299.50","$244,598.54","$17,299.50",,,,,,"$634,799.21","$20,315.34","$40,837.06",,,,,,,,,,,,,,,"$331,244.97","$131,870.28",,"$30,365.47",,,,,"$176,725.00",,,,,,,"$16,193.00","$22,293.58",,$350.00,,,,,$480.00,,,,,,"$12,617.96","$2,538.16","$3,048.41"
1,109426003,Otto-Eldred SD,McKean,"$2,063,025.27","$1,327,487.07",,"$1,746.42","$2,503.31",,,,,,,,,,"$287,164.50",,"$24,890.78",,,,,,,,,,,,,,,"$222,229.00","$13,276.29",,"$19,876.00",,,,,"$106,758.00",,,,,,,$150.00,$132.00,,,,"$22,076.00",,,,,,,,,,,"$34,735.90"
1,109426303,Port Allegany SD,McKean,"$3,571,665.10","$2,260,317.39",,"$2,753.65","$33,595.28",,"$10,612.20",,"$10,612.20",,,,,,"$436,170.07",,"$52,192.20",,,,,,,,,,,,,,,"$310,611.22","$94,535.98",,"$26,223.00",,"$142,353.32",,,"$142,365.00",,,,,,,,"$4,108.00",,,,,,,,,,,,,$92.73,,"$45,122.86"
1,109427503,Smethport Area SD,McKean,"$4,706,814.26","$3,099,720.45",,"$3,543.84","$110,772.12","$23,424.09","$11,974.70",,"$11,974.70",,,,,,"$465,562.99",,"$63,267.73",,,,,,,,,,,,,,,"$370,202.74","$74,386.85",,"$15,047.00",,"$329,000.00",,,"$127,458.00",,,,,,,,,,,,,,,$330.00,,,,,,,,$149.05
1,104431304,Commodore Perry SD,Mercer,"$2,562,176.00","$1,772,090.00",,"$2,106.00","$2,819.00",,"$11,406.00",,"$11,406.00",,"$9,651.00",,,,"$352,134.00",,,,,,,,,,,,,,,,,"$177,222.00","$90,449.00",,"$10,041.00",,,,,"$92,610.00",,,,,,,,,,,,,,,,,,,,,,,"$30,242.00"
1,104432503,Farrell Area SD,Mercer,"$4,827,760.00","$3,013,033.00",,"$3,134.00","$45,491.00",,"$3,262.00",,"$2,816.00","$2,700.00","$15,148.00",,,,"$291,439.00",,,,,,,,,,,,,,,,,"$313,160.00","$83,170.00",,$330.00,,,,"$552,955.00","$138,661.00",,,,,,"$58,506.00",$549.00,"$9,500.00",$399.00,,,"$181,743.00",,,$217.00,,,,,,,,"$111,547.00"
1,104432803,Greenville Area SD,Mercer,"$8,003,263.61","$5,303,106.59",,"$6,003.84",,,"$16,807.80",,"$16,807.80","$24,171.60",,,,,"$832,960.73",,"$66,375.22",,,,,,,,,,,,,,,"$541,474.39","$110,278.09",,"$35,762.00",,,"$517,556.68",,"$222,511.54",,,,,,,"$12,028.53","$118,535.76","$112,256.00",,,"$13,094.04",,,"$3,150.00",,,,,,"$47,707.86",,"$2,675.14"
1,104432903,Grove City Area SD,Mercer,"$22,095,773.02","$10,923,307.88",,"$12,073.66","$1,744.95",,"$41,568.30",,"$41,568.30",,"$53,907.28",,,,"$1,669,554.19",,"$257,800.22",,,,,,,,,,,,,,,"$444,264.66","$156,230.33",,"$41,585.08","$1,015.94",,,,"$365,830.77",,,,,,,"$10,034.81","$51,445.00","$10,008.50",,,"$5,986,604.08","$2,003,072.90",,,,,,,,"$12,549.98",,"$11,606.19"
1,104433303,Hermitage SD,Mercer,"$19,449,809.18","$15,614,568.07",,"$16,544.37",,,"$41,288.08",,"$41,288.07",,"$55,658.35",,,,"$1,737,051.11",,"$261,525.49",,,,,,,,,,,,,,,"$968,008.99","$187,720.54",,"$42,391.25",,,,,"$325,421.11",,,,,,,"$1,208.13",,"$97,995.27","$1,775.00",,,,,,,,,,,"$54,016.35","$1,720.64","$1,628.36"
1,104433604,Jamestown Area SD,Mercer,"$3,672,868.64","$2,726,337.90",,"$2,984.59","$38,746.42",,"$11,370.11",,"$11,370.11",,,,,,"$304,634.38",,"$41,332.52",,,,,,,,,,,,,,,"$297,689.44","$80,532.72",,"$9,488.00",,,,,"$81,861.37",,,,,,,,"$14,234.42",,,,,,,,"$6,517.91",,,,,"$39,366.29",,"$6,402.46"
1,104433903,Lakeview SD,Mercer,"$5,546,676.38","$3,827,944.67",,,,,"$20,995.25",,"$20,995.24","$2,492.80",,,,,"$790,225.05",,"$131,975.34",,,,,,,,,,,,,,,"$273,405.29","$142,294.27",,"$30,274.50",,"$10,463.21",,,"$190,644.62",,,,,,,"$1,200.00","$15,900.00","$2,805.68",,,$148.00,,,,$875.00,,,,,"$41,204.26",,"$42,833.20"
1,104435003,Mercer Area SD,Mercer,"$8,167,569.29","$5,549,722.06",,"$6,159.68",$654.94,,"$23,161.40",,"$23,161.40",,"$21,556.22",,,,"$897,009.01",,"$160,300.78",,,,,,,,,,,,,,,"$424,074.07","$23,397.33",,"$22,339.25",,,,"$2,653.00","$260,898.81",,,,,"$399,399.88","$77,465.00","$1,067.42",$675.00,,,,"$50,845.92",,,"$16,125.00",,,,,,"$166,324.64",,"$40,578.48"
1,104435303,Reynolds SD,Mercer,"$7,067,180.02","$4,907,070.51",,"$5,325.55","$1,853.83",,"$24,177.40",,"$24,177.40",,"$16,071.52",,,,"$731,586.51",,"$81,403.38",,,,,,,,,,,,,,,"$454,738.68","$53,389.16",,"$25,919.00",,,,"$576,458.34","$156,764.11",,,,,,,,$144.82,,,,"$6,400.00",,,,,,,,,$9.23,,"$1,690.58"
1,104435603,Sharon City SD,Mercer,"$10,739,760.47","$6,195,894.99",,"$7,565.07","$12,437.42",,"$16,081.16",,"$32,649.64",,"$22,402.57",,,,"$830,683.97",,"$140,663.27",,,,,,,,,,,,,,,"$1,508,926.54","$81,422.37",,,,,,"$980,948.96","$406,282.80",,,,,"$168,195.22",,"$48,549.50","$80,515.20","$9,180.65",,,,,,"$71,180.29",,,,,"$5,635.00","$103,816.04",,"$16,729.81"
1,104435703,Sharpsville Area SD,Mercer,"$6,587,133.80","$4,641,330.88",,"$4,949.85","$3,420.42",,"$16,015.00",,"$16,010.00","$20,067.80",,,,,"$794,326.15",,"$131,321.73",,,,,,,,,,,,,,,"$302,254.02","$27,956.02",,"$42,216.00",,,$657.00,,"$178,918.87",,,,,,,"$12,400.00","$12,293.15","$60,142.50",,,"$311,972.85",,,,,,,,,"$7,885.42",,"$2,996.14"
1,104437503,West Middlesex Area SD,Mercer,"$6,139,470.00","$4,475,069.17",,"$4,730.93",,,"$16,691.90",,"$16,691.90",,"$17,915.75",,,,"$676,799.63",,,,,,,,,,,,,,,,,"$328,329.52","$75,408.94",,"$21,334.00",,,,"$2,274.00","$151,458.11",,,,,,,"$2,400.00","$69,502.11","$44,441.10",,,"$151,982.99",,,,,,,,,"$40,217.29",,"$44,222.66"
1,111444602,Mifflin County SD,Mifflin,"$35,800,047.23","$24,377,887.19","$204,092.92","$29,862.78","$334,392.02",,"$103,693.60",,"$104,245.49",,"$77,789.60",,,,"$6,952,596.48",,"$485,962.02",,,,,,,,,,,,,,,"$1,858,208.87","$235,099.20",,"$82,130.56",,,,,"$761,582.00",,,,,"$9,500.00",,"$2,740.00","$10,853.58",,,,"$22,812.00",,,,"$9,375.68",,"$39,125.00",,,,,"$98,098.24"
1,120452003,East Stroudsburg Area SD,Monroe,"$103,010,393.98","$87,718,759.36","$60,560.31","$95,524.00","$114,300.91",,,,,,"$76,681.59",,,,"$3,728,576.08",,"$1,007,538.38",,,,,,,,,,,,,,,"$7,935,794.01","$947,455.67",,"$27,241.50",,,,"$6,061.00","$1,065,806.24",,,,,,,"$42,158.34",,"$19,468.83","$16,113.00",,"$30,635.73",,,,"$1,294.49",,,,,"$63,410.56",,"$53,013.98"
1,120455203,Pleasant Valley SD,Monroe,"$51,837,617.65","$44,000,285.56","$32,332.18","$45,371.82","$6,833.35",,,,,,,,,,"$3,228,464.97",,"$530,758.93",,,,,,,,,,,,,,,"$2,115,515.19","$492,556.21",,"$48,173.19",,,,,"$633,058.60",,,,,,,"$84,114.75","$22,335.53",,"$39,625.00",,"$101,309.44",,,"$5,600.00","$13,065.48",,,"$396,009.06",,"$13,887.07","$5,330.45","$22,990.87"
1,120455403,Pocono Mountain SD,Monroe,"$140,964,359.31","$121,541,519.81","$88,705.26","$127,181.33","$204,904.93",,,,,,,,,,"$5,558,843.82",,"$1,965,355.81",,,,,,,,,,,,,,,"$8,266,506.09","$1,194,924.40",,"$38,908.00",,,,,"$1,597,113.66",,,,,,,"$10,612.50","$100,534.00",,,,"$208,808.05",,,,,"$10,308.84",,,,"$30,114.25","$4,689.91","$15,328.65"
1,120456003,Stroudsburg Area SD,Monroe,"$72,370,605.65","$63,188,785.52","$60,303.31","$65,859.52","$43,021.02",,,$0.00,,,"$83,114.40",,,,"$3,378,625.99",,"$724,889.64",,,,,,,,,,,,,,,"$3,278,976.86","$686,789.06",,"$30,966.00",,,,,"$696,693.63",,,,,,,"$69,864.08","$8,933.50",,"$12,015.00",,,,,,,,,,,"$12,081.20","$18,856.34","$10,830.58"
1,123460302,Abington SD,Montgomery,"$118,182,570.95","$105,303,460.28","$109,210.67","$106,639.05","$47,635.83",,,,,,,,,,"$7,386,586.08",,"$1,653,001.50",,,,,,,,,,,,,,,"$1,336,332.78","$757,034.04",,,"$24,283.65",,,,"$1,376,924.87",,,,,,,"$41,466.64","$15,626.29",,"$18,845.00",,,,,,,,,,,,"$5,524.27",
1,123460504,Bryn Athyn SD,Montgomery,"$173,377.00",,,,,,,,,,,,,,"$159,172.00",,,,,,,,,,,,,,,,,,"$12,097.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,108.00"
1,123461302,Cheltenham SD,Montgomery,"$93,509,901.00","$83,394,695.00","$37,035.00","$80,810.00",,,,,,,"$59,095.00",,,,"$3,550,173.00",,"$988,680.00",,,,"$416,035.00",,,,,,,,,,,"$2,434,652.00","$593,589.00",,"$89,853.00",,,,"$5,961.00","$888,251.00",,,,,,,"$56,571.00",$500.00,,"$9,110.00",,,,,,,,,,"$847,220.00",,,"$57,671.00"
1,123461602,Colonial SD,Montgomery,"$108,663,855.00","$89,472,353.00","$624,251.00","$87,496.00","$49,823.00",,,,,,,,,,"$9,340,045.00",,"$3,177,557.00","$120,827.00",,,,,,,,,,,,,,"$1,324,254.00","$1,091,311.00",,"$51,293.00",,,,,"$966,958.00",,,,,,,"$229,936.00","$104,316.00",,"$4,500.00","$39,778.00","$1,598,022.00",,,,,,,,,"$202,292.00",,"$178,843.00"
1,123463603,Hatboro-Horsham SD,Montgomery,"$83,994,184.47","$72,549,554.94","$164,413.35","$72,440.16","$2,156.00",,,,,,,,,,"$6,213,830.83",,"$1,085,826.77",,,,,,,,,,,,,,,"$1,547,544.07","$1,189,390.83",,"$34,677.00",,,,,"$901,516.12",,,,,,,"$22,040.00","$13,229.26",,,,"$149,895.00",,,"$30,660.00",,,,,,,,"$17,010.14"
1,123463803,Jenkintown SD,Montgomery,"$13,007,652.00","$10,955,945.00","$112,353.00","$11,590.00",,,,,,,"$26,705.00",,,,"$1,166,074.00",,"$134,316.00",,,,"$101,056.00",,,,,,,,,,,"$232,105.00","$78,992.00",,"$29,252.00",,,,,"$120,577.00",,,,,,,"$11,900.00","$8,451.00",$430.00,,,,,,,,,,,,,,"$17,906.00"
1,123464502,Lower Merion SD,Montgomery,"$237,068,326.12","$224,826,596.59","$956,410.45","$204,882.68",,,,,,,"$233,777.85",,,,,,"$3,726,645.62",,,,,,,,,,,,,,,"$2,676,403.12","$2,320,479.68",,"$28,895.00",,,,,"$1,437,016.51",,,,,,,"$207,701.67","$2,500.00",,"$135,065.03",,,,,,,,,,"$39,030.00","$261,806.80",,"$11,115.12"
1,123464603,Lower Moreland Township SD,Montgomery,"$40,402,222.90","$36,274,379.28","$64,806.14","$34,755.16",,,,,,,,,,,"$1,853,455.35",,"$686,966.46",,,,,,,,,,,,,,,"$513,762.57","$339,738.56",,,,,,,"$352,422.05",,,,,,,"$56,018.00",,"$6,744.32",,"$15,920.29",,,,"$184,806.31",,,,,,,"$17,802.00",$646.41
1,123465303,Methacton SD,Montgomery,"$86,833,474.31","$73,889,330.20","$448,144.37","$74,768.10","$60,217.74",,"$60,066.27",,"$60,066.25","$108,806.50",,,,,"$7,270,155.99",,"$1,119,282.48","$8,526.76",,,,,,,,,,,,,,"$1,377,645.52","$753,528.10",,"$159,720.58",,,,"$13,261.50","$791,583.18",,,,,,,"$88,748.33","$1,886.84",,"$38,407.01","$103,521.84","$295,275.00",,,,"$10,640.46",,,,,"$53,072.60","$39,029.74","$7,788.95"
1,123465602,Norristown Area SD,Montgomery,"$114,439,794.40","$97,468,866.61","$87,513.84","$97,594.79","$46,600.00",,"$87,768.22",,"$87,768.25",,,,,,"$7,538,202.49",,"$1,727,662.25",,,,,,,,,,,,,,,"$4,435,049.52","$806,992.11",,"$31,607.90",,,,,"$1,623,871.27",,,,,"$279,860.12",,"$51,504.75",,,"$10,345.00",,,,,,,,,,,,,"$58,587.28"
1,123465702,North Penn SD,Montgomery,"$207,383,133.87","$177,744,238.59","$1,730,660.35","$176,699.39",$349.35,,,,,,,,,,"$17,515,991.38",,"$2,995,545.12",,,,,,,,,,,,,,,"$1,516,872.83","$2,347,309.54",,"$245,035.50",,,,,"$2,251,801.17",,,,,,,"$70,493.88",,,"$37,592.75",,"$264,928.34",,,"$10,650.00",,,,,,"$308,137.69","$48,027.99","$118,800.00"
1,123466103,Perkiomen Valley SD,Montgomery,"$85,973,008.62","$68,057,600.24","$308,370.33","$72,793.52","$259,177.22",,,,,,,,,,"$12,888,617.73",,"$1,009,888.94",,,,,,,,,,,,,,,"$911,739.31","$608,822.86",,"$341,466.09",,,,,"$907,932.58",,,,,,,"$112,965.00",,,"$3,117.00",,,,,"$251,382.86",,,,,,"$27,391.43","$205,733.72","$6,009.79"
1,123466303,Pottsgrove SD,Montgomery,"$44,908,623.00","$37,233,553.00","$344,309.00","$39,402.00",,,"$47,852.00",,"$47,852.00",,"$31,252.00",,,,"$3,200,638.00",,"$758,142.00",,,,"$428,515.00",,,,,,,,,,,"$1,153,218.00","$494,903.00",,"$37,798.00",,,,,"$616,131.00",,,,,"$3,358.00",,"$45,473.00","$56,310.00",,"$6,335.00",,"$3,162.00",,,,"$110,226.00",,,,,"$187,424.00",,"$62,770.00"
1,123466403,Pottstown SD,Montgomery,"$35,074,207.76","$28,955,555.15","$62,678.47","$29,860.58","$41,586.72",,"$31,423.31",,"$31,423.31",,"$43,034.09",,,,"$2,306,267.43","$164,725.84","$452,681.44",,,,,,,,,,,,,,,"$1,159,584.98","$400,364.78",,"$21,158.00",,,,,"$740,953.51",,,,,"$6,329.43",,"$169,757.00","$17,500.00",,,,,,,,,,,,,"$72,550.31",,"$366,773.41"
1,123467103,Souderton Area SD,Montgomery,"$98,341,366.34","$82,586,744.00","$583,250.04","$81,762.80","$327,266.69",,"$140,626.20",,"$140,626.21",,,,,,"$8,320,271.43",,"$1,321,831.98",,,,,,,,,,,,,,,"$948,241.91","$697,162.93",,"$488,566.30",,,"$47,413.36",,"$1,181,445.42",,,,,,,"$140,366.55","$84,016.32",,$901.00,"$97,770.70","$40,884.01",,,,,"$86,318.22",,,"$474,078.00","$368,166.14","$50,095.26","$133,560.87"
1,123467203,Springfield Township SD,Montgomery,"$47,306,228.91","$40,741,725.71","$86,931.14","$39,991.73",,,,,,,,,,,"$3,127,665.26",,"$616,259.48",,,,,,,,,,,,,,,"$1,118,209.06","$909,355.16",,"$34,683.25",,,,,"$449,837.75",,,,,,,"$47,916.85","$30,100.00",,,,,,,,"$30,000.00",,,,"$16,936.00","$4,045.93","$11,939.02","$40,632.57"
1,123467303,Spring-Ford Area SD,Montgomery,"$126,279,025.45","$105,367,303.60","$1,248,233.95","$105,932.95","$1,700,583.44",,,,,,"$258,836.73",,,,"$11,021,366.53",,"$2,182,105.21",,,,,,,,,,,,,,,"$1,077,075.34","$1,068,257.66",,"$260,605.61","$55,000.00",,,"$9,307.60","$1,482,452.10",,,,,,,"$118,424.35","$1,120.00",,"$3,920.00",,"$153,459.46",,,,,,,,,,"$81,903.05","$83,137.87"
1,123468303,Upper Dublin SD,Montgomery,"$82,326,336.82","$72,556,389.21","$225,826.42","$71,910.88",,,,,,,,,,,"$5,436,687.11",,"$1,328,125.51",,,,,,,,,,,,,,,"$647,151.11","$702,595.25",,"$144,402.17",,,,"$2,515.29","$621,266.30",,,,,,,"$92,431.76","$27,826.45",,"$7,780.00","$6,272.00",,,,,,,"$6,330.00",,"$381,457.37","$30,770.46",,"$36,599.53"
1,123468402,Upper Merion Area SD,Montgomery,"$93,784,389.94","$84,318,511.64","$2,641,698.15","$73,928.34","$114,867.41",,,,,,"$257,652.15",,,,,,"$2,626,245.73","$309,404.67",,,,,,,,,,,,,,"$929,142.29","$1,115,652.52",,"$20,529.25",,,,,"$642,401.14",,,,,,,"$332,759.09",,,"$15,070.00",,,,,$0.01,,,,,,"$183,200.55",,"$203,327.00"
1,123468503,Upper Moreland Township SD,Montgomery,"$51,335,634.17","$44,903,654.46","$333,281.39","$44,342.83",,,,,,,,,,,"$3,286,027.59",,"$685,699.64",,,,,,,,,,,,,,,"$510,977.44","$552,139.36",,"$80,999.00",,,,,"$517,687.65",,,,,,,"$79,497.96",,,,,,,,,,"$25,135.00",,,,"$156,236.04","$75,034.99","$84,920.82"
1,123468603,Upper Perkiomen SD,Montgomery,"$42,970,468.38","$36,179,307.73","$307,228.90","$35,796.17",$27.48,,"$61,594.90",,"$61,594.90",,,,,,"$3,607,633.48",,"$617,432.65",,,,,,,,,,,,,,,"$604,544.57","$532,511.42",,"$101,145.05","$150,000.00",,"$21,212.66",$961.50,"$494,547.86",,,,,,,"$38,553.14","$52,456.12",,"$3,900.00",,,,,,"$33,040.87",,,,,"$13,266.39","$26,990.72","$26,721.87"
1,123469303,Wissahickon SD,Montgomery,"$85,323,646.74","$70,814,939.25","$316,249.28","$72,298.75",,,,,,,,,,,"$9,069,094.42",,"$2,050,968.99",,,,,,,,,,,,,,,"$864,794.40","$582,812.76",,"$144,598.50",,,,"$918,381.85","$25,938.49",,,,,,,"$95,020.39",$200.00,,"$19,180.00",,"$215,516.80",,,,,,,,"$131,231.45","$2,421.41",,
1,116471803,Danville Area SD,Montour,"$24,362,986.42","$13,805,770.87","$39,661.07","$19,534.80","$15,432.44",,,,,,,,,,"$7,325,198.01",,"$493,985.34",,,,,,,,,,,,,,,"$645,747.80","$169,102.36",,"$75,447.83",,,,,"$443,738.10",,,,,,,"$4,895.50","$1,022,120.78",,$150.00,,"$105,558.78",,,,,,,"$36,000.00",,"$15,973.57","$5,302.09","$139,367.08"
1,120480803,Bangor Area SD,Northampton,"$35,551,341.64","$28,730,521.00","$44,280.23","$30,611.36",$57.92,,,,,,"$22,325.88",,,,"$3,695,387.03",,"$624,722.43",,,,,,,,,,,,,,,"$1,569,439.82","$239,680.70",,"$31,941.19",,,,,"$423,821.50",,,,,,,"$1,500.00","$21,146.42",,"$2,700.00",,,,,,,,,,,"$73,372.14",,"$39,834.02"
1,120481002,Bethlehem Area SD,Northampton,"$199,639,717.99","$164,480,085.21","$1,625,488.13","$171,240.61","$323,653.95",,"$245,281.29",,"$245,281.30",,"$351,697.46",,,,"$15,276,241.10",,"$3,240,695.06",,,,"$3,323,625.12",,,,,,,,,,,"$5,065,520.63","$1,766,172.40",,"$168,077.31",,,,,"$1,963,835.82",,,,,"$1,689.60",,"$152,173.81","$368,558.85",,"$14,266.00",,"$430,497.89",,,,,,,,"$2,750.00","$175,787.44",,"$247,099.01"
