Cat,AUN,school_district,county,total_local_rev,real_estate_revenue,Interim Real Estate Taxes 6112,Public Utility Realty Tax 6113,Payment in Lieu State & Local 6114,Payment in Lieu Federal 6115,"Per Capita, Section 679 6120",Current Act 1 Earned Income Tax 6131,Current Act 511 Per Capita Taxes 6141,Current Act 511 Occupation Taxes-Flat Rate 6142,Current Act 511 Local Services Taxes 6143,Current Act 511 Business Privilege Taxes-Flat Rate 6145,Current Act 511 Mechanical Device Taxes-Flat Rate 6146,Current Act 511 Taxes-Other Flat Rate Assessments 6149,Current Act 511 Earned Income Taxes 6151,Current Act 511 Occupation Taxes 6152,Current Act 511 Real Estate Transfer Taxes 6153,Current Act 511 Amusement Taxes 6154,Current Act 511 Business Privilege Taxes 6155,Current Act 511 Mechanical Device Taxes-Percentage 6156,Current Act 511 Mercantile Taxes 6157,Current Act 511 Taxes-Other Proportional Assessments 6159,Earned Income Tax 6161,Liquor Sales Tax 6162,Cigarette Tax 6163,Sales and Use Tax 6164,Business Use & Occupancy Tax 6166,Non-Business Income Tax 6167,Real Estate Transfer Tax 6168,Current Mercantile Taxes 6169,Delinquent Taxes 6400,Earnings on Investments 6500,Food Service Revenue 6600,Revenue from District Activities 6700,Revenue from Local Gov't Units 6810,State Revenue from Other Public Schools 6821,State Revenue from Intermediate Sources 6829,Federal Revenue from Other PA Public Schools  6831,Federal IDEA Revenue Received as Pass Through 6832,ARRA - IDEA Revenue received as Pass Through 6833,ARRA - Title I Revenue Received as Pass Through 6835,ARRA - Race to the Top Revenue Received as Pass Through 6836,Federal Revenue from Intermediate Sources 6839,Other Revenue from Intermediate Sources 6890,Rentals 6910,Contributions from Private Sources 6920,Regular Day School Tuition 6941,Summer School Tuition 6942,Adult Education Tuition 6943,Receipts from Other LEAs in PA - Education 6944,Receipts from Out-of-State LEAs 6945,Receipts From Member Districts – AVTS / Special Program Jointure Only 6946,Other Tuition from Patrons 6949,Transportation Services Provided Other PA LEAs 6961,All Other Services Provided Other PA LEAs 6962,All Other Services Provided Other Govt's and LEAs Not Specified Elsewhere 6969,Services Provided Other Funds 6970,Revenue from Community Services Activities 6980,Refunds of a Prior Year Expenditure 6991,Energy Efficiency Revenues and Incentives 6992,Other Revenues Not Specified Elsewhere 6999
1,121136603,Panther Valley SD,Carbon,"$10,721,861.92","$7,500,702.30",$0.00,"$12,089.82","$16,877.63",$0.00,"$25,412.50",,"$25,412.50",$0.00,"$14,622.83",$0.00,$0.00,$0.00,"$884,973.89","$371,386.75","$59,432.04",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$958,372.16","$78,431.31",$0.00,$0.00,$0.00,$0.00,$750.00,$0.00,"$363,879.00",$0.00,$0.00,"$39,927.00","$56,959.16",$0.00,"$6,147.25",$0.00,$0.00,$0.00,$0.00,"$2,392.25",$0.00,$0.00,$0.00,"$16,896.00",$0.00,$0.00,$0.00,$0.00,"$137,250.00","$12,737.05","$137,210.48"
1,121139004,Weatherly Area SD,Carbon,"$6,057,434.58","$4,923,947.14",$0.00,"$7,540.22","$14,221.32",$0.00,"$11,269.20",,"$11,269.20",$0.00,$0.00,$0.00,$475.00,$0.00,"$516,111.89",$0.00,"$50,164.36","$14,078.43",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$261,105.20","$9,508.33",$0.00,"$8,550.00",$0.00,$0.00,$0.00,"$5,121.44","$112,599.81",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$600.00,$0.00,$0.00,$0.00,"$51,947.97",$0.00,$0.00,$0.00,"$49,280.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,645.07"
1,110141003,Bald Eagle Area SD,Centre,"$14,634,829.53","$8,434,351.27","$27,148.36","$16,892.07","$98,327.38",$0.00,"$36,552.30","$2,289,975.68","$36,552.30",$0.00,"$25,277.17",$0.00,$0.00,$0.00,"$2,404,422.77",$0.00,"$136,837.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$708,282.31","$21,337.81",$0.00,"$46,700.47",$0.00,"$1,902.94",$0.00,$0.00,"$292,738.30",$0.00,$0.00,$0.00,$0.00,$0.00,"$3,000.00","$35,940.06",$0.00,$0.00,$255.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,850.00",$0.00,$0.00,$0.00,"$5,934.97",$0.00,"$8,551.37"
1,110141103,Bellefonte Area SD,Centre,"$29,002,826.71","$21,532,887.34","$185,177.59","$34,178.39","$126,173.95",$0.00,$0.00,,$0.00,$0.00,"$62,239.90",$0.00,$0.00,$0.00,"$5,161,293.25",$0.00,"$428,193.01",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$798,379.48","$71,786.04",$0.00,"$45,509.17",$0.00,$0.00,$0.00,$0.00,"$387,046.21",$0.00,$0.00,$0.00,$0.00,$0.00,"$16,670.00",$0.00,$0.00,"$12,600.00",$0.00,"$71,472.56",$0.00,$0.00,"$14,450.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$54,769.82"
1,110147003,Penns Valley Area SD,Centre,"$15,344,540.23","$11,289,799.85","$1,296.45","$17,591.22","$50,942.79",$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,776,155.79",$0.00,"$170,931.87",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$456,988.58","$81,003.78",$0.00,"$40,878.26",$0.00,$0.00,$0.00,$0.00,"$207,417.93",$0.00,$0.00,$0.00,$0.00,$0.00,"$4,189.00",$0.00,$0.00,$0.00,$0.00,"$76,184.33",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$48,780.12",$0.00,"$122,380.26"
1,110148002,State College Area SD,Centre,"$107,274,453.71","$83,695,163.77","$721,636.05","$122,808.36","$514,669.88",$0.00,$0.00,,$0.00,$0.00,"$366,198.36",$0.00,$0.00,$0.00,"$16,204,753.68",$0.00,"$2,176,269.01",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,174,635.28","$110,889.04",$0.00,"$84,362.85",$0.00,$0.00,$0.00,$0.00,"$764,400.11",$0.00,$0.00,$0.00,$0.00,$0.00,"$173,892.34","$103,011.32","$19,416.39",$0.00,"$13,236.00","$103,247.56",$0.00,$0.00,"$757,431.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$33,444.31",$0.00,"$134,988.40"
1,124150503,Avon Grove SD,Chester,"$51,472,049.37","$47,096,747.96","$530,192.54","$60,190.62",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$782,426.55",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,718,477.48","$58,513.28",$0.00,"$415,880.79",$0.00,$0.00,$0.00,"$95,768.61","$523,367.12",$0.00,$0.00,$0.00,$0.00,$0.00,"$67,710.26",$0.00,"$13,494.50","$3,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$16,505.50","$89,774.16"
1,124151902,Coatesville Area SD,Chester,"$99,939,879.29","$83,384,654.35","$89,163.13","$115,830.91",$0.00,$0.00,$0.00,,$0.00,$0.00,"$84,525.89",$0.00,$0.00,$0.00,"$8,267,958.52",$0.00,"$1,272,264.31",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,846,304.16","$51,869.30",$0.00,"$101,975.15",$0.00,$0.00,$0.00,$0.00,"$1,090,738.90",$0.00,$0.00,$0.00,$0.00,$0.00,"$113,542.55","$20,600.00",$0.00,"$53,160.00",$0.00,"$233,305.85",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$103,647.66","$90,278.45","$20,060.16"
1,124152003,Downingtown Area SD,Chester,"$161,450,209.87","$132,009,037.30","$3,176,436.33","$191,739.58",$0.00,$0.00,$0.00,,$0.00,$0.00,"$203,886.01",$0.00,$0.00,$0.00,"$16,076,799.13",$0.00,"$2,514,756.13",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,355,253.70","$381,736.51",$0.00,"$1,275,591.20",$0.00,$0.00,$0.00,$0.00,"$1,691,913.03",$0.00,$0.00,$0.00,$0.00,$0.00,"$235,404.34",$0.00,$0.00,"$53,854.36",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$96,918.63",$0.00,"$102,496.63",$0.00,"$84,386.99"
1,124153503,Great Valley SD,Chester,"$72,327,798.92","$65,468,793.68","$1,103,152.02","$82,030.61",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,614,240.40",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,446,186.70","$96,522.02",$0.00,"$342,624.00","$12,750.91",$0.00,"$15,310.00","$118,382.03","$477,090.79",$0.00,$0.00,$0.00,$0.00,$0.00,"$244,102.32","$1,500.00",$0.00,"$24,975.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,706.43","$237,106.73","$27,325.28"
1,124154003,Kennett Consolidated SD,Chester,"$60,761,634.56","$52,224,845.15","$293,620.75","$71,554.30",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,059,485.00",$0.00,"$771,018.11",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,114,721.81","$41,793.66",$0.00,"$37,404.00",$0.00,$0.00,$0.00,"$170,394.40","$531,247.55",$0.00,$0.00,$0.00,$0.00,$0.00,"$58,857.54","$152,280.77",$0.00,"$19,026.00",$0.00,"$5,270.66",$0.00,$0.00,$0.00,"$89,965.32",$0.00,$0.00,$0.00,$0.00,"$29,863.22",$0.00,"$90,286.32"
1,124156503,Octorara Area SD,Chester,"$33,262,674.00","$28,978,051.96","$275,023.16","$40,609.76",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,093,723.45",$0.00,"$299,211.75",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$699,686.78","$163,982.57",$0.00,"$56,766.00","$1,326.60",$0.00,$0.00,$0.00,"$332,458.65",$0.00,$0.00,$0.00,"$48,797.16",$0.00,"$101,123.05","$22,621.12",$0.00,"$13,615.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$89.77,$0.00,"$74,199.07","$4,601.33",$0.00,"$56,786.82"
1,124156603,Owen J Roberts SD,Chester,"$72,258,694.35","$60,444,189.33","$489,227.39","$85,931.25","$2,550.84",$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,196,188.45",$0.00,"$967,713.40",$0.00,$0.00,$0.00,"$239,846.35",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,307,990.65","$98,592.93",$0.00,"$97,895.00",$0.00,$0.00,$0.00,"$86,921.05","$695,068.74",$0.00,$0.00,$0.00,$0.00,$0.00,"$58,853.75","$52,024.12",$0.00,"$76,116.20",$0.00,$360.02,$0.00,$0.00,"$36,304.50",$0.00,$0.00,$0.00,$0.00,"$58,258.75","$11,812.92","$11,440.41","$241,408.30"
1,124156703,Oxford Area SD,Chester,"$36,511,894.60","$30,992,245.79","$462,066.83","$43,747.30",$710.16,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,437,243.75",$0.00,"$369,566.10",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,083,590.95","$108,665.02",$0.00,"$247,258.60",$0.00,$0.00,$0.00,$0.00,"$387,165.86",$0.00,$0.00,$0.00,$0.00,$0.00,"$161,480.86","$94,346.58",$0.00,$0.00,$0.00,"$5,273.08",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$118,533.72"
1,124157203,Phoenixville Area SD,Chester,"$66,750,427.96","$54,637,279.62","$258,968.81","$74,689.52",$0.00,$0.00,"$61,594.81",,"$61,615.07",$0.00,$0.00,$0.00,$0.00,$0.00,"$6,241,712.73","$1,028,946.50","$797,705.78",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,207,966.36","$48,934.75",$0.00,"$69,718.98",$0.00,$0.00,$0.00,$0.00,"$529,713.20",$0.00,$0.00,$0.00,$0.00,$0.00,"$105,682.50","$147,918.04","$21,782.50","$88,313.08",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$23,519.50","$19,840.55","$324,525.66"
1,124157802,Tredyffrin-Easttown SD,Chester,"$99,320,714.16","$93,251,422.76","$468,201.49","$117,885.83",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,249,203.47","$26,994.36",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,060,991.98","$207,696.09",$0.00,"$144,870.00",$0.00,$0.00,$0.00,"$2,412.00","$804,392.71",$0.00,$0.00,$0.00,$0.00,$0.00,"$642,942.68","$141,583.11",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$202,117.68",$0.00,$0.00
1,124158503,Unionville-Chadds Ford SD,Chester,"$63,772,062.91","$59,422,308.82","$336,301.30","$75,745.84",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,293,205.07",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,354,799.37","$32,815.89",$0.00,"$296,437.77",$0.00,$0.00,$0.00,$0.00,"$474,267.89",$0.00,$0.00,$0.00,$0.00,$0.00,"$76,598.86",$0.00,"$3,783.00","$40,405.00",$0.00,"$224,294.53",$0.00,$0.00,"$13,400.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$17,314.69","$41,440.25","$68,944.63"
1,124159002,West Chester Area SD,Chester,"$178,016,542.37","$147,447,716.65","$955,973.30","$214,682.44",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$19,360,014.16",$0.00,"$4,145,209.39",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,246,013.05","$165,495.53",$0.00,"$136,280.75",$0.00,$0.00,$0.00,"$7,581.00","$1,208,172.52",$0.00,$0.00,$0.00,$0.00,$0.00,"$347,233.17","$5,000.00",$0.00,"$30,241.80",$0.00,"$213,468.15",$0.00,$0.00,"$119,049.50",$0.00,$0.00,$0.00,$0.00,$0.00,"$16,391.00",$0.00,"$398,019.96"
1,106160303,Allegheny-Clarion Valley SD,Clarion,"$5,022,651.92","$2,796,728.81",$0.00,"$4,560.87",$98.40,$0.00,"$14,113.60",,"$14,113.60",$0.00,$0.00,$0.00,$0.00,$0.00,"$419,882.12",$0.00,"$57,231.65",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$314,082.26","$18,504.24",$0.00,"$16,707.25",$0.00,"$49,079.27",$0.00,$0.00,"$130,285.60",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$44,500.00",$0.00,$0.00,$0.00,"$1,052,645.89",$0.00,$0.00,$0.00,$0.00,"$64,421.84","$5,500.00",$0.00,"$1,385.69","$6,728.06","$2,171.36","$9,911.41"
1,106161203,Clarion Area SD,Clarion,"$7,273,173.70","$5,545,932.54",$0.00,"$8,549.55","$21,174.58",$0.00,"$12,800.00",,"$11,110.00",$0.00,"$37,706.68",$0.00,$0.00,$0.00,"$568,406.32","$107,761.50","$108,785.91",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$524,322.73","$4,756.67",$0.00,"$47,288.04",$0.00,$0.00,$0.00,$0.00,"$99,197.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$7,245.00","$3,137.96","$38,736.27",$0.00,$0.00,"$118,931.98",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,330.97"
1,106161703,Clarion-Limestone Area SD,Clarion,"$5,020,251.31","$3,647,883.89",$0.00,"$5,700.63","$67,755.10",$0.00,"$15,643.35",,"$15,643.35",$0.00,"$16,120.42",$0.00,$0.00,$0.00,"$562,313.61",$0.00,"$52,278.93",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$404,423.95","$15,078.74",$0.00,"$37,670.00",$0.00,"$29,515.70",$0.00,$0.00,"$116,143.00",$0.00,$0.00,"$3,365.91",$0.00,$0.00,$300.00,$0.00,"$3,899.99","$2,640.00",$0.00,"$12,678.54",$0.00,$0.00,$160.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,478.16",$0.00,"$6,558.04"
1,106166503,Keystone  SD,Clarion,"$4,692,872.79","$2,949,956.86",$0.00,"$5,243.10","$5,077.57",$0.00,"$17,830.15",,"$17,832.15",$0.00,$0.00,$0.00,$0.00,$0.00,"$579,787.98","$180,946.25","$47,758.80",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$490,350.73","$83,842.95",$0.00,$0.00,$0.00,"$54,145.13","$3,000.00",$0.00,"$145,259.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,000.00",$0.00,$0.00,$0.00,"$70,014.98",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,123.57","$26,703.57"
1,106167504,North Clarion County SD,Clarion,"$2,852,755.49","$1,937,939.92",$0.00,"$3,162.70","$10,210.54",$0.00,"$11,313.05",,"$11,313.05",$0.00,$0.00,$0.00,$0.00,$0.00,"$377,280.27","$67,138.20","$38,075.66",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$179,620.05","$9,731.44",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$102,347.00",$0.00,$0.00,$0.00,$0.00,"$34,759.44",$240.00,"$39,424.71","$5,575.00",$0.00,$0.00,"$11,138.48",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$13,485.98"
1,106168003,Redbank Valley SD,Clarion,"$3,254,997.28","$2,043,777.36",$0.00,"$4,181.93","$2,492.96",$0.00,"$20,742.55",,"$41,522.10","$22,727.60",$0.00,$0.00,$0.00,$0.00,"$569,898.55",$0.00,"$56,726.10",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$198,622.84","$36,551.91",$0.00,"$28,652.32",$0.00,"$47,219.10",$0.00,$0.00,"$150,967.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$6,027.50",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$24,887.46"
1,106169003,Union SD,Clarion,"$2,387,802.10","$1,385,402.99",$0.00,$0.00,"$5,416.34",$0.00,"$8,594.85",,"$9,741.45",$0.00,"$7,210.22",$0.00,$0.00,$0.00,"$299,107.60","$87,951.30","$18,789.83",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$212,939.83","$149,717.57",$0.00,"$19,088.00",$0.00,"$36,033.84",$0.00,$0.00,"$79,080.00",$0.00,$0.00,$0.00,$0.00,"$2,000.00","$7,961.30","$17,435.51","$13,350.00",$0.00,$0.00,"$2,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,247.25","$18,234.22"
1,110171003,Clearfield Area SD,Clearfield,"$15,368,289.54","$11,228,607.07",$0.00,"$17,698.69","$106,867.42",$0.00,$0.00,,$0.00,$0.00,"$50,377.10",$0.00,$0.00,$0.00,"$1,528,308.81",$0.00,"$158,369.44",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,054,773.35","$88,760.93",$0.00,"$45,919.00",$0.00,$0.00,$0.00,$0.00,"$445,550.28",$0.00,$0.00,$0.00,$0.00,$0.00,"$2,200.00","$6,350.00","$19,260.02",$0.00,$0.00,"$63,502.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$115,931.74",$0.00,"$435,813.69"
1,110171803,Curwensville Area SD,Clearfield,"$4,190,550.88","$3,058,494.07",$0.00,"$4,711.61","$10,527.28",$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$581,451.66",$0.00,"$31,613.04",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$254,026.59","$20,079.01",$0.00,"$30,918.26",$0.00,$0.00,$0.00,$0.00,"$196,417.39",$0.00,$0.00,$0.00,$0.00,$0.00,"$1,240.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,071.97"
1,106172003,Dubois Area SD,Clearfield,"$25,413,469.25","$18,371,656.95",$0.00,"$26,125.21","$207,552.30",$0.00,"$70,667.20",,"$70,667.20",$0.00,"$91,745.11",$0.00,$0.00,$0.00,"$3,344,858.83",$0.00,"$311,410.93",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,109,483.22","$25,407.65",$0.00,"$128,249.33",$0.00,$0.00,$0.00,$0.00,"$626,771.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$166,029.28","$9,851.25","$70,536.91","$12,587.00",$0.00,"$737,310.49",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$974.75,$93.02,$0.00,"$31,491.62"
1,110173003,Glendale SD,Clearfield,"$3,336,315.94","$2,183,289.79",$0.00,"$3,857.44","$19,983.14",$0.00,"$9,683.60",,"$9,683.60","$4,201.56",$0.00,$0.00,$0.00,$0.00,"$380,283.75",$0.00,"$21,944.48",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$373,969.54","$1,233.58",$0.00,"$21,555.00",$0.00,$0.00,$0.00,$0.00,"$190,427.72",$0.00,$0.00,"$3,781.64",$0.00,$0.00,$583.95,"$3,824.17",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$106,378.31",$0.00,"$1,634.67"
1,110173504,Harmony Area SD,Clearfield,"$1,259,708.50","$841,746.12",$0.00,"$1,451.69","$3,247.68",$0.00,"$5,046.90",,"$5,046.90",$0.00,"$4,631.00",$0.00,$0.00,$0.00,"$152,416.34",$0.00,"$18,860.95",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$147,740.14","$1,280.24",$0.00,"$3,574.25",$0.00,$0.00,$0.00,$0.00,"$70,315.27",$0.00,$0.00,$0.00,$0.00,$0.00,"$2,412.50",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,938.52",$0.00,$0.00
1,110175003,Moshannon Valley SD,Clearfield,"$3,553,415.73","$2,394,439.34",$0.00,"$4,142.34","$2,587.80",$0.00,"$14,324.20",,"$14,324.20",$0.00,$0.00,$0.00,$0.00,$0.00,"$531,655.64",$0.00,"$29,962.26",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$329,568.26","$20,384.08",$0.00,"$29,338.00",$0.00,$0.00,$0.00,$480.00,"$150,194.43",$0.00,$0.00,$0.00,$0.00,$0.00,"$6,250.00","$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,765.18",$0.00,$0.00
1,110177003,Philipsburg-Osceola Area SD,Clearfield,"$11,534,816.67","$8,272,980.99",$0.00,"$55,324.79","$32,661.92",$0.00,"$24,488.88",,"$24,488.88",$0.00,$0.00,$0.00,$0.00,$0.00,"$1,162,936.33",$0.00,"$105,650.46",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$847,810.56","$12,796.59",$0.00,"$45,624.00",$0.00,$0.00,$0.00,$0.00,"$296,043.96",$0.00,$0.00,$0.00,$0.00,$0.00,$850.00,"$60,000.00",$0.00,"$1,200.00",$0.00,"$1,675.77",$0.00,$0.00,"$1,100.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$522,815.62",$926.92,"$65,441.00"
1,110179003,West Branch Area SD,Clearfield,"$4,776,721.84","$3,363,412.44",$0.00,"$5,439.27","$32,494.43",$0.00,"$16,232.65",,"$16,232.65","$14,658.57","$5,559.65",$0.00,$0.00,$0.00,"$591,775.12",$0.00,"$28,046.43",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$415,669.86","$5,477.68",$0.00,"$23,738.00",$0.00,$0.00,$0.00,$0.00,"$243,562.79",$0.00,$0.00,$0.00,$0.00,$0.00,"$7,900.00","$2,000.00",$0.00,"$1,425.00",$0.00,"$3,068.92",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$28.38,$0.00
1,110183602,Keystone Central SD,Clinton,"$30,627,156.82","$19,838,674.91",$0.00,"$34,802.16","$468,155.58",$0.00,$0.00,,$0.00,$0.00,"$89,361.57",$0.00,$0.00,$0.00,"$6,137,124.05",$0.00,"$412,942.75",$0.00,$0.00,$0.00,"$409,175.82",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,002,687.65","$178,167.36",$0.00,"$127,760.05",$0.00,$0.00,"$6,000.00","$9,396.00","$739,446.60",$0.00,$0.00,$0.00,$0.00,$0.00,$454.00,"$20,000.00",$0.00,$0.00,"$4,530.49","$75,627.69",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,434.13",$362.33,$0.00,"$66,053.68"
