Cat,AUN,school_district,county,total_local_rev,real_estate_revenue,Interim Real Estate Taxes 6112,Public Utility Realty Tax 6113,Payment in Lieu State & Local 6114,Payment in Lieu Federal 6115,"Per Capita, Section 679 6120",Current Act 1 Earned Income Tax 6131,Current Act 511 Per Capita Taxes 6141,Current Act 511 Occupation Taxes-Flat Rate 6142,Current Act 511 Local Services Taxes 6143,Current Act 511 Business Privilege Taxes-Flat Rate 6145,Current Act 511 Mechanical Device Taxes-Flat Rate 6146,Current Act 511 Taxes-Other Flat Rate Assessments 6149,Current Act 511 Earned Income Taxes 6151,Current Act 511 Occupation Taxes 6152,Current Act 511 Real Estate Transfer Taxes 6153,Current Act 511 Amusement Taxes 6154,Current Act 511 Business Privilege Taxes 6155,Current Act 511 Mechanical Device Taxes-Percentage 6156,Current Act 511 Mercantile Taxes 6157,Current Act 511 Taxes-Other Proportional Assessments 6159,Earned Income Tax 6161,Liquor Sales Tax 6162,Cigarette Tax 6163,Sales and Use Tax 6164,General Business Taxes 6165,Business Use & Occupancy Tax 6166,Non-Business Income Tax 6167,Real Estate Transfer Tax 6168,Current Mercantile Taxes 6169,Delinquent Taxes 6400,Earnings on Investments 6500,Food Service Revenue 6600,Revenue from District Activities 6700,Revenue from Local Gov't Units 6810,State Revenue from Other Public Schools 6821,State Revenue from Intermediate Sources 6829,Federal Revenue from Other PA Public Schools  6831,Federal IDEA Revenue Received as Pass Through 6832,ARRA - IDEA Revenue received as Pass Through 6833,ARRA - WIA Revenue received as Pass Through 6834,ARRA - Title I Revenue Received as Pass Through 6835,ARRA - Race to the Top Revenue Received as Pass Through 6836,Federal Revenue from Intermediate Sources 6839,Other Revenue from Intermediate Sources 6890,Rentals 6910,Contributions from Private Sources 6920,Regular Day School Tuition 6941,Summer School Tuition 6942,Adult Education Tuition 6943,Receipts from Other LEAs in PA - Education 6944,Receipts from Out-of-State LEAs 6945,Receipts From Member Districts – AVTS / Special Program Jointure Only 6946,Other Tuition from Patrons 6949,Transportation Services Provided Other PA LEAs 6961,All Other Services Provided Other PA LEAs 6962,All Other Services Provided Other Govt's and LEAs Not Specified Elsewhere 6969,Services Provided Other Funds 6970,Revenue from Community Services Activities 6980,Refunds of a Prior Year Expenditure 6991,Energy Efficiency Revenues and Incentives 6992,Other Revenues Not Specified Elsewhere 6999
1,118406003,Northwest Area SD,Luzerne,"$6,776,156.15","$4,801,505.34",,"$6,773.38","$7,947.61",,"$18,063.43",,"$18,063.42","$20,742.80",,,,,"$888,745.53",,"$72,959.78",,,,,,,,,,,,,,,"$519,737.25","$13,297.36",,"$23,916.50",,,,,"$165,845.04",,,,,,,,,"$49,189.00",,,,,,,,,,,,"$134,884.31",,"$34,485.40"
1,118406602,Pittston Area SD,Luzerne,"$27,503,882.76","$21,475,564.24",,"$28,169.06","$93,075.66",,,,,,"$79,271.54",,,,"$2,908,592.20",,"$267,283.56",,,,,,,,,,,,,,,"$1,992,778.39","$37,995.81",,,,,,,"$323,100.96",,,,,,,,"$2,500.00",,,,"$13,789.70",,,,,,,,,$392.30,,"$281,369.34"
1,118408852,Wilkes-Barre Area SD,Luzerne,"$61,949,047.41","$46,923,966.51",,"$61,254.65","$100,095.22",,,,"$69,212.76",,"$244,189.45",,,,"$4,932,050.56",,"$691,632.30",,"$1,428,672.31",,"$1,315,161.32",,,,,,,,,,,"$4,498,875.29","$78,021.33",,"$49,163.81",,"$167,981.36",,,"$906,533.00",,,,,,,"$60,598.05","$34,000.39","$130,534.10",,,"$170,955.00",,,,,,,,,,,"$86,150.00"
1,118409203,Wyoming Area SD,Luzerne,"$18,393,713.48","$13,887,370.70",,"$18,650.43","$30,444.94",,,,"$72,347.27",,"$26,586.44",,,,"$2,011,740.81",,"$279,732.54",,,,,,,,,,,,,,,"$1,462,759.99","$23,750.53",,,,"$13,035.17",,,"$290,724.96",,,,,,,"$1,100.00","$10,800.00",,"$3,245.00",,"$1,603.81",,,"$3,240.00",,,,,,"$199,940.30",,"$56,640.59"
1,118409302,Wyoming Valley West SD,Luzerne,"$35,053,056.79","$25,597,074.47","$36,701.49","$36,132.60","$59,551.60",,"$65,776.33",,"$65,776.33",,"$82,186.23",,,,"$4,047,152.76",,"$413,323.66",,"$843,077.88","$409,794.35",,,,,,,,,,,,"$2,367,465.73","$21,547.26",,"$39,909.00",,,,,"$710,293.00",,,,,,,"$30,866.60","$6,168.80",,,,"$12,340.45",,,,,,,"$150,000.00","$14,476.17",,,"$43,442.08"
1,117412003,East Lycoming SD,Lycoming,"$10,203,295.68","$6,039,360.48","$32,935.72","$9,737.05",,,,,,,,,,,"$2,607,932.87",,"$119,664.76",,,,,,,,,,,,,,,"$434,359.53","$73,179.40",,"$48,860.37","$9,574.91","$82,693.46",,,"$239,973.00",,,,,,,"$253,396.41","$90,073.54",,$460.00,"$8,845.00",,,,$510.00,,,"$42,000.00",,,,"$103,650.28","$6,088.90"
1,117414003,Jersey Shore Area SD,Lycoming,"$16,868,076.41","$11,302,589.81","$18,188.98","$17,302.26","$150,019.73",,,,,,,,,,"$3,783,604.50",,"$227,459.21",,,,,,,,,,,,,,,"$653,866.81","$70,044.12",,"$70,161.00",,,,,"$510,397.15",,,,,,,"$7,239.00","$2,937.00","$15,831.98",$100.00,,,,,,,,,,,"$4,791.36",,"$33,543.50"
1,117414203,Loyalsock Township SD,Lycoming,"$15,171,884.53","$9,917,316.31","$33,724.79","$15,567.93","$127,735.31",,,,,,"$32,401.70",,,,"$3,132,672.73",,"$534,594.01",,"$376,725.99",,,,,,,,,,,,,"$340,711.44","$28,608.92",,"$54,600.28","$32,000.00","$62,519.49",,,"$252,666.00",,,,,,,"$158,980.70","$12,652.00",,,,"$18,864.26",,,"$2,100.00",,,,,,"$3,315.05",,"$34,127.62"
1,117415004,Montgomery Area SD,Lycoming,"$5,997,279.96","$3,737,895.71","$6,585.61","$5,608.64","$45,519.57",,,,,,"$10,103.35",,"$4,750.00",,"$1,430,077.74",,"$90,871.14",,,,,,,,,,,,,,,"$168,686.89","$74,399.14",,"$25,141.50",,,,$397.00,"$121,362.94",,,,,,,,"$65,000.00",,,,"$195,600.44",,,,,,,,$634.00,,,"$14,646.29"
1,117415103,Montoursville Area SD,Lycoming,"$15,557,335.32","$10,741,350.47","$16,238.63","$16,165.19","$30,933.82",,,,,,,,,,"$3,431,782.95",,"$227,254.62",,,,,,,,,,,,,,,"$510,888.31","$32,897.69",,"$57,718.24",,,,"$3,571.00","$282,530.00",,,,,,,$831.38,"$54,059.01","$10,140.41","$11,590.00",,"$40,853.93",,,"$25,425.00",,,,,,"$46,781.28",,"$16,323.39"
1,117415303,Muncy SD,Lycoming,"$9,673,242.95","$7,074,118.94","$10,074.05","$9,895.78",$16.92,,,,,,"$36,543.84",,,,"$1,787,793.49",,"$146,548.71",,,,,,,,,,,,,,,"$205,790.61","$37,310.85",,"$58,540.79",,"$63,229.48",,"$2,381.00","$167,278.00",,,,,,,,"$36,592.82",,"$2,030.00",,"$6,712.20",,,,,,"$5,000.00",,,"$9,716.12",,"$13,669.35"
1,117416103,South Williamsport Area SD,Lycoming,"$7,610,970.20","$4,775,893.06",,"$8,084.32","$19,570.35",,,,,,,,,,"$2,030,363.87",,"$204,326.19",,,,,,,,,,,,,,,"$339,666.30","$6,529.99",,"$41,658.11",,,,,"$165,175.00",,,,,,,"$3,500.00","$9,197.00",,"$2,250.00",,,,,,,,,,,,"$3,974.82",$781.19
1,117417202,Williamsport Area SD,Lycoming,"$34,902,946.04","$20,354,179.27","$56,357.77","$35,812.80","$245,506.58",,,"$7,196,917.53",,,,,,,"$2,398,972.51",,"$461,680.84",,,,,,,,,,,,,,,"$1,778,327.77","$94,567.59",,"$126,771.70",,,,,"$777,512.00",,,,,,,"$126,517.89","$355,604.33",,"$23,870.00",,"$283,634.22",,,"$1,975.00",,,"$45,889.82",,,"$452,035.38",,"$86,813.04"
1,109420803,Bradford Area SD,McKean,"$12,724,698.49","$8,951,188.06",,"$13,392.52","$50,574.91",,,,,,,,,,"$1,542,964.57",,"$141,655.90",,,,,,,,,,,,,,,"$1,244,769.30","$41,541.03",,"$15,024.00",,,"$4,000.00",,"$415,396.92",,,,"$3,998.40","$110,823.36",,"$9,800.00","$1,311.58",,$300.00,,"$72,269.98",,,,,,,,"$80,764.00",,,"$24,923.96"
1,109422303,Kane Area SD,McKean,"$4,673,645.69","$2,735,555.24",,"$4,349.08","$15,121.61","$169,747.44","$18,458.90","$268,545.96","$18,458.90",,,,,,"$675,043.85","$22,247.34","$33,222.60",,,,,,,,,,,,,,,"$322,927.66","$49,871.48",,"$31,327.00",,"$3,206.12","$9,415.67",,"$209,873.00",,,,,,,"$14,439.00","$35,163.26",,"$3,595.00",,,,,,,,,,,"$20,784.67","$2,457.54","$9,834.37"
1,109426003,Otto-Eldred SD,McKean,"$2,019,615.65","$1,264,987.51",,"$1,876.59","$2,503.31",,,,,,,,,,"$276,384.50",,"$29,644.66",,,,,,,,,,,,,,,"$230,705.76","$9,564.24",,"$25,156.56",,,,,"$102,520.00",,,,,,,$150.00,"$8,883.85","$6,534.45",,,,,,,,,,,,"$1,066.55","$1,352.64","$58,285.03"
1,109426303,Port Allegany SD,McKean,"$3,226,191.56","$2,126,307.00",,"$3,389.35","$27,257.46",,"$11,251.00",,"$11,251.00",,,,,,"$439,770.19",,"$30,920.69",,,,,,,,,,,,,,,"$318,838.12","$26,999.72",,"$19,873.00",,,,,"$154,034.00",,,,,,,,"$3,631.00",,,,,,,,,,,,,"$21,003.03",,"$31,666.00"
1,109427503,Smethport Area SD,McKean,"$3,967,192.17","$2,789,624.25",,"$4,178.97","$86,004.93","$21,183.72","$12,507.10",,"$12,507.10",,,,,,"$460,390.94",,"$43,510.62",,,,,,,,,,,,,,,"$363,197.90","$19,211.47",,"$17,596.18",,,,,"$135,050.00",,,,,,,,,,,,,,,"$1,100.00",,,,,,,,"$1,128.99"
1,104431304,Commodore Perry SD,Mercer,"$2,590,096.36","$1,669,344.00",,"$2,428.50","$2,700.44",,"$11,852.90",,"$11,852.90",,"$11,401.98",,,,"$327,589.34",,,,,,,,,,,,,,,,,"$135,978.94","$32,212.39",,"$9,377.00",,,,"$258,310.96","$99,455.00",,,,,,,,,,,,,,,,,,,,,,,"$17,592.01"
1,104432503,Farrell Area SD,Mercer,"$4,461,375.00","$2,791,963.00",,"$3,652.00","$44,846.00",,"$3,506.00",,"$2,367.00","$2,878.00","$13,511.00",,,,"$272,167.00",,,,,,,,,,,,,,,,,"$219,194.00","$10,798.00",,$885.00,,,,"$661,851.00","$149,926.00",,,,,,"$58,055.00",$571.00,,$225.00,,,"$94,452.00",,,"$1,151.00",,,,,,,,"$129,377.00"
1,104432803,Greenville Area SD,Mercer,"$7,406,917.77","$5,021,847.96",,"$6,786.25",,,"$18,581.60",,"$18,581.60","$25,696.80",,,,,"$812,014.02",,"$127,454.81",,,,,,,,,,,,,,,"$340,534.25","$19,953.37",,"$51,813.45",,"$206,895.73","$4,629.22","$39,438.95","$206,643.95",,,,,"$83,807.78",,"$1,771.94","$68,775.00","$193,043.74",,,"$26,593.98",,,"$1,700.00",,,,,,"$2,903.32",,"$127,450.05"
1,104432903,Grove City Area SD,Mercer,"$21,551,938.86","$10,419,140.31",,"$14,176.76","$1,693.36",,"$44,440.90",,"$44,440.90",,"$55,357.24",,,,"$1,549,841.15",,"$191,938.13",,,,,,,,,,,,,,,"$438,060.66","$80,899.74",,"$58,515.50","$1,146.15",,,"$98,127.56","$360,469.00",,,,,,,"$11,759.99","$9,675.00","$15,105.00",,,"$7,035,926.65","$1,076,623.20",,,,,,,,"$32,861.79",,"$11,739.87"
1,104433303,Hermitage SD,Mercer,"$18,614,087.65","$15,121,692.33",,"$19,353.01",,,"$42,427.30",,"$42,427.30",,"$58,284.15",,,,"$1,701,976.43",,"$298,530.52",,,,,,,,,,,,,,,"$642,813.49","$46,621.68",,"$40,876.00",,,,,"$324,934.00",,,,,,,"$2,491.25","$1,000.00","$86,640.18",$621.00,,,,,"$29,164.50",,,,,,"$148,851.94","$3,229.75","$2,152.82"
1,104433604,Jamestown Area SD,Mercer,"$3,685,125.35","$2,527,735.37",,"$3,386.21","$37,474.48",,"$10,426.20",,"$10,426.20",,,,,,"$294,670.79",,"$49,399.58",,,,,,,,,,,,,,,"$282,353.85","$14,121.47",,"$7,059.64",,,,,"$113,636.00",,,,,"$248,748.30",,,"$1,696.36",,,,"$5,506.45",,,,,,,,,"$20,372.15",,"$58,112.30"
1,104433903,Lakeview SD,Mercer,"$5,104,467.44","$3,375,471.40",,"$4,946.60",,,"$21,805.10",,"$21,574.10","$3,138.81",,,,,"$748,129.82",,"$105,386.87",,,,,,,,,,,,,,,"$178,657.60","$31,784.64",,"$34,007.06","$1,884.00",,,"$112,080.83","$249,939.00",,,,,,"$11,075.68",$425.00,,,,,"$7,277.85",,,,,,,,,"$23,865.48",,"$173,017.60"
1,104435003,Mercer Area SD,Mercer,"$7,887,930.64","$5,198,901.53",,"$7,270.68","$1,524.12",,"$24,181.80",,"$24,181.80",,"$21,695.78",,,,"$1,070,162.90",,"$108,849.11",,,,,,,,,,,,,,,"$369,484.26","$6,162.47",,"$37,708.57",,,,"$2,478.00","$275,823.00",,,,,"$342,139.68","$78,823.43",$993.23,"$6,150.00",,,,"$158,692.45",,,,,,,,,"$98,009.41",,"$54,698.42"
1,104435303,Reynolds SD,Mercer,"$6,265,886.15","$4,487,097.18",,"$6,243.11","$1,584.45",,"$27,432.06",,"$27,271.72",,"$11,182.63",,,,"$700,602.21",,"$73,533.94",,,,,,,,,,,,,,,"$308,006.77","$16,755.34",,"$22,656.55",,,,"$400,888.29","$140,947.72",,,,,,,-$370.00,"$7,950.05",,,,"$29,415.61",,,,,,,,,,,"$4,688.52"
1,104435603,Sharon City SD,Mercer,"$9,326,209.80","$5,743,992.56",,"$8,544.84","$14,399.02",,"$17,593.80",,"$35,720.70",,"$27,198.82",,,,"$829,326.53",,"$117,604.92",,,,,,,,,,,,,,,"$832,143.90","$5,235.99",,,,,,,"$469,842.00",,,"$926,590.59","$16,156.46","$1,500.00",,"$65,663.64","$35,125.41","$6,041.67",,,,,,"$52,181.52",,,,,"$7,075.00","$81,500.24",,"$32,772.19"
1,104435703,Sharpsville Area SD,Mercer,"$6,321,027.64","$4,298,848.34",,"$5,664.14","$5,417.12",,"$18,867.60",,"$18,867.60","$24,178.40",,,,,"$728,369.35",,"$69,420.98",,,,,,,,,,,,,,,"$205,318.47","$14,768.96",,"$30,671.00",,,"$10,000.00","$317,416.13","$165,160.00",,,,$378.00,,,$850.00,$725.00,"$75,146.83","$7,000.00",,"$305,204.00",,,,,"$2,980.12",,,,"$12,558.00",,"$3,217.60"
1,104437503,West Middlesex Area SD,Mercer,"$5,890,798.85","$4,088,951.82",,"$5,492.18",,,"$17,249.70",,"$17,249.70",,"$17,767.53",,,,"$641,451.29",,,,,,,,,,,,,,,,,"$339,928.72","$20,819.27",,"$27,425.79",,,,$496.00,"$167,299.00",,,,,"$389,790.18",,"$3,600.00","$1,224.08","$51,027.44",,,"$19,480.80",,,,,,,,,"$65,837.00",,"$15,708.35"
1,111444602,Mifflin County SD,Mifflin,"$33,694,961.81","$22,809,428.27","$61,371.61","$34,303.14","$244,879.71",,"$102,141.00",,"$101,504.00",,"$96,486.64",,,,"$6,234,497.17",,"$360,108.74",,,,,,,,,,,,,,,"$2,337,687.01","$57,396.23",,"$90,126.08",,,,"$18,145.00","$832,983.42",,,,,"$12,000.00",,"$14,225.00","$30,865.34",,,,"$43,491.95",,,,,,"$124,132.32",,,"$2,125.99",,"$87,063.19"
1,120452003,East Stroudsburg Area SD,Monroe,"$102,676,677.37","$87,439,821.81","$113,850.42","$115,217.20","$80,306.43",,,,,,"$78,284.20",,,,"$3,769,149.92",,"$932,303.62",,,,,,,,,,,,,,,"$8,306,321.36","$388,736.36",,"$36,926.08",,,,"$2,912.00","$1,059,604.21",,,,,,,"$145,931.98",,"$49,221.39","$16,057.00",,"$18,270.24",,,,"$5,614.83",,,,,"$12,225.77",,"$105,922.55"
1,120455203,Pleasant Valley SD,Monroe,"$50,918,605.89","$42,266,989.96","$42,844.04","$54,762.81","$6,614.03",,,,,,,,,,"$3,066,905.78",,"$474,284.56",,,,,,,,,,,,,,,"$3,231,341.46","$146,478.50",,"$47,887.88",,,,,"$614,871.10",,,,"$4,000.00",,,"$130,287.11","$2,000.00",,"$26,089.88",,"$252,023.46",,,,"$43,496.79",,,"$486,596.45",,"$16,077.72",,"$5,054.36"
1,120455403,Pocono Mountain SD,Monroe,"$141,786,850.46","$121,046,842.98","$147,874.04","$159,987.48","$197,681.10",,,,,,,,,,"$5,453,696.72",,"$1,868,292.96",,,,,,,,,,,,,,,"$10,342,698.12","$568,827.39",,"$36,841.00",,,$500.00,,"$1,626,243.14",,,,,"$5,932.39",,"$46,123.95","$20,284.00",,,,"$85,358.95",,,"$7,070.00",,"$23,516.83",,,,"$115,908.16","$9,865.53","$23,305.72"
1,120456003,Stroudsburg Area SD,Monroe,"$72,055,852.51","$62,008,852.17","$91,518.98","$76,272.10","$41,388.36",,,,,,"$78,765.63",,,,"$3,362,566.64",,"$678,778.42",,,,,,,,,,,,,,,"$4,554,555.94","$176,165.11",,"$32,452.09",,,,,"$653,952.25",,,,,,,"$21,461.93","$20,074.43",,"$8,175.00",,"$7,022.47",,,,,,,,,"$191,652.90","$33,710.67","$18,487.42"
1,123460302,Abington SD,Montgomery,"$112,671,313.90","$100,307,125.91","$149,426.33","$117,073.20","$36,522.38",,,,,,,,,,"$7,111,841.64",,"$1,371,509.04",,,,,,,,,,,,,,,"$2,133,790.68","$140,399.65",,,,,,,"$1,161,597.51",,,,,,,"$82,565.23","$36,367.59",,"$21,070.00",,,,,,,,,,,,"$2,024.74",
1,123460504,Bryn Athyn SD,Montgomery,"$276,961.00","$87,690.00",,,,,,,,,,,,,"$173,970.00",,,,,,,,,,,,,,,,,,"$3,301.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,000.00"
1,123461302,Cheltenham SD,Montgomery,"$88,354,675.00","$78,633,304.00","$294,790.00","$92,610.00",,,,,,,"$50,023.00",,,,"$3,491,531.00",,"$959,615.00",,,,"$372,037.00",,,,,,,,,,,"$1,995,823.00","$266,633.00",,"$74,204.00",,,,,"$793,319.00",,,,,,,"$40,051.00","$130,129.00","$2,861.00","$24,575.00",,,,,,,,,,"$1,046,968.00","$15,283.00",,"$70,919.00"
1,123461602,Colonial SD,Montgomery,"$97,272,353.54","$79,865,284.09","$1,590,545.34","$97,851.25","$66,089.28",,,,,,,,,,"$9,172,227.57",,"$2,181,578.67","$55,268.87",,,,,,,,,,,,,,"$877,276.41","$420,075.77",,,,,,,"$953,890.45",,,,,,,"$100,179.88","$19,504.93",,"$21,488.99","$50,655.00","$1,493,908.80",,,,,,,,"$81,962.41","$141,254.39",,"$83,311.44"
1,123463603,Hatboro-Horsham SD,Montgomery,"$78,860,817.01","$67,479,742.62","$1,118,745.93","$81,778.44","$2,156.00",,,,,,,,,,"$5,979,033.51",,"$1,145,718.96",,,,,,,,,,,,,,,"$1,279,614.27","$186,318.63",,"$39,576.00",,,,,"$911,343.27",,,,,,,"$424,976.00","$24,644.65",,,,"$116,729.57",,,"$54,912.00",,,,,,,,"$15,527.16"
1,123463803,Jenkintown SD,Montgomery,"$12,155,250.00","$10,427,509.00",,"$13,042.00",,,,,,,"$31,139.00",,,,"$938,770.00",,"$184,313.00",,,,"$90,897.00",,,,,,,,,,,"$269,067.00","$19,066.00",,"$24,984.00",,,,"$8,146.00","$97,482.00",,,,,,,"$7,585.00","$37,213.00",,,,,,,,,,,,,,,"$6,037.00"
1,123464502,Lower Merion SD,Montgomery,"$216,568,717.42","$204,935,902.59","$880,606.87","$218,936.27",,,,,,,"$212,468.88",,,,,,"$3,768,203.40",,,,,,,,,,,,,,,"$4,050,273.70","$738,015.11",,"$30,710.00",,,,"$42,563.70","$1,238,040.08",,,,,,,"$25,000.00","$43,816.75",,"$200,759.11",,,,,,,,,,"$56,365.00","$118,533.67",,"$8,522.29"
1,123464603,Lower Moreland Township SD,Montgomery,"$37,976,058.59","$33,798,647.93","$30,923.00","$39,356.20",,,,,,,,,,,"$1,985,621.41",,"$439,473.69",,,,,,,,,,,,,,,"$732,030.55","$99,550.02",,,,,,,"$371,518.55",,,,,,,"$57,950.00",,"$29,505.09",,"$26,670.00","$83,391.58",,,"$280,265.60",,,,,,,,"$1,154.97"
1,123465303,Methacton SD,Montgomery,"$81,612,630.46","$68,721,765.91","$641,025.21","$85,786.39","$56,216.41",,"$89,357.23",,"$89,357.18","$104,571.40",,,,,"$7,008,785.89",,"$971,741.06","$50,345.69",,,,,,,,,,,,,,"$1,636,033.82","$148,214.68",,"$225,589.95",,,,"$25,761.47","$882,887.24",,,,,,,"$75,185.71",$747.58,,"$33,678.21","$189,074.09","$339,430.00",,,,,,,,,"$165,168.41","$56,345.16","$15,561.77"
1,123465602,Norristown Area SD,Montgomery,"$105,177,554.00","$87,844,207.20","$463,305.33","$109,539.25","$85,925.00",,"$69,211.85",,"$69,211.80",,,,,,"$7,665,112.40",,"$1,219,924.46",,,,,,,,,,,,,,,"$5,425,442.88","$167,768.86",,"$16,123.75",,,,,"$1,621,744.34",,,,,"$239,763.73",,"$65,135.00",,,"$1,773.25",,"$105,635.82",,,,,,,,,,,"$7,729.08"
1,123465702,North Penn SD,Montgomery,"$195,663,474.79","$169,002,192.68","$882,235.06","$199,924.52",$209.61,,,,,,,,,,"$16,470,752.90",,"$3,153,704.23",,,,,,,,,,,,,,,"$1,954,993.20","$610,613.47",,"$227,686.00",,,,,"$2,368,453.78",,,,,,,"$98,061.71",,,"$44,096.80",,"$237,135.40",,,"$1,635.00",,,,,,"$303,566.20","$22,306.96","$85,907.27"
1,123466103,Perkiomen Valley SD,Montgomery,"$79,319,339.45","$62,220,254.84","$153,133.95","$82,780.37","$256,933.42",,,,,,,,,,"$12,108,322.96",,"$1,131,204.19",,,,,,,,,,,,,,,"$1,227,774.36","$162,683.49",,"$376,065.10",,,,"$3,277.96","$876,276.35",,,,,,,"$76,414.00",,,,"$434,631.60",,,,,,,,,,"$81,886.94","$24,284.71","$103,415.21"
1,123466303,Pottsgrove SD,Montgomery,"$44,382,832.00","$37,516,554.00","$56,638.00","$47,238.00",,,"$48,201.00",,"$48,201.00",,"$33,737.00",,,,"$3,004,541.00",,"$612,907.00",,,,"$454,654.00",,,,,,,,,,,"$1,180,473.00","$198,816.00",,"$34,356.00",,,,,"$631,811.00",,,,,"$3,377.00",,"$42,954.00","$58,581.00",,$295.00,,,,,,"$97,734.00",,,,,"$216,863.00",,"$94,901.00"
1,123466403,Pottstown SD,Montgomery,"$34,616,355.53","$28,573,686.06","$116,193.64","$36,660.28","$38,680.41",,"$31,626.56",,"$31,626.56",,"$46,385.99",,,,"$2,121,509.32","$137,683.11","$330,013.11",,,,,,,,,,,,,,,"$1,405,425.24","$108,901.65",,"$21,626.00",,"$12,952.44",,"$78,827.00","$670,695.74",,,,,"$4,084.00",,"$104,893.87","$431,038.42",,,,,,,,"$1,300.62",,,,,"$73,859.11",,"$238,686.40"
1,123467103,Souderton Area SD,Montgomery,"$91,620,319.76","$76,414,279.53","$664,293.88","$96,601.33","$283,057.26",,"$139,499.28",,"$139,499.27",,,,,,"$7,990,731.01",,"$1,286,798.66",,,,,,,,,,,,,,,"$1,110,192.88","$170,415.05",,"$479,910.09",,"$2,000.00",,,"$1,203,177.06",,,,,"$255,814.00",,"$162,888.31","$11,469.81","$5,149.94",$146.70,"$152,418.00","$347,610.02",,,,"$39,014.70",,,,"$420,373.00","$43,413.70","$49,366.83","$152,199.45"
1,123467203,Springfield Township SD,Montgomery,"$44,399,024.11","$38,200,882.38","$160,070.42","$45,066.59",,,,,,,,,,,"$3,020,299.89",,"$750,756.81",,,,,,,,,,,,,,,"$1,155,148.60","$257,780.54",,"$1,716.50",,,,,"$379,658.57",,,,,,,"$283,301.35",$750.00,,,,,,,,"$44,050.00",,,,"$31,533.50","$17,984.30","$24,105.42","$25,919.24"
1,123467303,Spring-Ford Area SD,Montgomery,"$120,169,257.67","$96,729,627.88","$1,035,120.17","$120,231.21","$1,663,580.22",,,,,,"$173,548.36",,,,"$10,230,082.59",,"$2,625,161.03",,,,,,,,,,,,,,,"$4,631,084.12","$264,373.35",,"$435,116.07","$70,000.00",,"$2,000.00","$7,162.11","$1,495,623.94",,,,,,,"$221,957.75","$52,901.41",,"$12,940.00",,"$33,617.08",,,,,,,,,"$143,141.06","$51,962.32","$170,027.00"
1,123468303,Upper Dublin SD,Montgomery,"$79,315,492.12","$68,863,138.27","$186,880.97","$80,085.38",$606.42,,,,,,,,,,"$5,313,848.40",,"$1,559,741.22",,,,,,,,,,,,,,,"$882,280.90","$187,651.38",,"$287,005.26",,,,"$3,802.00","$500,824.22",,,,,,,"$159,497.65","$144,156.23",,"$36,300.00","$9,406.00","$591,142.18",,,,,,"$25,060.00",,"$262,493.48","$99,692.64","$12,014.03","$109,865.49"
1,123468402,Upper Merion Area SD,Montgomery,"$84,347,158.71","$72,242,252.84","$5,072,470.00","$80,733.99","$107,074.04",,,,,,"$261,327.99",,,,,,"$3,636,877.12","$179,776.42",,,,,,,,,,,,,,"$920,315.04","$226,736.14",,"$17,674.00",,,,,"$535,455.18",,,,,,,"$489,033.64",,,"$2,290.00",,,,,"$9,250.00",,,,,,"$127,165.14","$14,195.10","$424,532.07"
1,123468503,Upper Moreland Township SD,Montgomery,"$48,319,633.29","$40,485,166.00","$2,287,189.27","$49,040.49",,,,,,,,,,,"$3,088,038.06",,"$585,311.98",,,,,,,,,,,,,,,"$755,450.84","$163,374.91",,"$84,944.00",,,,,"$524,614.16",,,,,,,"$71,366.49",,"$81,224.95",,,,,,,,,,,,"$27,711.34","$9,003.85","$107,196.95"
1,123468603,Upper Perkiomen SD,Montgomery,"$38,497,571.70","$32,426,443.28","$236,934.64","$38,511.63",$27.48,,"$64,393.50",,"$64,393.50",,,,,,"$3,211,154.85",,"$625,518.54",,,,,,,,,,,,,,,"$755,724.52","$168,799.25",,"$102,041.00",,,,,"$631,871.19",,,,"$3,901.71",,,"$41,875.14","$19,159.53","$3,140.83",,,,,,,"$49,769.00",,,,,"$35,254.37","$9,658.08","$8,999.66"
1,123469303,Wissahickon SD,Montgomery,"$77,485,552.99","$63,293,243.96","$311,098.32","$79,592.44",,,,,,,,,,,"$8,763,956.20",,"$2,648,206.00",,,,,,,,,,,,,,,"$898,392.80","$185,645.18",,"$196,048.62",,,,"$854,049.57","$24,713.02",,,,,,,"$109,292.32",,"$4,122.72","$12,359.55",,"$75,693.09",,,,,,,,"$1,200.00","$25,930.33",,"$2,008.87"
1,116471803,Danville Area SD,Montour,"$22,949,759.84","$13,107,015.40","$105,648.02","$22,261.93","$15,271.41",,,,,,,,,,"$6,799,721.21",,"$350,212.95",,,,,,,,,,,,,,,"$681,428.60","$45,875.91",,"$70,238.88",,,,,"$435,730.18",,,,,,,"$75,666.00","$969,612.00",,"$5,235.00",,"$49,762.60",,,,,,,,,"$92,383.75",,"$123,696.00"
1,120480803,Bangor Area SD,Northampton,"$33,613,743.43","$27,294,275.97","$66,265.46","$35,095.44",$34.74,,,,,,"$18,963.37",,,,"$3,622,765.68",,"$364,481.65",,,,,,,,,,,,,,,"$1,457,453.68","$87,795.67",,"$55,013.12",,,,"$415,026.54","$1,567.00",,,,,,,"$2,793.46","$17,183.97",,"$2,914.50",,,,,,,,,,,,,"$172,113.18"
