Cat,AUN,school_district,county,total_local_rev,real_estate_revenue,Interim Real Estate Taxes 6112,Public Utility Realty Tax 6113,Payment in Lieu State & Local 6114,Payment in Lieu Federal 6115,"Per Capita, Section 679 6120",Current Act 1 Earned Income Tax 6131,Current Act 511 Per Capita Taxes 6141,Current Act 511 Occupation Taxes-Flat Rate 6142,Current Act 511 Local Services Taxes 6143,Current Act 511 Business Privilege Taxes-Flat Rate 6145,Current Act 511 Mechanical Device Taxes-Flat Rate 6146,Current Act 511 Taxes-Other Flat Rate Assessments 6149,Current Act 511 Earned Income Taxes 6151,Current Act 511 Occupation Taxes 6152,Current Act 511 Real Estate Transfer Taxes 6153,Current Act 511 Amusement Taxes 6154,Current Act 511 Business Privilege Taxes 6155,Current Act 511 Mechanical Device Taxes-Percentage 6156,Current Act 511 Mercantile Taxes 6157,Current Act 511 Taxes-Other Proportional Assessments 6159,Earned Income Tax 6161,Liquor Sales Tax 6162,Cigarette Tax 6163,Sales and Use Tax 6164,General Business Taxes 6165,Business Use & Occupancy Tax 6166,Non-Business Income Tax 6167,Real Estate Transfer Tax 6168,Current Mercantile Taxes 6169,Delinquent Taxes 6400,Earnings on Investments 6500,Food Service Revenue 6600,Revenue from District Activities 6700,Revenue from Local Gov't Units 6810,State Revenue from Other Public Schools 6821,State Revenue from Intermediate Sources 6829,Federal Revenue from Other PA Public Schools  6831,Federal IDEA Revenue Received as Pass Through 6832,ARRA - Race to the Top received as Pass Through 6836,Federal Cares Act Revenue Received as Pass Through 6837,Federal Revenue from Intermediate Sources 6839,Other Revenue from Intermediate Sources 6890,Rentals 6910,Contributions from Private Sources 6920,Regular Day School Tuition 6941,Summer School Tuition 6942,Adult Education Tuition 6943,Receipts from Other LEAs in PA - Education 6944,Receipts from Out-of-State LEAs 6945,Receipts From Member Districts – AVTS / Special Program Jointure Only 6946,Other Tuition from Patrons 6949,Transportation Services Provided Other PA LEAs 6961,All Other Services Provided Other PA LEAs 6962,All Other Services Provided Other Govt's and LEAs Not Specified Elsewhere 6969,Services Provided Other Funds 6970,Revenue from Community Services Activities 6980,Refunds of a Prior Year Expenditure 6991,Energy Efficiency Revenues and Incentives 6992,Other Revenues Not Specified Elsewhere 6999
1,110141103,Bellefonte Area SD,Centre,"$33,928,305.88","$24,964,031.75","$370,055.78","$30,699.88","$134,331.75",,,,,,"$63,294.41",,,,"$6,472,236.90",,"$721,623.44",,,,,,,,,,,,,,,"$581,623.96","$41,235.95",,$870.00,,,,,"$519,038.64",,,,,,,,,,"$6,978.91",,,"$7,750.00",,,,,,,,"$14,534.51"
1,110147003,Penns Valley Area SD,Centre,"$17,678,218.17","$12,824,257.51","$59,459.63","$16,195.00","$86,270.78",,,,,,,,,,"$3,556,780.10",,"$247,137.38",,,,,,,,,,,,,,,"$364,341.57","$144,118.87",,"$1,359.27",,,,"$231,424.35","$4,740.35",,,,,"$33,233.02","$21,000.00",,,,,,,,,,,,,"$66,136.91",,"$21,763.43"
1,110148002,State College Area SD,Centre,"$133,927,009.08","$106,087,113.47","$1,388,429.19","$122,788.49","$613,671.21",,,,,,"$315,548.50",,,,"$18,662,696.22",,"$3,542,447.60",,,,,,,,,,,,,,,"$1,653,703.10","$150,576.61",,"$1,292.19",,,,,"$733,829.33",,,,,"$18,579.62","$15,000.00","$15,548.32",,,"$27,035.04",,,"$352,566.96",,,,,,"$22,528.73",,"$203,654.50"
1,124150503,Avon Grove SD,Chester,"$62,425,563.55","$57,495,379.84","$297,718.12","$55,113.59",,,,,,,,,,,,,"$1,179,287.14",,,,,,,,,,,,,,,"$1,857,962.56","$129,292.61",,"$339,730.76",,,,,"$547,826.05",,"$333,985.56",,,"$30,563.78","$32,047.67",,,,,,,,,,,,,"$72,426.59","$47,124.41","$7,104.87"
1,124151902,Coatesville Area SD,Chester,"$122,190,209.53","$102,732,533.23","$969,085.18","$110,481.34",$234.10,,,,,,"$77,913.39",,,,"$9,149,615.89",,"$2,252,395.73",,,,,,,,,,,,,,,"$4,042,625.19","$44,451.42",,"$1,628.10",,,,"$838,348.74","$1,256,057.65",,,,,"$243,457.92","$37,148.38","$14,167.80",,,,,,"$296,632.97",,,,,,"$15,968.08",,"$107,464.42"
1,124152003,Downingtown Area SD,Chester,"$177,978,724.89","$142,289,600.70","$3,372,341.54","$161,899.77",,,,,,,"$206,962.05",,,,"$19,519,517.29",,"$4,868,083.79",,,,,,,,,,,,,,,"$3,171,912.92","$531,235.05",,"$1,434,585.76",,,,,"$1,621,017.16",,"$449,950.25",,,"$62,347.75",,,"$94,696.75",,,,,,,,,"$75,041.27",,"$43,178.72",,"$76,354.12"
1,124153503,Great Valley SD,Chester,"$92,811,726.46","$83,018,996.50","$2,618,568.40","$83,625.64",,,,,,,,,,,,,"$2,804,439.43",,,,,,,,,,,,,,,"$3,007,618.70","$40,192.53",,"$318,069.93",,,,"$5,076.47","$601,833.44",,,,,"$116,961.25","$53,429.31",,"$39,945.80",,"$8,202.97",,,,,,,,,"$80,470.11",$713.70,"$13,582.28"
1,124154003,Kennett Consolidated SD,Chester,"$72,284,102.63","$60,622,359.96","$761,052.79","$65,256.73",,,,,,,,,,,"$5,533,173.96",,"$1,578,951.32",,,,,,,,,,,,,,,"$2,001,167.03","$31,232.34",,,,,,"$164,356.97","$460,634.42",,"$865,087.65",,,"$28,594.25","$85,574.30",,"$3,500.00",,,,,,,,,,,"$79,471.57",,"$3,689.34"
1,124156503,Octorara Area SD,Chester,"$39,589,610.77","$33,839,377.71","$187,127.28","$35,416.78",,,,,,,,,,,"$2,427,155.99",,"$535,829.20",,,,,,,,,,,,,,,"$742,367.58","$37,164.09",,,,,,,"$362,578.12",,"$882,476.24","$18,900.00",,"$90,244.40",,,,,"$275,832.00",,,"$3,403.00",,,,,,,,"$151,738.38"
1,124156603,Owen J Roberts SD,Chester,"$91,855,036.00","$76,211,161.15","$423,592.73","$81,531.68","$2,620.29",,,,,,,,,,"$8,016,988.77",,"$1,537,626.63",,,,"$200,727.21",,,,,,,,,,,"$2,060,991.02","$97,006.87",,"$13,020.18",,,,"$62,619.75","$976,224.12",,"$353,910.83",,,"$7,016.76","$19,600.13",,"$151,550.00",,,,,"$17,404.00",,,,,"$14,711.00","$226,789.83",,"$1,379,943.05"
1,124156703,Oxford Area SD,Chester,"$41,793,175.57","$34,597,911.45","$253,165.01","$36,753.54","$1,409.07",,,,,,,,,,"$3,107,091.45",,"$617,433.63",,,,,,,,,,,,,,,"$994,583.37","$5,189.73",,"$52,235.12",,,,,"$628,262.41",,"$1,104,411.07",,,"$110,243.77","$75,674.30",,,,,,,,,,,,,"$187,834.29",,"$20,977.36"
1,124157203,Phoenixville Area SD,Chester,"$79,511,037.47","$63,426,553.12","$615,229.85","$70,633.64",,,"$54,750.71",,"$109,501.41",,,,,,"$7,800,044.93","$1,578,179.19","$1,509,271.19",,,,,,,,,,,,,,,"$3,349,887.24","$92,391.53",,"$25,650.00",,,,,"$519,748.00",,,,,"$145,169.00","$50,000.00",$189.00,"$10,700.00",,,,,"$3,308.00",,,,,,"$148,965.73",$864.93,
1,124157802,Tredyffrin-Easttown SD,Chester,"$126,382,313.15","$118,530,984.89","$723,658.80","$113,063.99",,,,,,,,,,,,,"$3,895,761.83","$1,145.82",,,,,,,,,,,,,,"$1,300,970.42","$148,279.42",,"$85,672.00",,,,,"$982,931.41",,,,,"$7,216.29","$9,485.01",,,,,,,,,,,,,"$375,256.63",,"$207,886.64"
1,124158503,Unionville-Chadds Ford SD,Chester,"$72,244,983.47","$67,843,310.95","$241,621.01","$67,545.53",,,,,,,,,,,,,"$1,493,978.50",,,,,,,,,,,,,,,"$1,421,397.44","$51,447.89",,"$121,471.37",,,,,"$569,054.22",,,,,"$11,916.00",,"$5,421.00",,,"$243,827.83",,,"$12,770.00",,,,,,"$44,230.87","$56,507.97","$60,482.89"
1,124159002,West Chester Area SD,Chester,"$212,381,356.89","$174,260,525.13","$1,997,619.91","$195,012.30",,,,,,,,,,,"$24,213,410.52",,"$6,227,575.03",,,,,,,,,,,,,,,"$3,264,400.61","$220,923.27",,,,,,"$6,448.00","$1,545,190.69",,,,,"$212,545.92",,,"$13,604.39",,"$82,958.53",,,,,,,,,"$20,080.43","$1,575.00","$119,487.16"
1,106160303,Allegheny-Clarion Valley SD,Clarion,"$4,733,264.99","$3,007,384.85",,"$4,080.93",$98.40,,"$14,070.50",,"$14,070.50",,,,,,"$494,867.54",,"$98,966.93",,,,,,,,,,,,,,,"$515,473.91","$24,376.05",,,,"$150,342.52",$420.71,"$6,787.47","$120,921.98",,,,,,"$1,000.00",,,,"$243,931.36",,,,,"$16,947.90","$14,560.58",,,$194.89,"$2,736.99","$2,030.98"
1,106161203,Clarion Area SD,Clarion,"$8,631,064.58","$6,465,773.12",,"$7,740.35","$8,882.14",,"$12,602.80",,"$12,602.80",,"$33,344.00",,,,"$700,232.40","$114,897.75","$159,275.37",,,,,,,,,,,,,,,"$410,722.21","$7,792.36",,"$12,419.36",,,,,"$135,454.44",,,,,"$3,946.79","$3,250.00","$14,624.00",,,"$514,855.92",,,,,,,,,,,"$12,648.77"
1,106161703,Clarion-Limestone Area SD,Clarion,"$5,653,642.76","$4,184,988.99",,"$5,039.61","$50,920.00",,"$15,865.05",,"$15,865.05",,"$20,921.12",,,,"$660,857.73",,"$149,165.76",,,,,,,,,,,,,,,"$306,649.51","$40,545.86",,"$9,635.00",,"$20,707.00",,,"$126,437.71",,,,,,$520.43,,,,,,,,,,,,,,,"$45,523.94"
1,106166503,Keystone SD,Clarion,"$5,368,815.78","$3,301,729.42",,"$4,666.30","$5,300.77",,"$17,608.35",,"$17,608.35",,,,,,"$726,384.20","$170,418.05","$93,497.44",,,,,,,,,,,,,,,"$506,092.72","$140,758.77",,"$30,155.71",,"$113,701.29",,,"$176,797.83",,,,,,"$8,550.00",,,,"$38,545.63",,,,,,,,,,,"$17,000.95"
1,106167504,North Clarion County SD,Clarion,"$3,623,195.84","$2,471,944.36",,,"$18,098.23",,"$11,438.30",,"$11,440.30",,,,,,"$454,623.30","$65,787.80","$57,143.63",,,,,,,,,,,,,,,"$293,944.44","$35,417.01",,,,,,,"$102,015.35",,,,"$51,234.73",$400.00,"$17,935.73","$31,425.00",,,,,,,,,,,,,,$347.66
1,106168003,Redbank Valley SD,Clarion,"$4,469,394.23","$2,794,771.69",,"$3,259.69","$2,596.74",,"$13,487.65",,"$34,815.50","$22,178.10",,,,,"$728,738.35",,"$68,516.03",,,,,,,,,,,,,,,"$239,123.22","$32,112.13",,"$67,034.47",,"$105,597.85",,"$118,987.63","$190,629.07",,,,,"$1,501.00",,"$11,400.00","$5,200.00",,"$11,400.00",,,,,,,,,"$1,488.67",,"$16,556.44"
1,106169003,Union SD,Clarion,"$2,548,028.58","$1,555,676.33",,"$2,214.67","$4,604.70",,"$9,708.70",,"$9,246.70",,"$5,283.73",,,,"$336,486.97","$87,150.70","$41,308.70",,,,,,,,,,,,,,,"$211,906.62","$43,979.38",,"$3,630.00",,"$67,128.60",,,"$126,764.71",,,,,"$14,006.00",,,,,,,,,"$9,711.87","$1,884.76",,,,,,"$17,335.44"
1,110171003,Clearfield Area SD,Clearfield,"$16,585,720.60","$12,594,006.59",,"$14,698.91","$161,736.18",,,,,,"$41,283.20",,,,"$1,706,527.19",,"$210,947.06",,,,,,,,,,,,,,,"$970,221.85","$40,452.75",,"$2,580.00",,"$10,000.00",,"$34,706.59","$531,833.37",,,,,"$77,000.00",$110.00,"$2,604.68",,,"$103,358.00",,,,,,,,,"$73,590.62",,"$10,063.61"
1,110171803,Curwensville Area SD,Clearfield,"$4,773,854.02","$3,317,528.37",,"$4,224.46","$12,511.23",,,,,,,,,,"$683,276.57",,"$64,906.87",,,,,,,,,,,,,,,"$315,555.15","$11,820.30",,$769.27,,,,,"$211,010.15",,,,,,$701.01,,,,,,,,,,,,,,,"$151,550.64"
1,106172003,DuBois Area SD,Clearfield,"$26,450,860.90","$19,561,583.70",,"$24,215.56","$240,545.32",,"$63,043.90","$63,043.90",,,"$72,293.22",,,,"$3,206,425.39",,"$520,987.91",,,,,,,,,,,,,,,"$1,339,772.24","$102,336.77",,"$8,178.17",,,,,"$851,029.05",,"$57,890.00",,,"$8,354.18","$91,064.66","$41,209.80","$7,385.00",,"$172,118.28",,,,,,,,,$7.88,,"$19,375.97"
1,110173003,Glendale SD,Clearfield,"$3,793,186.58","$2,614,076.35",,"$3,244.75","$20,267.90",,"$8,839.60",,"$8,839.60","$4,163.84",,,,,"$451,751.96",,"$63,603.22",,,,,,,,,,,,,,,"$400,397.25","$3,927.24",,"$2,708.00",,,"$5,520.00",,"$181,943.83",,,"$13,918.55",,,$52.30,,,,,,,,,,,,,"$7,114.49",,"$2,817.70"
1,110173504,Harmony Area SD,Clearfield,"$1,481,484.46","$892,755.53",,,"$3,355.68",,"$4,588.20",,"$4,588.20",,"$3,803.11",,,,"$179,835.98",,"$19,585.81",,,,,,,,,,,,,,,"$127,327.35","$4,732.59",,,,$19.24,"$140,000.00",,"$55,487.00",,,"$4,576.00",,"$6,950.00","$25,526.75",,,,,,,,,,,,,"$4,078.06",,"$4,274.96"
1,110175003,Moshannon Valley SD,Clearfield,"$4,039,980.73","$2,630,880.60",,"$3,669.50","$3,750.18",,"$14,030.80",,"$14,030.80",,,,,,"$615,667.53",,"$73,535.69",,,,,,,,,,,,,,,"$422,634.16","$8,858.89",,,,,,"$22,000.00","$180,113.21",,,,,"$22,801.00","$13,380.89",,,,"$3,518.43",,,,,,,,,,,"$11,109.05"
1,110177003,Philipsburg-Osceola Area SD,Clearfield,"$12,014,058.10","$8,876,166.48",,"$10,516.42","$97,756.77",,"$21,780.70",,"$21,780.70",,,,,,"$1,527,237.25",,"$196,597.89",,,,,,,,,,,,,,,"$856,407.55","$2,302.56",,"$6,951.93",,,,,"$332,031.02",,,"$4,200.00",,,$25.00,,,,"$13,671.50",,,$600.00,,,,,,"$2,883.90",$901.67,"$42,246.76"
1,110179003,West Branch Area SD,Clearfield,"$5,836,822.94","$3,862,275.68",,"$4,802.59","$49,166.91",,"$16,687.80",,"$16,687.80","$14,728.20","$5,042.98",,,,"$710,359.63",,"$78,511.21",,,,,,,,,,,,,,,"$388,426.41","$20,324.68",,"$4,870.86",,,"$354,311.00",,"$240,618.80",,,"$5,434.00",,"$10,101.31","$17,464.72",,"$2,977.00",,,,,,,"$3,961.51",,,,"$21,640.90",$761.28,"$7,667.67"
1,110183602,Keystone Central SD,Clinton,"$35,279,841.69","$23,131,034.41",,"$31,041.79","$784,957.91",,,,,,"$63,479.85",,,,"$6,711,258.74",,"$652,203.31",,,,"$948,851.94",,,,,,,,,,,"$1,765,777.95","$72,617.31",,$74.09,,,,"$7,200.00","$829,748.25",,,,,$622.00,"$30,000.00",,,"$3,385.00","$89,036.01",,,,,,,,"$7,550.00",,,"$151,003.13"
1,116191004,Benton Area SD,Columbia,"$6,887,013.64","$4,839,330.06","$15,523.94","$6,071.81","$2,119.17",,,,,,,,,,"$1,201,924.49",,"$125,454.30",,,,,,,,,,,,,,,"$379,053.38","$10,125.77",,$418.00,,,,,"$148,993.31",,,,,$105.00,,,,,"$105,192.66",,,,,,,,,"$6,914.06",,"$45,787.69"
1,116191103,Berwick Area SD,Columbia,"$20,077,603.39","$15,506,299.58","$42,081.95","$17,623.06","$5,536.16",,,,,,"$40,789.67",,,,"$2,220,452.39",,"$413,811.58",,,,,,,,,,,,,,,"$934,322.56","$64,007.81",,"$8,638.66",,,,,"$638,536.93",,,,,$95.75,"$83,078.25",,,,"$80,787.47",,,,,,,,,"$2,593.56",$699.70,"$18,248.31"
1,116191203,Bloomsburg Area SD,Columbia,"$15,933,836.25","$10,875,527.04","$17,628.95","$14,061.57","$123,416.71",,,,,,"$46,012.45",,,,"$3,522,168.09",,"$318,375.94",,,,,,,,,,,,,,,"$653,248.11","$26,239.43",,"$5,169.48",,,,,"$241,698.10",,,,,"$12,232.75","$9,316.21","$7,193.13",,,"$13,943.00",,,,,,,,,"$37,571.33",$711.26,"$9,322.70"
1,116191503,Central Columbia SD,Columbia,"$19,913,529.51","$13,216,145.72","$36,565.21","$16,831.11","$1,203.36",,"$38,102.75",,"$41,583.39",,,,,,"$4,179,351.43",,"$351,498.02",,,,,,,,,,,,,,,"$749,313.83","$68,775.81",,"$8,131.00",,,,"$313,450.00","$4,136.00",,,,,"$3,210.00",,"$679,132.15",,,"$11,931.82",,,,,,,,,"$71,431.49",,"$122,736.42"
1,116195004,Millville Area SD,Columbia,"$5,873,528.36","$3,942,519.81",,,"$5,202.36",,,,,,,,,,"$1,391,478.69",,"$101,860.20",,,,,,,,,,,,,,,"$149,111.14","$8,393.86",,"$2,994.00",,,,,"$180,305.40",,,,,$451.00,,,,,"$78,630.66",,,,,,,,,,,"$12,581.24"
1,116197503,Southern Columbia Area SD,Columbia,"$14,050,422.86","$8,881,488.45","$26,889.50","$12,408.57","$17,175.23",,,,,,,,,,"$4,043,110.55",,"$168,762.31",,,,,,,,,,,,,,,"$453,149.03","$13,136.32",,"$28,974.00",,,,,"$239,047.28",,,,,,"$25,000.00",,"$7,000.00",,,,,,,,,,,,,"$134,281.62"
1,105201033,Conneaut SD,Crawford,"$17,095,695.00","$12,857,678.00",,"$15,425.00","$110,728.00",,"$40,020.00",,"$40,021.00",,,,,,"$1,478,930.00",,"$406,194.00",,,,,,,,,,,,,,,"$1,580,506.00","$33,426.00",,$726.00,,,,,"$455,216.00",,,,,"$12,351.00","$10,538.00",,,,,,,,,,,,,"$48,367.00",,"$5,569.00"
1,105201352,Crawford Central SD,Crawford,"$27,654,183.38","$20,978,677.02",,"$25,137.24","$3,531.48",,"$63,613.85",,,,,,,,"$2,691,788.12",,"$206,109.88",,,,,,,,,,,,,,,"$2,205,487.96","$48,599.65",,"$13,277.24","$10,567.00",,,,"$896,602.00",,,"$52,930.48","$13,369.03","$62,326.96","$3,370.64",,,,"$8,154.65",,,,,,"$208,244.42",,,"$126,390.84","$2,942.99","$33,061.93"
1,105204703,Penncrest SD,Crawford,"$19,122,077.35","$12,796,806.34",,"$15,868.13","$18,060.53",,"$72,356.14",,"$72,356.14",,,,,,"$2,216,283.70",,"$254,481.05",,,,,,,,,,,,,,,"$1,283,052.22","$7,182.03",,$271.50,,,,,"$535,094.28",,,,,,"$4,500.00",,,,"$1,634,552.17",,,,,,,,,"$211,362.82",,-$149.70
1,115210503,Big Spring SD,Cumberland,"$35,761,276.76","$26,378,015.93","$77,125.61","$29,894.07","$38,320.46",,,,,,"$50,004.51",,,,"$5,564,991.30",,"$913,855.70",,,,,,,,,,,,,,,"$1,177,112.68","$28,837.59",,"$29,189.00",,,,"$598,561.67","$3,808.00",,,,,"$12,940.65",,,,,"$760,141.94",,,,,,,,,"$90,109.32",,"$8,368.33"
1,115211003,Camp Hill SD,Cumberland,"$20,172,264.73","$13,677,613.30",,"$16,933.94",,,"$18,334.20",,"$36,623.70",,"$43,937.62",,,,"$4,591,677.09",,"$704,483.86",,,,,,,,,,,,,,,"$186,550.17","$139,287.92",,"$2,229.24",,"$18,667.35",,,"$195,601.82",,,,,"$12,091.04","$354,143.06","$39,439.20",,,"$86,943.14",,,,,,,,,"$19,289.73","$1,415.53","$27,002.82"
1,115211103,Carlisle Area SD,Cumberland,"$61,706,351.97","$47,283,355.95","$213,064.05","$54,561.23","$62,735.68",,,,,,,,,,"$9,665,759.80",,"$1,593,827.45",,,,,,,,,,,,,,,"$1,400,873.55","$108,414.88",,"$220,245.96",,,,,"$901,018.00",,,,"$10,000.00","$3,217.50","$8,569.10",,"$2,862.50",,"$61,100.34",,,"$21,310.00",,,,,,"$39,515.05",,"$55,920.93"
1,115211603,Cumberland Valley SD,Cumberland,"$114,941,926.00","$80,065,928.00",,"$100,523.00",$977.00,,,,,,"$205,017.00",,,,"$27,491,933.00",,"$3,409,011.00",,,,,,,,,,,,,,,"$1,556,567.00","$111,503.00",,"$89,458.00",,"$89,232.00",,"$4,032.00","$1,171,698.00",,,,,"$21,033.00","$142,036.00",,,,"$67,076.00",,,"$2,980.00",,,,,"$43,884.00","$8,499.00","$152,846.00","$207,693.00"
1,115212503,East Pennsboro Area SD,Cumberland,"$30,274,718.43","$21,690,728.79",,"$28,122.00",,,,,,,"$61,409.51",,,,"$6,535,863.37",,"$578,623.53",,,,,,,,,,,,,,,"$420,400.84","$17,284.41",,"$17,024.34",,,,,"$541,251.50",,,,,"$18,230.00",,"$72,531.00",,,"$77,815.35",,,"$7,360.48",,,,,,"$198,969.31",,"$9,104.00"
1,115216503,Mechanicsburg Area SD,Cumberland,"$56,544,615.44","$39,999,538.22",,"$48,018.02",,,,,,,"$62,444.03",,,,"$11,699,266.47",,"$1,402,618.47",,,,,,,,,,,,,,,"$878,580.34","$40,550.21",,"$4,482.00",,,,,"$707,861.79",,,,,"$21,279.90",,"$1,024,517.02","$31,822.89",,,,,,,,,,"$558,704.15","$50,708.15",,"$14,223.78"
1,115218003,Shippensburg Area SD,Cumberland,"$31,149,097.38","$22,747,360.93","$162,214.49","$27,755.74","$30,879.88",,"$49,336.30",,"$49,336.30",,"$79,476.89",,,,"$5,408,344.90",,"$800,262.96",,,,,,,,,,,,,,,"$955,586.03","$29,468.80",,"$25,830.00",,,,"$12,843.42","$643,014.31",,,,,"$2,945.40",,"$23,124.00",,,,,,,,,,,,$395.11,,"$100,921.92"
1,115218303,South Middleton SD,Cumberland,"$27,568,959.20","$20,682,331.58","$95,773.88","$24,360.09","$226,914.23",,,,,,"$41,935.34",,,,"$4,928,106.16",,"$619,694.49",,,,,,,,,,,,,,,"$320,356.90","$51,700.89",,$358.91,,,,,"$351,394.39",,,,,"$7,287.50","$12,500.00","$10,596.50","$19,203.00",,"$140,450.91",,,,,,,,,"$8,479.60",,"$27,514.83"
1,115221402,Central Dauphin SD,Dauphin,"$152,529,530.50","$95,042,044.84","$485,912.95","$134,057.06","$416,143.60",,,"$43,918,243.65",,,,,,,,,"$3,272,994.42",,,,,,,,,,,,,,,"$3,065,973.94","$83,109.31",,"$3,706.10",,,,,"$1,740,133.74",,,,,"$10,500.00","$153,943.66","$5,714.27",,,"$919,733.32",,,,$407.94,,,,,"$151,513.83","$16,143.26","$3,109,254.61"
1,115221753,Derry Township SD,Dauphin,"$48,632,045.00","$37,211,386.49","$281,370.60","$45,832.95","$291,320.00",,,,,"$1,807,272.50","$137,320.51",,,,"$5,201,352.73",,"$1,210,403.38","$502,525.33",,,,,,,,,,,,,,"$972,703.65","$35,838.39",,"$92,952.00",,,,,"$403,590.00",,,,,"$25,439.00","$2,084.17",,,,"$213,570.00",,,"$10,369.00",,,,,,,,"$186,714.30"
1,115222504,Halifax Area SD,Dauphin,"$10,110,480.63","$7,125,338.28","$6,059.71","$9,101.85","$15,017.98",,"$23,665.30",,"$23,666.30","$750,750.20",,,,,"$932,574.77",,"$107,849.06",,,,,,,,,,,,,,,"$545,172.01","$20,915.36",,"$19,973.67",,,,,"$195,214.00",,,"$10,000.00","$1,479.99","$25,600.24","$72,781.12",,,,"$202,282.65",,,,,,,,,$803.69,,"$22,234.45"
1,115222752,Harrisburg City SD,Dauphin,"$57,764,037.00","$39,812,865.00",,"$51,125.00","$1,262,847.00",,,,,"$670,519.00","$214,855.00",,,,"$4,124,349.00",,"$863,156.00","$22,804.00",,,"$2,521,734.00",,,,,,,,,,,"$5,873,675.00","$11,018.00",,"$1,046,373.00",,,,,"$1,288,717.00",,,,,,,,,,,,,,,,,,,,,
1,115224003,Lower Dauphin SD,Dauphin,"$40,162,966.99","$29,374,082.51","$103,957.42","$37,065.42","$5,925.84",,"$77,065.40",,"$77,065.40",,"$41,971.39",,,,"$4,458,579.96","$2,428,195.00","$824,980.47",,,,,,,,,,,,,,,"$1,728,252.30","$44,135.15",,"$3,669.10",,,"$62,686.08",,"$744,226.62",,,,,"$28,325.82","$20,000.00",,,,"$93,806.80",,,,,,,,,,,"$8,976.31"
1,115226003,Middletown Area SD,Dauphin,"$30,748,275.70","$21,584,612.76","$43,532.21","$27,953.04","$2,644.03",,,,,,"$67,298.06",,,,"$5,410,070.93",,"$449,139.22",,,,,"$232,122.81",,,,,,,,,,"$1,240,379.90","$109,071.54",,"$25,170.00",,,"$2,496.80","$4,951.55","$433,295.08",,,"$35,859.19",,$450.00,"$40,789.24",,$300.00,,"$347,964.67",,,,,,,,,"$117,909.61",,"$572,265.06"
1,115226103,Millersburg Area SD,Dauphin,"$8,421,458.27","$5,331,082.70",$382.96,"$6,959.90","$20,312.21",,"$16,915.80",,"$16,915.80",,,,,,"$731,223.92","$532,265.00","$99,937.37",,,,,,,,,,,,,,,"$611,137.89","$36,351.72",,"$21,247.97",,,,,"$139,840.96",,,,,$195.00,,,,,"$47,681.26",,,,,,,,,"$809,007.81",,
1,115228003,Steelton-Highspire SD,Dauphin,"$9,075,732.00","$4,937,622.00",,,,,,,$613.00,"$1,315.00",,,,,"$862,915.00","$54,760.00","$86,864.00",,,,,,,,,,,,,,,"$1,280,079.00","$20,809.00",,,"$40,005.00",,,,"$1,497,336.00",,,,,"$26,542.00","$10,067.00",,"$3,795.00",,,,,,,,,,$815.00,"$252,195.00",,
1,115228303,Susquehanna Township SD,Dauphin,"$41,187,779.13","$30,640,915.55",,"$38,087.92",,,"$60,128.05",,"$60,128.05",,"$93,224.71",,,,"$4,018,074.71","$2,066,938.00","$1,009,204.35",,,,,,,,,,,,,,,"$2,462,264.81","$50,312.61",,"$3,361.30","$64,000.00",,,"$1,604.17","$522,466.58",,,,,"$26,367.50","$2,500.00",$110.00,"$1,820.00",,"$12,186.99",,,"$32,324.35","$2,894.10",,,,"$2,000.00",,,"$16,865.38"
1,115229003,Upper Dauphin Area SD,Dauphin,"$10,175,733.51","$6,373,863.31","$14,194.89","$7,455.33","$12,958.97",,"$24,967.60",,"$24,956.60",,,,,,"$1,040,254.79","$761,252.00","$137,776.13",,,,,,,,,,,,,,,"$1,261,338.14","$127,957.25",,"$8,872.87",,,,,"$198,168.62",,,,,,"$3,281.29",,,,"$171,626.48",,,,,,,,,,,"$6,809.24"
1,125231232,Chester-Upland SD,Delaware,"$25,907,617.89","$18,962,720.07",,,,,,,,,,,,,,,"$218,650.25",,,,,,,,,,,,,,,"$2,639,387.12","$1,180.31",,,,,,,"$73,936.47",,"$3,594,849.53",,,$386.13,"$18,240.00",,,,"$10,518.99",,,,,,,,,"$114,260.80",,"$273,488.22"
1,125231303,Chichester SD,Delaware,"$52,566,692.41","$46,268,464.01",,"$49,043.54","$225,228.90",,,,,,,,,,,,"$699,710.04",,,,,,,,,,,,,,,"$2,161,214.58","$13,562.13",,"$34,207.53",,,,$700.00,"$867,393.00",,"$1,112,532.63","$16,286.27",,"$3,200.00",-$8.85,"-$13,219.01","$25,504.47",,,,,,,,,,,"$218,785.26","$39,388.75","$844,699.16"
1,125234103,Garnet Valley SD,Delaware,"$91,507,560.00","$86,303,756.00","$169,948.00","$84,318.00",,,,,,,,,,,,,"$1,352,288.00",,,,,,,,,,,,,,,"$2,103,023.00","$148,579.00",,"$28,189.00",,,,,"$926,556.00",,,,,,,,"$33,981.00",,"$146,537.00",,,,,,,,"$4,700.00","$131,217.00","$36,739.00","$37,729.00"
1,125234502,Haverford Township SD,Delaware,"$107,961,638.97","$100,777,177.24","$80,570.02","$98,641.20",,,,,,,,,,,,,"$1,842,261.41",,,,,,,,,,,,,,,"$2,403,845.23","$55,941.11",,,,,,,"$1,167,907.00",,"$244,132.80",,,"$9,562.50",,,"$14,652.04",,,,,,,,,,,"$1,135,650.94",,"$131,297.48"
